file,source_folder,entity_type,value
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Four Bay Structures
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Cleveland Steel
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,McLaren Construction
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Civic Engineers
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Studio PDP
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Bauteil,1930s steel beams
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Bauteil,Steel columns lower floors 318 Oxford Street
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Material,Stahl
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Reuse_Strategie,Ex-situ steel reuse + in-project self-reuse
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Abbruchmethode,careful deconstruction / Demontage statt Schrott
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Aufbereitungsmethode,"cleaning, testing, certification, preparation"
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Pruefung,"tensile test, chemical analysis, metallographic examination"
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Norm_Recht,unbekannt / pre-1970s protocol gap
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Norm_Recht,Conservation Area / listed context near Tower Bridge
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Kennwert,16 t / 20 t / 40 t / up to 100 t
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Kennwert,48 t CO₂
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Kennwert,20 % project steel repurposed
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Logistik,Cross-project steel transfer
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Huerde,"pre-1940s steel testing, concrete encasement, rivets"
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Wirtschaft,unbekannt
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Werkzeug,Qflow
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Werkzeug,Qflow
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Schadstoff,unbekannt
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Reuse-Kette,Fall verbindet zwei oder mehr Projekte
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Donor-Projekt,Herkunft muss separat vom Receiver verwaltet werden
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Receiver-Projekt,Einbauort des Bauteils
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Self-Reuse,"Bauteile werden ausgebaut, refabriziert und im selben Projekt neu eingesetzt"
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Quellenkonflikt-Kennwert,Mehrere öffentliche Mengenangaben widersprechen sich
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Fallstudie,Impact Hub Berlin Interior / CRCLR fit-out
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Gebaeude,"CRCLR House, ehemalige Kindl-Brauerei"
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Ort,Berlin-Neukölln
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Projekt,Coworking- und Community-Space
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Akteur,"Impact Hub Berlin, LXSY Architektur, TRNSFRM eG, Die Zusammenarbeiter, ZRS Ingenieure"
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Bauteil,red MDF boards und Ziegel aus anderer Baustelle
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Bauteil,schwarze MDF-Platten
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Bauteil,Holzlatten aus Tischlereiresten
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Bauteil,Filzpaneele
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Bauteil,Holzgalerie
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Methode,Design for Disassembly
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Datenmodell,Produkt- und Materialpässe
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Werkzeug,Concular / Restado
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Kennwert,ca. 70 % recycled or sustainable
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Kennwert,80 % sustainable/recycled/upcycled
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Huerde,Zulassung / Brandschutz / Anforderungen
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Pruefung,Zugversuche / chemische Analysen für Stahl
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Fit-out-Reuse,Innenausbau hat eigene Logik zwischen Möbel und Bauwerk
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Offcut-Verwertung,"Reststücke sind keine klassischen Bauteile, können aber feste Bauteile bilden"
Impact_Hub_Berlin_CRCLR_Fitout.md,Gebäude,Produktpass,Objektbezogene Dokumentation für Innenausbau
Institut_de_Botanique_ULg_Liege.md,Gebäude,Fallstudie,Institut de Botanique de l’ULg
Institut_de_Botanique_ULg_Liege.md,Gebäude,Ort,"Liège / Lüttich, Belgien"
Institut_de_Botanique_ULg_Liege.md,Gebäude,Gebaeude,Institut de Botanique de l’ULg
Institut_de_Botanique_ULg_Liege.md,Gebäude,Reuse_Strategie,partielle Hüllbauteil-Wiederverwendung
Institut_de_Botanique_ULg_Liege.md,Gebäude,Bauteil,Fassadenbekleidung / Holzfassade
Institut_de_Botanique_ULg_Liege.md,Gebäude,Material,"Holz, vermutlich reclaimed timber"
Institut_de_Botanique_ULg_Liege.md,Gebäude,Tragwerkssystem,Bestandsstruktur
Institut_de_Botanique_ULg_Liege.md,Gebäude,Huerde,Abgrenzung Sanierung vs. Wiederverwendung
Institut_de_Botanique_ULg_Liege.md,Gebäude,Prozessphase,Renovierung / Fassadenerneuerung
Institut_de_Botanique_ULg_Liege.md,Gebäude,Pruefung,unbekannt
Institut_de_Botanique_ULg_Liege.md,Gebäude,Norm_Recht,unbekannt
Institut_de_Botanique_ULg_Liege.md,Gebäude,Kennwert,unbekannt
Institut_de_Botanique_ULg_Liege.md,Gebäude,Reuse-Nachweisgrad,Unterscheidet belastbar belegte Reuse-Daten von sekundären Listenangaben
Institut_de_Botanique_ULg_Liege.md,Gebäude,Bestandserhalt-Anteil,Hilft Sanierung von Wiederverwendung zu trennen
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Fallstudie,Kinder- en jeugdkliniek Ithaka / Emergis
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Gebaeude,ehemaliges Districtskantoor Rijkswaterstaat Terneuzen
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Gebaeude,bestehender Emergis-Bestand Kloetinge
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Ort,"Kloetinge, Zeeland, Niederlande"
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Akteur,Rothuizen Architecten / Taco Tuinhof
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Akteur,Burobas
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Akteur,ABT + Adviesbureau Lüning
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauherr,Emergis
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Außenkozijnen / Fensterrahmen
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,HSB-binnenbladen
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Holzträger / houten balken
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Azobé-hardwood shingles
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Innentüren / Hang- und Schließwerk
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Holzfußböden
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Straßenklinker
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Bauteil,Armaturen / Beleuchtung / Installationen
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Methode,Materialenpaspoort
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Foerderprogramm,Provinz Zeeland / Rabobank Groenprojecten
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Wirtschaft,Circulair bouwen nicht unbedingt billiger
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Donorgebäude,Das Projekt hängt stark von einem konkreten Spendergebäude ab.
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Datenmodell,Eigene Dokumentationsform für zukünftige Reuse-Fähigkeit.
Jeugdkliniek_Ithaka_Emergis_Kloetinge.md,Gebäude,Mehrfachleben,Einige Bauteile haben schon drittes Leben.
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Fallstudie,Recyclingzentrum Juch-Areal
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Ort,"Zürich-Altstetten, Juch-Areal"
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Projekt,Neues Recyclingzentrum ERZ Juch-Areal
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Bauherr,Stadt Zürich / Amt für Hochbauten; ERZ als Eigentümervertretung/Betreiber
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Akteur,Graber Pulver Architekt:innen
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Akteur,Zirkular GmbH
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Akteur,manoa Landschaftsarchitekten
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Akteur,Weber + Brönnimann AG
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Akteur,EK Energiekonzepte
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Bauteil,Stahlstruktur der ehemaligen Recyclinghalle Hagenholz
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Bauteil,Betonplatten aus dem Kerenzerbergtunnel
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Datenmodell,digitaler Bauteilkatalog
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Methode,Bauteiljagd / component hunting
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Kennwert,fast 600 t CO₂ / gut 40% Reduktion
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Wirtschaft,"CHF 33,1 Mio. Ausführungskredit / CHF 18 Mio. frühere Schätzung / CHF 25 Mio. Perita-Bausumme"
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Projektstatus,"Bauzeit 2026–2027, Fertigstellung Q4 2027 geplant"
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Bauteilpool öffentlicher Bestand,Der Wettbewerb nutzte städtische Bestandsbauteile als Ressource.
Juch_Areal_Recyclingzentrum_Zuerich.md,Gebäude,Versetzte Hallenkonstruktion,"Reuse betrifft ein ganzes Tragwerks-/Hallensystem, nicht nur Einzelbauteile."
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Fallstudie,K.118 / Kopfbau Halle 118
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Gebaeude,bestehende Industriehalle Halle 118
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Projekt,Aufstockung um 3 Etagen
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Ort,"Lagerplatz / Winterthur, Schweiz"
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,Stiftung Abendrot / Vorsorgestiftung Abendrot
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,baubüro in situ
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,Zirkular GmbH
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,ZHAW IKE
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,Oberli Ingenieurbau AG
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,Josef Kolb AG
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Akteur,Wetter AG
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Stahlträger / Stützen / Profilbleche Verbunddecken
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,externe Stahltreppe
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Fenster
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Metallblech / Profilblech / Fassadenblech
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,EPS-Dämmung
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Naturstein-/Granitplatten
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Klinker / Backstein
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteil,Holzdachelemente / Holzwerkstoffe / Türen / Dreischichtplatten
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Reuse_Strategie,Bauteilsuche + Entwurf aus Verfügbarkeit
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Methode,"Katalogisieren, Prüfen, Lagermanagement"
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Kennwert,14 % Wiederverwendungsrate nach Gewicht
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Kennwert,41 % Wiederverwendungsrate nach Volumen
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Kennwert,59 % CO₂-Reduktion / 494 t CO₂
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Kennwert,ca. 500 t Primärmaterial eingespart
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Norm_Recht,keine konkrete Normnummer öffentlich
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Huerde,"heutige Bauprozesse, Kosten-/Verfahrenslogik"
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Wirtschaft,Kosten etwa vergleichbar mit ähnlichem Neubau
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Bauteiljäger / component hunting,beschreibt aktive Suche nach verfügbaren Bauteilen
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Materialdepot / Lagerverwaltung,Lagerung ist planungsrelevant
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Reuse-Rate nach Gewicht/Volumen,klassische Massenbilanz unterschätzt Leichtbauteile
K118_Kopfbau_Halle_118_Winterthur.md,Gebäude,Umgekehrter Entwurfsprozess,"Entwurf folgt Bauteilfund, nicht umgekehrt"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Fallstudie,KA13 / Kristian Augusts gate 13
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Gebaeude,Bürogebäude mit Umbau und Erweiterung
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Ort,"Kristian Augusts gate 13, Oslo, Norwegen"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Projekt,Reuse and transformation / KA13
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauherr,Entra AS
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Architekt,MAD arkitekter / Mad as
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Tragwerksplaner,unbekannt
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Akteur,"Entra, MAD, FutureBuilt, Asplan Viak, Insenti, Scenario Interiørarkitekter, IWG/Spaces"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Reuse_Strategie,Großmaßstäbliche Bauteilwiederverwendung + Transformation
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauteil,Hohlkörperdecken / hollow-core slabs
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauteil,Stahl
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauteil,Radiatoren
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauteil,Fassadenbekleidung
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Bauteil,"Sanitär, ducts, pipes, office fronts, doors"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Tragwerkssystem,bestehendes Stahlstützensystem + donor HCS/Steel
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Prozessphase,"Umbau, Rückbau, Aufbereitung, Wiedereinbau"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Pruefung,Dokumentation nach TEK; Tests/SINTEF für HCS laut Thesisquellen
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Norm_Recht,NS 3682 für reuse of hollow-core slabs
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Norm_Recht,Regelwerksarbeit / regulatorische Anpassung
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Kennwert,Gesamtfläche 4.297 m²
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Kennwert,nahezu/bis 80 % Wiederverwendung
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Kennwert,70 % Treibhausgasreduktion
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Kennwert,"ca. 160 m² HCS, 21 Elemente"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Wirtschaft,HCS 5–6× teurer als neue HCS laut Thesis
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Huerde,"Regelwerk, Dokumentation, Marktverfügbarkeit, Rückbaukosten"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Donor Building,Mehrere externe Gebäude liefern Bauteile
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Reuse-Koordinator,"Koordination zwischen Rückbau, Planung, Markt und Genehmigung"
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Regelwerks-Pilot,Projekt erzeugt Lernwissen für neue Norm-/Regelarbeit
KA13_Kristian_Augusts_gate_13_Oslo.md,Gebäude,Ombruksgrad / Reuse-by-weight,Wiederverwendungsanteil als norwegischer Kennwert
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Fallstudie,Kamikatsu Zero Waste Center / Hotel WHY
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Gebaeude,Kamikatsu Zero Waste Center „WHY“
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Projekt,Zero-Waste-Zentrum und Hotel
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Ort,"Kamikatsu, Tokushima Prefecture, Japan"
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Akteur,Hiroshi Nakamura & NAP
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Akteur,Yamada Noriaki Structural Design Office
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Akteur,Kitajima Corporation
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Akteur,Kamikatsu Town / lokale Einwohner
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Bauteil,ca. 700 gespendete Fenster
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Bauteil,alte Shoji-Schirme und Glastüren
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Material,Glas- und Keramikscherben
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Material,alte Fliesen
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Material,Wände des alten Rathauses
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Reuse_Strategie,Bauteil- und Materialwiederverwendung
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Tragwerkssystem,Holzbau mit lokalem Holz
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Verbindung,heterogene Fenster in Holzrahmen
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Aufbereitungsmethode,"Spenden sammeln, kombinieren, zuschneiden/integrieren"
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Bauteilboerse,Kuru Kuru Shop / Reuse Shop
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Kennwert,5.557 m²
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Kennwert,700 Fenster
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Kennwert,45 Sortierkategorien / teils 44 in offizieller Beschreibung
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Huerde,Heterogenität gespendeter Bauteile
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Norm_Recht,Japanisches Baurecht / Hotelbetrieb
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Bericht,ArchDaily / NAP / offizielle WHY-Seite
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Gemeindespende,"Bauteile stammen von Einwohnern, nicht von klassischer Baustoffbörse"
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Betriebs-Reuse-System,"Kuru Kuru Shop ist Teil der Nutzung, aber nicht automatisch Bau-Reuse"
Kamikatsu_Zero_Waste_Center_Hotel_WHY.md,Gebäude,Reuse-Inszenierung,Architektur vermittelt Zero-Waste-Pädagogik sichtbar
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Fallstudie,Umbau Kindergarten Mööslistrasse / Kindergarten Manegg
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Ort,"Zürich-Wollishofen, Werkhof Mööslistrasse"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Gebaeude,Werkhof Mööslistrasse
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Projekt,Kindergarten mit Betreuung für Schule Manegg
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Akteur,"Stadt Zürich, Amt für Hochbauten, Immobilien Stadt Zürich, Bischof Föhn Architektur, Zirkular GmbH, Meili Partner, Heierli, Haerter + Partner, Schmidiger + Rosasco, aik"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Architekt,Bischof Föhn Architektur
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Tragwerksplaner,Ingenieurbureau Heierli AG
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauherr,Stadt Zürich / Amt für Hochbauten / Immobilien Stadt Zürich
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Reuse_Strategie,integrierter Re-Use-Pilot / Bauteiljäger*innen
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Außentreppe
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Vordach / Pergola / Holzstützen
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Stahlkonstruktion für Außenraumbeschattung
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Geländer / Brüstungsgeländer
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Stahlträger / Stützen
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Brandschutztüren
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Akustikelemente
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,Sanitärapparate / Lavabos / Toiletten
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteil,gebrauchte Küche
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Kennwert,ca. 30 % graue THG-Einsparung
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Kennwert,"2,6 → 1,9 kg CO₂e/m²a"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Kennwert,"1,9 Mio. CHF Objektkredit"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Wirtschaft,"kostenneutrale Re-Use-Einsparung / 9 % Kosteneinsparung Re-Use-Bauteile, 18 % Mehrhonorar Planung"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Logistik,"Bauteiljäger*innen, Katalog, städtische Occasionslager"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Norm_Recht,unbekannt
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Pruefung,"Bauteilkatalog mit Herkunft, Qualität, Montageanleitung"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteiljäger*in,beschreibt spezialisierte Suche nach verfügbaren Bauteilen
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Bauteilkatalog / Bauteilpass,"dokumentiert Herkunft, Qualität und Montageanleitung"
Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,Gebäude,Occasionslager,kommunaler Lager-/Beschaffungspfad für vorhandene Gegenstände
Liander_Alliander_HQ_Duiven.md,Gebäude,Fallstudie,Liander / Alliander HQ Duiven
Liander_Alliander_HQ_Duiven.md,Gebäude,Ort,"Duiven, Niederlande"
Liander_Alliander_HQ_Duiven.md,Gebäude,Gebaeude,Büro-/Campuskomplex
Liander_Alliander_HQ_Duiven.md,Gebäude,Projekt,Alliander HQ / Liander office
Liander_Alliander_HQ_Duiven.md,Gebäude,Akteur,Alliander / Liander
Liander_Alliander_HQ_Duiven.md,Gebäude,Architekt,RAU Architects
Liander_Alliander_HQ_Duiven.md,Gebäude,Methode,Circular Design / Materialwiederverwendung / adaptive reuse
Liander_Alliander_HQ_Duiven.md,Gebäude,Datenmodell,Material Passport / Turntoo/Madaster-Kontext möglich
Liander_Alliander_HQ_Duiven.md,Gebäude,Bauteil,"Bestandsgebäude, Innenausbau, ggf. Stahl/Holz/Fassadenmaterial"
Liander_Alliander_HQ_Duiven.md,Gebäude,Material,"Stahl, Beton, Holz, Glas, Ausbau-/TGA-Materialien"
Liander_Alliander_HQ_Duiven.md,Gebäude,Tragwerkssystem,bestehende Gebäude + neue Überdachung / Verbindung
Liander_Alliander_HQ_Duiven.md,Gebäude,Reuse_Strategie,adaptive reuse + partielle Bauteil-/Materialwiederverwendung
Liander_Alliander_HQ_Duiven.md,Gebäude,Kennwert,"BREEAM / Energiekennwerte publiziert, Direct-Reuse-Mengen unbekannt"
Liander_Alliander_HQ_Duiven.md,Gebäude,Wirtschaft,unbekannt
