kritisch;Land;Von;Richtung;Nach;Dauer;Art;Beschreibung (gekürzt);haengt allein daran;Belegstärke;Belegzitat;Quelle;ID
;Vereinigtes Königreich;Civic Engineers;→;House of Fraser;projektgebunden;Fachplanung;Plante das Tragwerk für House of Fraser.;;—;Structural engineer: Civic Engineers;https://www.building.co.uk/buildings/its-mandss-oxford-street-neighbour-and-its-being-refurbished-not-demolished/5129238.article;GB:K059
;Vereinigtes Königreich;Civic Engineers;—;Studio PDP;projektgebunden;Gemeinsames Bauvorhaben;Planten 318 Oxford Street gemeinsam.;;belegt;Structural and Facade Engineer: Civic Engineers;https://studiopdp.com/blog/permission-granted-318-oxford-street;GB:K062
;Vereinigtes Königreich;Cleveland Steel & Tubes;→;Holbein Gardens, London;projektgebunden;Bauteillieferung;Lieferte Reuse-Stahl für Holbein Gardens, London.;;—;Steel supplier: Cleveland Steel & Tubes;https://terc.org.uk/54-2/;GB:K042
;Vereinigtes Königreich;Cleveland Steel & Tubes;→;55 Great Suffolk Street;projektgebunden;Bauteillieferung;Lieferte Reuse-Stahl für 55 Great Suffolk Street.;;—;11.1 tonnes of steel were procured from Cleveland Steel & Tubes.;https://asbp.org.uk/case-studies/55-great-suffolk-street;GB:K049
;Vereinigtes Königreich;Cleveland Steel & Tubes;→;Timber Square London;projektgebunden;Bauteillieferung;Lieferte Reuse-Stahl für Timber Square London.;;—;125 tonnes of reused steel were sourced from Cleveland Steel & Tubes.;https://timberdevelopment.uk/print-and-ink-buildings-timber-square/;GB:K048
;Vereinigtes Königreich;FORE Partnership;→;House of Fraser;projektgebunden;Bauherrschaft;Verantwortete House of Fraser als Bauherrschaft.;FORE Partnership;belegt;The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;GB:K052
;Vereinigtes Königreich;Gardiner & Theobald;→;55 Great Suffolk Street;projektgebunden;Fachplanung;Übernahm die Fachplanung für 55 Great Suffolk Street.;;belegt;Gardiner & Theobald (Project Manager – reclaimed steel initiative);https://asbp.org.uk/case-studies/55-great-suffolk-street;GB:K003
;Vereinigtes Königreich;Gardiner & Theobald;→;BedZED;projektgebunden;Fachplanung;Plante das Tragwerk für BedZED.;BedZED;belegt;led by the Peabody Trust in partnership with Bill Dunster Architects, Ellis & Moore Consulting Engineers, BioRegional, Arup and the cost consultants Gardiner and Theobald;https://en.wikipedia.org/wiki/BedZED;GB:K002
;Vereinigtes Königreich;Grants of Shoreditch;→;PLP Architecture London Studio Circular Fit-out;projektgebunden;Bauteillieferung;Lieferte Reuse-Marmor für PLP London HQ.;;belegt;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;GB:K071
;Vereinigtes Königreich;Hawkins\Brown;→;55 Great Suffolk Street;projektgebunden;Entwurf;Entwarf 55 Great Suffolk Street.;Hawkins\Brown;belegt;Scope: Architecture;https://www.hawkinsbrown.com/projects/55-great-suffolk-street/;GB:K093
;Vereinigtes Königreich;Heyne Tillett Steel / HTS;→;Holbein Gardens, London;projektgebunden;Fachplanung;Plante das Tragwerk für Holbein Gardens, London.;;belegt;Engineers and consultants: TFT (Sustainability Consultant) HTS (Structural Engineer);https://asbp.org.uk/case-studies/holbein-gardens;GB:K041
;Vereinigtes Königreich;Method;→;PLP Architecture London Studio Circular Fit-out;projektgebunden;Bauausführung;Führte Ausbauarbeiten am PLP London HQ aus.;;belegt;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;GB:K068
;Vereinigtes Königreich;Method;—;PLP Architecture;projektgebunden;Gemeinsames Bauvorhaben;Bauten das PLP-Projekt gemeinsam.;;belegt;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;GB:K072
;Vereinigtes Königreich;Opera Property & Asset Management;→;Timber Square London;projektgebunden;Fachplanung;Übernahm die Fachplanung für Timber Square London.;;belegt;Opera have led the procurement and management of the professional team, programming and contractor procurement strategy for the site;https://www.operapm.co.uk/place/our-projects/timber-square-southwark;GB:K090
;Vereinigtes Königreich;Opera Property & Asset Management;→;55 Great Suffolk Street;projektgebunden;Fachplanung;Übernahm die Fachplanung für 55 Great Suffolk Street.;;belegt;Opera (Project Manager – 55 Great Suffolk Street);https://asbp.org.uk/case-studies/55-great-suffolk-street;GB:K092
;Vereinigtes Königreich;Studierende, Schulkinder und Freiwillige;→;Brighton Waste House;projektgebunden;Bauausführung;Führte die Bauarbeiten an Brighton Waste House aus.;Studierende, Schulkinder und Freiwillige;belegt;70 students worked on the Waste House in their workshops and over 250 students helped in total;https://www.brighton.ac.uk/mrm/building-the-future/index.aspx;GB:K030
;Vereinigtes Königreich;Studio PDP;→;House of Fraser;projektgebunden;Entwurf;Entwarf House of Fraser.;;—;Studio PDP is leading the transformation of 318 Oxford Street.;https://studiopdp.com/blog/oxford-streets-sleeping-giant-awakens;GB:K060
;Vereinigtes Königreich;TFT Consultants;→;Holbein Gardens, London;projektgebunden;Reuse-Konzept;Erarbeitete das Reuse-Konzept für Holbein Gardens, London.;TFT Consultants;belegt;Engineers and consultants: TFT (Sustainability Consultant);https://asbp.org.uk/case-studies/holbein-gardens;GB:K044
;Vereinigtes Königreich;UCL Circular Economy Lab;→;CascadeUp;projektgebunden;Forschungsbegleitung;Begleitete CascadeUp wissenschaftlich.;UCL Circular Economy Lab;belegt;The pilot, known as CascadeUp, brings our bio-based, circular economy research to life.;https://www.ucl.ac.uk/circular-economy-lab/research/reusing-wood-demolition-mass-timber-products;GB:K016
;Vereinigtes Königreich;Webb Yates Engineers;→;House of Fraser;projektgebunden;Fachplanung;Plante das Tragwerk für House of Fraser.;;belegt;Webb Yates, the engineer appointed to TBC London, ensured there was a smooth transition for using the recycled materials in the Thames-side design;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;GB:K056
;Vereinigtes Königreich;Willmott Dixon;→;House of Fraser;projektgebunden;Bauausführung;Führte die Bauarbeiten an House of Fraser aus.;Willmott Dixon;belegt;Collaboration between supply chain partners flagged the potential to reuse steel from the demolition of the House of Fraser building on Oxford Street;https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials;GB:K053
;Österreich;BauKarussell;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Reuse-Konzept;Erarbeitete das Reuse-Konzept für Ferry-Dusika-Stadion.;;belegt;BauKarussell mit seinen Partnern im Stadion am Werk;https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K011
;Österreich;BauKarussell;→;MedUni Campus Wien;projektgebunden;Reuse-Konzept;Erarbeitete das Reuse-Konzept für MedUni Campus Wien.;;belegt;Zwischen Oktober 2019 und Juli 2020 fuehrte BauKarussell im Auftrag der Bundesimmobiliengesellschaft (BIG) Social Urban Mining in Wien Alsergrund durch.;https://www.baukarussell.at/meduni-campus-mariannengasse-wien/;AT:K008
;Österreich;DRZ;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;;belegt;Operative Partner sind das Demontage- und Recyclingzentrum DRZ Wien.;https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K005
;Österreich;DRZ;→;MedUni Campus Wien;projektgebunden;Projektbeteiligung, Aufgabe unklar;"War an MedUni Campus Wien beteiligt; Aufgabe offen.";;belegt;Operative Partner sind das Demontage- und Recyclingzentrum DRZ Wien.;https://www.baukarussell.at/vom-luster-bis-zum-kupferkabel/;AT:K004
;Österreich;Die Kümmerei;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Die Kümmerei;belegt;Die KUEMMEREI (Traegerin: BFI Wien/Job-TransFair);https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K006
;Österreich;Job-TransFair gemeinnützige GmbH;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Projektbeteiligung, Aufgabe unklar;"War an Ferry-Dusika-Stadion beteiligt; Aufgabe offen.";;belegt;Die KUEMMEREI (Traegerin: BFI Wien/Job-TransFair);https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K023
;Österreich;MedUni Wien;—;BauKarussell;projektgebunden;Gemeinsames Bauvorhaben;Arbeiteten am MedUni-Campus zusammen.;MedUni Wien;belegt;Wir freuen uns, dass wir BauKarussell als Projektpartner beim MedUni Campus Mariannengasse gewinnen konnten.;https://www.meduniwien.ac.at/web/ueber-uns/news/detailseite/2019/news-im-dezember-2020/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/;AT:K003
;Österreich;Re-Use Austria;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;;belegt;Das BauKarussell-Team setzt sich aus Partnern von pulswerk GmbH, Romm ZT und RepaNet;https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K021
;Österreich;WSE Wiener Standortentwicklung GmbH;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Betrieb;Übernahm das Projektmanagement des Stadionrückbaus.;WSE Wiener Standortentwicklung GmbH;belegt;Umgesetzt wird das Projekt vom Bauprojektmanagement-Team der WSE.;https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K029
;Österreich;pulswerk GmbH;→;Ferry-Dusika-Stadion Rückbau;projektgebunden;Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;;belegt;Das BauKarussell-Team setzt sich aus Partnern von pulswerk GmbH, Romm ZT und RepaNet;https://www.ots.at/presseaussendung/OTS_20211014_OTS0116/ferry-dusika-stadion-erfolg-fuer-kreislaufwirtschaftliches-rueckbauprojekt;AT:K024
;Dänemark;Tscherning;—;GreenDozer ApS;unklar;Zusammenarbeit, Art unklar;Vertieften ihre Zusammenarbeit bei GreenDozer.;;—;styrket samarbejdet med GreenDozer;https://regnskaber.cvrapi.dk/34487362/amNsb3VkczovLzAzL2RkL2MxLzBjLzRlLzM1ZjUtNDdiNy1hYzYxLTU3NjA1MzRmMDQxYg.pdf;DK:K010
;Schweiz;baubüro in situ;—;RE-WIN;unklar;Zusammenarbeit, Art unklar;Unterstützten gemeinsam das RE-WIN-Netzwerk.;;—;Zusammenarbeit mit Baubüro in situ;https://re-win.ch/verein/ueber/;CH:K011
