project_id,project_name,countries,actor_id,actor_name,role_text,relationship_id,evidence_url,evidence_confidence,review_run
p_timber_square_london,Timber Square London,Vereinigtes Königreich,heyne_tillett_steel,Heyne Tillett Steel / HTS,,r_heyne_tillett_steel__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,hoare_lea,Hoare Lea,,r_hoare_lea__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,hybrid_structures,Hybrid Structures,,r_hybrid_structures__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,landsec,Landsec,,r_landsec__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,mace,Mace,,r_mace__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,opera,Opera,,r_opera__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,stora_enso,Stora Enso,,r_stora_enso__BETEILIGT_AN__p_timber_square_london,,,
p_umar_unit,UMAR Unit,Schweiz,amstein_walthert,Amstein+Walthert AG,,r_amstein_walthert__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,balzer_ingenieure,Balzer Ingenieure AG,,r_balzer_ingenieure__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,desso_tarkett,Desso / Tarkett,,r_desso_tarkett__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,ecovative,Ecovative,,r_ecovative__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,empa,Empa,,r_empa__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,lindner_se,Lindner SE,,r_lindner_se__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,magna_glaskeramik,Magna Glaskeramik,,r_magna_glaskeramik__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,nimbus,Nimbus,,r_nimbus__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,rotordc,RotorDC,,r_rotordc__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,weber_energie_bauphysik,Weber Energie+Bauphysik,,r_weber_energie_bauphysik__BETEILIGT_AN__p_umar_unit,,,
p_umar_unit,UMAR Unit,Schweiz,kaufmann_zimmerei,kaufmann zimmerei,,r_kaufmann_zimmerei__BETEILIGT_AN__p_umar_unit,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,ag_gruppen,AG Gruppen,,r_ag_gruppen__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,artelia,Artelia,,r_artelia__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,bogl,BOGL,,r_bogl__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,moe,MOE,,r_moe__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,nrep,NREP,,r_nrep__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Dänemark,gain,a:gain,,r_gain__BETEILIGT_AN__p_upcycle_studios_copenhagen,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,agwa,AgwA,,r_agwa__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,daidalos_peutz,Daidalos Peutz,,r_daidalos_peutz__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,denis_dujardin,Denis Dujardin,,r_denis_dujardin__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,evelia_macal,Evelia Macal,,r_evelia_macal__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,jzh_partners,JZH & Partners,,r_jzh_partners__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,kahle_acoustics,Kahle Acoustics,,r_kahle_acoustics__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,pouvoir_organisateur_pluriel_pop,Pouvoir Organisateur Pluriel / POP,,r_pouvoir_organisateur_pluriel_pop__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_verbiest_karreveld_brussels,Verbiest + Karreveld,Belgien,sixco,Sixco,,r_sixco__BETEILIGT_AN__p_verbiest_karreveld_brussels,,,
p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Niederlande,nico_plukkel,Nico Plukkel,,r_nico_plukkel__BETEILIGT_AN__p_villa_welpeloo_enschede,,,
p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Niederlande,private_bauherrschaft_villa_welpeloo,Private Bauherrschaft Villa Welpeloo,,r_private_bauherrschaft_villa_welpeloo__BETEILIGT_AN__p_villa_welpeloo_enschede,,,
p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Niederlande,superuse_studios_2012architecten,Superuse Studios / 2012Architecten,,r_superuse_studios_2012architecten__BETEILIGT_AN__p_villa_welpeloo_enschede,,,
p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Niederlande,tkf_twente_cable_factory,TKF / Twente cable factory,,r_tkf_twente_cable_factory__BETEILIGT_AN__p_villa_welpeloo_enschede,,,
p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,Niederlande,bewohnerinitiative_boschgaard,Bewohnerinitiative Boschgaard,,r_bewohnerinitiative_boschgaard__BETEILIGT_AN__p_woongroep_boschgaard_den_bosch,,,
p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,Niederlande,bouwbedrijf_versteegden,Bouwbedrijf Versteegden,,r_bouwbedrijf_versteegden__BETEILIGT_AN__p_woongroep_boschgaard_den_bosch,,,
p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,Niederlande,transfarmers,Transfarmers,,r_transfarmers__BETEILIGT_AN__p_woongroep_boschgaard_den_bosch,,,
p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,Niederlande,vannimwegen,VanNimwegen,,r_vannimwegen__BETEILIGT_AN__p_woongroep_boschgaard_den_bosch,,,
p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,Niederlande,zayaz,Zayaz,,r_zayaz__BETEILIGT_AN__p_woongroep_boschgaard_den_bosch,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,brudex,Brudex,,r_brudex__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,de_coninck,De Coninck,,r_de_coninck__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,erdf_feder_bruessel_hauptstadt,ERDF / FEDER Brüssel-Hauptstadt,,r_erdf_feder_bruessel_hauptstadt__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,matriciel,Matriciel,,r_matriciel__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,Rotor,Rotor,,r_Rotor__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_zinneke_feder_masui4ever_brussels,Zinneke,Belgien,zinneke_asbl,Zinneke asbl,,r_zinneke_asbl__BETEILIGT_AN__p_zinneke_feder_masui4ever_brussels,,,
p_gjg_house_gentbrugge,gjG House,Belgien,blaf_architecten,BLAF Architecten,,r_blaf_architecten__BETEILIGT_AN__p_gjg_house_gentbrugge,,,
p_gjg_house_gentbrugge,gjG House,Belgien,barbara_oelbrandt,Barbara Oelbrandt,,r_barbara_oelbrandt__BETEILIGT_AN__p_gjg_house_gentbrugge,,,
p_gjg_house_gentbrugge,gjG House,Belgien,g_build,G-build,,r_g_build__BETEILIGT_AN__p_gjg_house_gentbrugge,,,
p_gjg_house_gentbrugge,gjG House,Belgien,tecclem,Tecclem,,r_tecclem__BETEILIGT_AN__p_gjg_house_gentbrugge,,,
p_gjg_house_gentbrugge,gjG House,Belgien,vlieghe,Vlieghe,,r_vlieghe__BETEILIGT_AN__p_gjg_house_gentbrugge,,,
