eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5289,NL:I05,NL,I05,,Rijkswaterstaat,Weitergabe,Weitergabe,Direkt belegt im baulichen Reuse-Kontext: Weitergabe.,bezug,https://www.burobas.nl/project/emergis-ithaka-circulariteit-duurzaamheid-healing-environment-ontwerp,True,1,https://www.magazinesrijkswaterstaat.nl/actueel/magazines/mer-nieuws/2019/93/interview-peter-struik,Zo zijn de materialen van een gesloopt districtskantoor van RWS in Terneuzen gebruikt voor een nieuwe kinderkliniek.,Weitergabe,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:rise,SE:F02,SE,F02,,RISE (Research Institutes of Sweden),Potenzialbewertung / Datenanalyse,Potenzialbewertung | Datenanalyse,Bewertet Produktgruppen und Marktbedingungen für großmaßstäblichen Wiedereinsatz.,bezug,https://www.businessregiongoteborg.se/kunskapsbank/guider/storskalig-aterbruksmarknad-byggprodukter-som-kan-driva-omstallningen,False,1,https://www.businessregiongoteborg.se/kunskapsbank/guider/storskalig-aterbruksmarknad-byggprodukter-som-kan-driva-omstallningen,RISE Research Institutes of Sweden conducted a comprehensive analysis on behalf of Business Region Göteborg and Gothenburg City on reuse potential of building products,Potenzialbewertung | Datenanalyse,2026-08-13,,True
NEW:rodekorsbyggegenbrug,DK:N03,DK,N03,,Røde Kors Byggegenbrug,Sortierung,Sortierung,"Sortiert, lagert und verkauft gespendete oder überschüssige Baustoffe.",kern,https://viborg.rodekors.dk/byggegenbrug/,False,1,https://viborg.rodekors.dk/byggegenbrug/,Vi har åbnet et genbrugscenter i Viborg på Farvervej 23B. Formålet er dedikeret til at reducere affald og fremme bæredygtighed i byggebranchen.,Sortierung,2026-08-13,,True
NEW:H:romseyreclamation,GB:M18,GB,M18,,Romsey Reclamation,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.romseyreclamation.com/,False,1,https://www.romseyreclamation.com/,We are major importers of quality reclaimed railway sleepers.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:roofslatescom,GB:M19,GB,M19,,Roofslates.com,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://roofslates.com/,False,1,https://roofslates.com/,quality reclaimed roof slates,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:roskildekommune,DE:I06,DE,I06,,Roskilde Kommune,Gebäudeeigentum / Reuse-Strategie,Gebäudeeigentum | Reuse-Strategie,Behandelt den kommunalen Gebäudebestand als Materialbank für Wiederverwendung.,kern,https://www.roskilde.dk/da-dk/om-kommunen/kommunen-i-udvikling/vi-udvikler-byerne-og-landdistrikterne/byggeri-og-renovering-i-kommunen/baeredygtigt-byggeri/,False,1,https://www.roskilde.dk/da-dk/om-kommunen/kommunen-i-udvikling/vi-udvikler-byerne-og-landdistrikterne/byggeri-og-renovering-i-kommunen/baeredygtigt-byggeri/,Vi anskuer vores bygningsmasse som en materialebank,Gebäudeeigentum | Reuse-Strategie,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5285,NL:U46,NL,U46,,Rothuizen Architecten / Taco Tuinhof,Architektur,Architektur,Direkt belegt im baulichen Reuse-Kontext: Architektur.,kern,https://rothuizen-architecten.nl/,False,1,https://rothuizen-architecten.nl/,Wij geloven dat architecten een cruciale bijdrage kunnen leveren aan het wereldwijde duurzaamheidsvraagstuk. Dit doen we door hergebruik van materialen,Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6531,BE:N07,BE,N07,,Rotor,Reuse-Beratung,Reuse-Beratung,"Berät Planungsteams, prüft Bestände und plant die Integration gebrauchter Bauteile.",kern,https://opalis.eu/en/about,False,1,https://opalis.eu/en/about,"Rotor is an association active since 2005 in the field of reuse of building elements, through research, interior projects with reclaimed materials, and various collaborations with architects, contractors and building owners.",Reuse-Beratung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6532,BE:M35,BE,M35,,RotorDC,Bauteilhandel,Bauteilhandel,"Demontiert, reinigt und verkauft wiederverwendbare Bauteile und Ausbauprodukte.",kern,https://rotordc.com/,False,1,https://rotordc.com/,"We are a Brussels-based cooperative that has been active since 2016 in the dismantling, processing and sale of reusable building materials and finishing elements",Bauteilhandel,2026-08-13,,True
NEW:H:sagrousedproductshop,NL:M15,NL,M15,,Sagro used product shop ('s-Heerenhoek),Bauteilhandel,Bauteilhandel,Verkauft gebrauchte Materialien und Produkte aus eigenen Rückbauprojekten online.,kern,https://www.soutlet.nl/over-ons,False,1,https://www.soutlet.nl/over-ons,In onze webshop vindt u een divers aanbod aan tweedehands materialen en producten o.a. afkomst uit onze (sloop)projecten,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:sailopurustasailoonjakiertoon,FI:G02,FI,G02,,SÄILÖ: Purusta säilöön ja kiertoon,Methodenentwicklung,Methodenentwicklung,Entwickelt ein Modell für die Wiederverwendung intakt demontierter Bauteile.,kern,https://ekokumppanit.fi/hankkeet/sailo/,False,1,https://ekokumppanit.fi/hankkeet/sailo/,SÄILÖ-hankkeen tavoitteena on kehittää toimintamalli ehjänä purettujen rakennusosien uudelleenkäyttöön.,Methodenentwicklung,2026-08-13,,True
NEW:H:saintemilionmateriaux,FR:M64,FR,M64,,Saint Emilion Matériaux,Bauteilhandel,Bauteilhandel,"Berät, schneidet und verkauft historische Steinbauteile für Bauprojekte.",kern,https://pierredetaille-gironde.fr/,False,1,https://pierredetaille-gironde.fr/,Matériaux anciens | Vente directe en Gironde | Saint-Emilion Matériaux,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:735,GB:N06,GB,N06,,Salvo Ltd,Vermittlungsplattform,Vermittlungsplattform,Direkt belegt im baulichen Reuse-Kontext: Vermittlungsplattform.,kern,https://www.salvoweb.com/,False,1,https://www.salvoweb.com/,The Architectural Salvage & Reclaimed Materials Marketplace,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39541,GB:M20,GB,M20,,SalvoWEB,Vermittlungsplattform,Vermittlungsplattform,Direkt belegt im baulichen Reuse-Kontext: Vermittlungsplattform.,kern,https://www.salvoweb.com/,False,1,https://www.salvoweb.com/,The Architectural Salvage & Reclaimed Materials Marketplace,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39542,CH:S05,CH,S05,,Salza,Vermittlungsplattform,Vermittlungsplattform,Vermittelt gebrauchte Bauteile über eine Plattform zwischen Anbietenden und Käufern.,kern,https://salza.ch/bauteil-plattform,False,1,https://salza.ch/bauteil-plattform,Die Salza Bauteil-Plattform macht Wiederverwendung einfach zugänglich und unkompliziert.,Vermittlungsplattform,2026-08-13,,True
NEW:sanderumotterupmurerforretning,DK:U30,DK,U30,,Sanderum-Otterup Murerforretning,Sortierung,Sortierung,"Sortiert, lagert und verkauft gebrauchte Qualitätsfliesen.",kern,https://fliser-tagsten.dk/brugte-fliser-2l/,False,1,https://fliser-tagsten.dk/brugte-fliser-2l/,Vi tilbyder også et stort udvalg af brugte fliser med et stort lager af brugte kvalitetsfliser.,Sortierung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5349,NO:U11,NO,U11,,Scenario Interiørarkitekter,Innenarchitektur / Reuse-Planung,Innenarchitektur | Reuse-Planung,Plant das Interieur von KA13 weitgehend mit vorhandenen und geborgenen Materialien.,bezug,https://www.scenario.no/prosjekter/ka13-tullinlokka,False,1,https://www.scenario.no/prosjekter/ka13-tullinlokka,Scenario hatte die Verantwortung für das Interieur; Baustoffe und Inventar sind so weit wie möglich wiederverwendet.,Innenarchitektur | Reuse-Planung,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5389,CH:U36,CH,U36,,Schmidiger + Rosasco AG,Gebäudetechnikplanung,Gebäudetechnikplanung,Plant die Elektrotechnik im Reuse-Umbau des Kindergartens Mööslistrasse.,bezug,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,False,1,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,"Elektroplanung (Electrical Planning): Schmidiger + Rosasco AG, Zürich",Gebäudetechnikplanung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5205,DE:U41,DE,U41,,Seidl + Seidl Architekten,Architektur,Architektur,Plant ein Haus aus wiederverwendeten Betonfertigteilen.,bezug,https://www.seidlarchitekten.de/haus-hos-muehlhausen/,False,1,https://www.seidlarchitekten.de/haus-hos-muehlhausen/,haus hos muehlhausen – Seidl+Seidl Architekten,Architektur,2026-08-13,,True
NEW:H:stockholmsstad,SE:I02,SE,I02,,Serviceförvaltningen und Miljöförvaltningen / Stockholms stad,Weiterbildung,Weiterbildung,Direkt belegt im baulichen Reuse-Kontext: Weiterbildung.,kern,https://start.stockholm/om-stockholms-stad/sa-arbetar-staden/aterbruk/,False,1,https://start.stockholm/om-stockholms-stad/sa-arbetar-staden/aterbruk/,"Genom vägledning, utbildning och kunskapsdelning skapas förutsättningar för ett effektivt återbruk.",Weiterbildung,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:simpleworks,GB:U52,GB,U52,,Simple Works,Wissensvermittlung,Wissensvermittlung,Direkt belegt im baulichen Reuse-Kontext: Wissensvermittlung.,bezug,https://www.simple-works.co.uk/latest/reclaimed,False,1,https://www.simple-works.co.uk/latest/reclaimed,Reclaimed asks what happens when structural leftovers meet artistic intent,Wissensvermittlung,2026-08-13,,True
NEW:sirken,NO:S04,NO,S04,,Sirken,Bauteilhandel,Bauteilhandel,Betreibt einen Marktplatz für gebrauchte Baustoffe.,kern,https://sirken.no/,False,1,https://sirken.no/,Norges markedsplass for sirkulære byggematerialer. Kjøp brukte byggevarer og bidra til en grønnere fremtid.,Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
NEW:sirkulaerressurssentral,NO:M07,NO,M07,,Sirkulær Ressurssentral,Methodenentwicklung / Wissenstransfer / Netzwerkkoordination,Methodenentwicklung | Wissenstransfer | Netzwerkkoordination,Entwickelt Reuse-Strukturen und leitet eine nationale Wissensarena für Bauprodukte.,kern,https://www.ressurssentral.no/,False,1,https://www.ressurssentral.no/,Aktiv utvikler ... Nasjonal kunnskapsarena for ombruk ledes av Sirkulær Ressurssentral.,Methodenentwicklung | Wissenstransfer | Netzwerkkoordination,2026-08-13,,True
NEW:H:sitowise,FI:U20,FI,U20,,Sitowise,Methodenentwicklung / Angewandte Forschung,Methodenentwicklung | Angewandte Forschung,Erarbeitet Prüf- und Bewertungsgrundlagen für wiederverwendete Bauteile.,bezug,https://www.ttl.fi/tutkimus/hankkeet/uudelleenkaytettavien-rakennusosien-kayton-edistaminen-talonrakentamisessa-uuraket,True,1,https://www.rts.fi/uuraket-hankkeen-loppuraportti/,"UURAKET-hanketta toteutettiin Rakennustietosäätiön vetämänä monialaisena yhteistyönä Aalto-yliopiston, AFRY Finland Oy:n, A-insinöörit Oy:n, Eurofins Expert Services Oy:n, IdeaStructura Oy:n, Sitowise Oy:n, Työterveyslaitoksen ja Ytekki Oy:n kanssa.",Methodenentwicklung | Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5078,FI:U21,FI,U21,,Skanska Finland,Bauausführung / Wiedereinbau,Bauausführung | Wiedereinbau,Montierte gebrauchte Betonhohldielen im realisierten finnischen ReCreate-Pilot.,bezug,https://recreate-project.eu/tag/city-of-tampere/,False,1,https://recreate-project.eu/tag/city-of-tampere/,Assembly of the reused elements was easy. It did not differ from using virgin elements.,Bauausführung | Wiedereinbau,2026-08-13,Bauteile und Baumaterialien,True
NEW:skavenedbrydning,DK:U31,DK,U31,,Skave Nedbrydning,Transport,Transport,"Liefert und verkauft Fenster, Türen, Holz und Metall aus Rückbauten.",kern,https://www.dba.dk/shop/skave-nedbrydning,False,1,https://www.dba.dk/shop/skave-nedbrydning,"Vi sælger vinduer, døre, tømmer, jern og andet muligt forekommende fra nedbrydninger.",Transport,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39543,FR:M67,FR,M67,,Skop Marketplace,Vermittlungsplattform,Vermittlungsplattform,Bündelt Angebote gebrauchter Bauteile und verbindet Fachkäufer mit Verkäufern.,kern,https://marketplace.skop.app/,False,1,https://marketplace.skop.app/,La marketplace de matériaux de réemploi pour les professionnels du BTP,Vermittlungsplattform,2026-08-13,,True
NEW:H:snellen,NL:M16,NL,M16,,Snellen (Rijsbergen),Bergung / Bauteilhandel,Bergung | Bauteilhandel,Birgt Bauteile aus Rückbauprojekten und verkauft sie online und im Showroom.,kern,https://www.tweedehandsmaterialen.nl/producten/,False,1,https://www.tweedehandsmaterialen.nl/producten/,Al onze materialen komen rechtstreeks vanuit de sloopwerkzaamheden van Gebroeders Snellen BV.,Bergung | Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5654,FR:U14,FR,U14,,SOCOTEC,Technische Prüfung,Technische Prüfung,Prüft Risiken und technische Zulässigkeit wiederverwendeter Bauteile.,bezug,https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/,False,1,https://www.socotec.fr/media/client-projects/reemploi-materiaux-novaedia,Les experts SOCOTEC ont accompagné le projet dans la prévention des aléas et des risques.,Technische Prüfung,2026-08-13,,True
NEW:soekijad,NL:M17,NL,M17,,Soekijad,Bauteilhandel,Bauteilhandel,"Kauft und verkauft alte Dachziegel, Mauersteine und weitere Bauteile.",kern,https://www.soekijad.nl/producten/oude-bouwmaterialen/,False,1,https://www.soekijad.nl/producten/oude-bouwmaterialen/,"Neem een kijkje in ons ruime aanbod oude bouwmaterialen, van oude dakpannen tot oude metselstenen.",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:soprema,FR:U15,FR,U15,,Soprema,Ausschreibung und Vergabe,Ausschreibung und Vergabe,Erstellt Leistungsvorgaben für den Wiedereinsatz von Fassaden- und Dachelementen.,kern,https://www.soprema-entreprises.fr/gestion-durable-dechets-btp-recyclage-reemploi/,False,1,https://www.soprema-entreprises.fr/gestion-durable-dechets-btp-recyclage-reemploi/,"SOPREMA Entreprises se mobilise également, notamment à travers la rédaction de cahiers des charges dédiés à certains matériaux (bardages, gravillons, éléments de toiture).",Ausschreibung und Vergabe,2026-08-13,,True
NEW:H:spolia,FI:M03,FI,M03,,Spolia,Reuse-Planung / Rückbauplanung / Zulassung und Normenkonformität,Reuse-Planung | Rückbauplanung | Zulassung und Normenkonformität,Plant Rückbau und Reuse und qualifiziert Bauteile für neue Einsatzorte.,kern,https://www.spolia.fi/,False,1,https://www.spolia.fi/,"Spolia Design Oy on purettujen materiaalien uudelleen käyttöön erikoistunut asiantuntija-organisaatio, joka suunnittelee cleantech-rakennushankkeita.",Reuse-Planung | Rückbauplanung | Zulassung und Normenkonformität,2026-08-13,,True
NEW:H:stadsmijn,NL:M18,NL,M18,,Stadsmijn (Achterhoek),Fertigung mit Reuse-Material,Fertigung mit Reuse-Material,Direkt belegt im baulichen Reuse-Kontext: Fertigung mit Reuse-Material.,kern,https://www.stadsmijnachterhoek.nl/,False,1,https://www.stadsmijnachterhoek.nl/,Geoogste materialen worden bewerkt en verwerkt tot nieuwe producten voor de bouw.,Fertigung mit Reuse-Material,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:923,BE:I06,BE,I06,,Stadt Kassel,Fördermittelvergabe,Fördermittelvergabe,Fördert eine Plattform für den Kauf und Verkauf wiederverwendbarer Baustoffe.,bezug,https://baumab-kassel.de/impressum/,False,1,https://baumab-kassel.de/impressum/,Gefördert durch: Stadt Kassel,Fördermittelvergabe,2026-08-13,,True
NEW:H:staedion,NL:N02,NL,N02,,Staedion,Materialpass,Materialpass,Direkt belegt im baulichen Reuse-Kontext: Materialpass.,bezug,https://www.staedion.nl/over-staedion/persberichten/staedion-start-met-paspoort-voor-bouwmaterialen-van-madaster-0,False,1,https://www.staedion.nl/over-staedion/persberichten/staedion-start-met-paspoort-voor-bouwmaterialen-van-madaster-0,Na een uitgebreide proef gaat Staedion het paspoort gebruiken bij nieuwbouw en wooncomplexen waar zij gaat renoveren.,Materialpass,2026-08-13,,True
NEW:H:staxreclamation,GB:M21,GB,M21,,Stax Reclamation,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://staxreclamation.com/,False,1,https://staxreclamation.com/,"We've been amassing a huge depth of stock in our yard since 1995, whether you're looking for new or reclaimed building materials to start a new project",Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:steelalive,FR:M69,FR,M69,,Steel Alive,Vermittlungsplattform,Vermittlungsplattform,Vermittelt gebrauchte Stahlbauteile über eine spezialisierte Onlineplattform.,kern,https://steelalive.co/produit/,False,1,https://steelalive.co/produit/,SteelAlive - LA marketplace de l'acier de réemploi,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5325,CH:O02,CH,O02,,Stiftung Abendrot / Vorsorgestiftung Abendrot,Bauherrschaft,Bauherrschaft,Beauftragte K.118 mit Bestandserhalt und Bauteilen aus Rückbauprojekten.,bezug,https://zirkular.net/en/project/building-k-118/,False,1,https://zirkular.net/en/project/building-k-118/,Client: Stiftung Abendrot,Bauherrschaft,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:36966,CH:M15,CH,M15,,Stiftung Chance BauTeile Zürich / Glattbrugg,Demontage,Demontage,Demontiert Bauteile und Baumaterial ausdrücklich für ihre Wiederverwendung.,kern,https://www.chance.ch/dienstleistungen/bauteile,False,1,https://www.chance.ch/dienstleistungen/bauteile,Wir demontieren ... Bauteile und Baumaterial für die Wiederverwendung.,Demontage,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6052,CH:X03,CH,X03,,Stiftung Habitat,Gebäudeeigentum,Gebäudeeigentum,Nutzt in einem eigenen Wohnhaus gebrauchte Bauteile und Küchen weiter.,bezug,https://www.stiftung-habitat.ch/sh/liegenschaften/haeuser-und-projekte/wohnhaus-weinlagerstrasse-33.html,False,1,https://www.stiftung-habitat.ch/sh/liegenschaften/haeuser-und-projekte/wohnhaus-weinlagerstrasse-33.html,Auch gut erhaltene gebrauchte Bauteile oder Einrichtungselemente wie Küchen erleben hier eine Wiedergeburt.,Gebäudeeigentum,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5556,NL:U48,NL,U48,,Stiho,Bauteilhandel,Bauteilhandel,"Verkauft gebrauchte Fenster, Beschläge und Holzprodukte als Urban-Mining-Materialien.",kern,https://www.stiho.nl/duurzaamheid/circulair,False,1,https://www.stiho.nl/duurzaamheid/circulair,Stiho verkoopt materialen uit slooppanden onder het label Urban Mining.,Bauteilhandel,2026-08-13,,True
NEW:H:strangbetong,SE:U19,SE,U19,,Strängbetong,Weitergabe,Weitergabe,Direkt belegt im baulichen Reuse-Kontext: Weitergabe.,bezug,https://www.mynewsdesk.com/se/helsingborgshem/pressreleases/aaterbruk-av-prefabricerade-betongelement-i-nya-byggnader-stort-internationellt-projekt-ska-utveckla-nya-loesningar-3102159,True,1,https://recreate-project.eu/project-pilots/sweden/,reclaimed hollow core slabs from Strängbetong’s factory (so-called factory rejects).,Weitergabe,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6437,CH:F08,CH,F08,,Structural Xploration Lab (SXL) / EPFL,Technologieentwicklung / Pilotierung / Angewandte Forschung,Technologieentwicklung | Pilotierung | Angewandte Forschung,Entwickelt und erprobt zerlegbare Tragwerksysteme für wiederholte Nutzung.,kern,https://www.epfl.ch/labs/sxl/,False,2,https://www.epfl.ch/labs/sxl/ | https://epfl.ch/labs/sxl/index-html/research/ready-for-reuse,"we are paving the way for the upcycling reuse of load-bearing components in buildings, hence contributing to the adoption of a circular economy by the construction industry | we are paving the way for the upcycling reuse of load-bearing components in buildings",Angewandte Forschung | Lehre | Technologieentwicklung | Pilotierung | Angewandte Forschung,2026-08-13 | 2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5174,GB:X02,GB,X02,,"Studierende, Schulkinder und Freiwillige",Bauausführung,Bauausführung,Baut das Waste House aus gebrauchten und überschüssigen Materialien mit.,bezug,https://www.brighton.ac.uk/mrm/building-the-future/index.aspx,False,1,https://www.brighton.ac.uk/mrm/building-the-future/index.aspx,70 students worked on the Waste House in their workshops and over 250 students helped in total,Bauausführung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5248,GB:U55,GB,U55,,Studio PDP,Reuse-Planung,Reuse-Planung,Direkt belegt im baulichen Reuse-Kontext: Reuse-Planung.,bezug,https://studiopdp.com/3033-sloane-street,False,1,https://studiopdp.com/3033-sloane-street,"Circular economy: reducing the need for further major refurbishment, internal layout flexibility, facade retained, re-use of existing fabric and reducing new materials.",Reuse-Planung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6346,CH:U38,CH,U38,,Studio Trachsler Hoffmann,Architektur / Reuse-Planung,Architektur | Reuse-Planung,Plant den Bestandserhalt und den Einsatz wiederverwendeter Stahlbauteile.,bezug,https://zirkular.net/de/projekt/schaerenmoosstrasse/,False,1,https://zirkular.net/de/projekt/schaerenmoosstrasse/,Nach dem Wettbewerbsgewinn wurde Zirkular mit in das Projektteam geholt.,Architektur | Reuse-Planung,2026-08-13,,True
NEW:H:sundahus,BE:S03,BE,S03,,Sundahus,Bestandsdatenmanagement,Bestandsdatenmanagement,Dokumentiert Bauprodukte über die Zeit und unterstützt ihre spätere Wiederverwendung.,bezug,https://sundahus.se/byggprojekt/fastighetsagare/,False,1,https://sundahus.se/byggprojekt/fastighetsagare/,underlätta organisationers egna ambitioner om cirkularitet och återbruk,Bestandsdatenmanagement,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5901,NL:U51,NL,U51,,Superuse Studios / 2012Architecten,Architektur,Architektur,Direkt belegt im baulichen Reuse-Kontext: Architektur.,bezug,https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes,False,1,https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes,Villa Welpeloo is a house and art studio designed and constructed in 2005 by Superuse Studios.,Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:924,DE:S02,DE,S02,,SURAP GmbH,Umweltbewertung / Softwareentwicklung,Umweltbewertung | Softwareentwicklung,Liefert LCA-Daten und Software-Schnittstellen für Bauteilbörsen und Reuse-Plattformen.,kern,https://www.surap.de/,False,1,https://www.surap.de/service/,Ökobilanzdaten direkt in Ihre Bauteilbörse integrieren – für ReUse-Plattformen via API.,Umweltbewertung | Softwareentwicklung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5738,NL:F04,NL,F04,,SURD Research Centre / Zuyd,Methodenentwicklung / Angewandte Forschung,Methodenentwicklung | Angewandte Forschung,Entwickelt und erprobt Methoden für Wiederverwendung und zirkuläre Bautechnologien.,kern,https://surd.nl/,False,1,https://surd.nl/,Circular Building Technologies – ontwikkelen wij nieuwe kennis en oplossingen.,Methodenentwicklung | Angewandte Forschung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39544,GB:M22,GB,M22,,Surplus Building & Plumbing Materials,Vermittlungsplattform,Vermittlungsplattform,Vermittelt überschüssige und gebrauchte Bau- und Installationsmaterialien.,kern,https://surplusbuildingsupplies.co.uk/,False,1,https://surplusbuildingsupplies.co.uk/,The Marketplace for Surplus Building & Plumbing Materials,Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39545,GB:S02,GB,S02,,Sustainability Yard,Vermittlungsplattform,Vermittlungsplattform,Vermittelt überschüssige Baustoffe zum Verkauf oder zur kostenlosen Weitergabe.,bezug,https://ukgbc.org/resources/marketplace-for-reusable-building-materials/,False,1,https://ukgbc.org/resources/marketplace-for-reusable-building-materials/,"A marketplace platform for anyone in the construction industry to buy, sell or give away their excess (reusable) building materials.",Vermittlungsplattform,2026-08-13,,True
NEW:H:svenskbetong,SE:N02,SE,N02,,Svensk Betong,Wissensvermittlung,Wissensvermittlung,Vermittelt Fachwissen zum Wiedereinsatz vorgefertigter Betonbauteile.,kern,https://www.svenskbetong.se/om-betong/fakta-egenskaper/atervinning-aterbruk,False,1,https://www.svenskbetong.se/om-betong/fakta-egenskaper/atervinning-aterbruk,"Återbruk av betongprodukter, som prefabricerade element och marksten är också möjligt och görs i viss omfattning idag.",Wissensvermittlung,2026-08-13,,True
NEW:sydhavngenbrugscenter,DK:M18,DK,M18,,Sydhavn Genbrugscenter,Weitergabe,Weitergabe,"Gibt eingereichte Möbel, Leuchten und Baustoffe weiter und vermittelt Wissen.",kern,https://affald.kk.dk/genbrug/sydhavn-genbrugscenter,False,1,https://affald.kk.dk/genbrug/sydhavn-genbrugscenter,"Alle vores møbler, lamper, byggematerialer m.m. er genstande, som er blevet indleveret af borgerne",Weitergabe,2026-08-13,,True
NEW:H:synethic,FR:U16,FR,U16,,Synéthic,Reuse-Beratung / Beschaffungsplanung,Reuse-Beratung | Beschaffungsplanung,Berät Bauherrschaften und entwickelt reuse-taugliche Beschaffungsprozesse.,kern,https://www.synethic.fr/,False,1,https://metropole.toulouse.fr/sites/toulouse-fr/files/2023-01/waste2build_charte_economie_circulaire_btp.pdf,SYNETHIC propose un format unique de diagnostic partagé par les équipes de maîtrise d'oeuvre.,Reuse-Beratung | Beschaffungsplanung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34839,CH:U39,CH,U39,,Syphon AG Bauteilbörse Biel-Brügg,Bauteilinventarisierung / Demontage / Bauteilhandel,Bauteilinventarisierung | Demontage | Bauteilhandel,"Inventarisiert, demontiert und verkauft Bauteile für ihren Wiedereinsatz.",kern,https://www.syphon.ch/,False,1,https://www.syphon.ch/,"Wir sind spezialisiert auf die Beurteilung, die Erfassung, den Ausbau, die Aufbereitung und den Verkauf von wiederverwendbaren Materialen und Bauteilen.",Bauteilinventarisierung | Demontage | Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
NEW:tampereenkaupunki,FI:I05,FI,I05,,Tampereen kaupunki (City of Tampere),Regulierung / Genehmigung und Aufsicht,Regulierung | Genehmigung und Aufsicht,Entwickelt Regeln und Genehmigungspraxis für wiederverwendete Bauprodukte.,bezug,https://recreate-project.eu/tag/precast-concrete,False,1,https://recreate-project.eu/tag/city-of-tampere/,City authorities develop practices and policies for product approval of reused building components.,Regulierung | Genehmigung und Aufsicht,2026-08-13,,True
