"source","source_entity","source_id","relation","target","target_entity","target_id","field","raw_label","confidence","resolution_rule","legacy_path","original_source","original_relation","original_target","edge_cleaning"
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","reuse_einsatz","Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_bauweise","bauweise/Stahlbauweise","bauweise","Stahlbauweise","REUSE_EINSATZ:combined_structure_labels","Stahlträger / Stahlrahmen | Stahl | Maschinentragstruktur / textile Produktion | Tragende Konstruktion der Villa | Tragfähigkeit Wohnhaus | Materialnachweis/Verantwortung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_bauweise","bauweise/Stahlbauweise","added_gap_50o"
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","reuse_einsatz","Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_bausystem","bausystem/Stahl_Skelettbau","bausystem","Stahl_Skelettbau","REUSE_EINSATZ:combined_structure_labels","Stahlträger / Stahlrahmen | Stahl | Maschinentragstruktur / textile Produktion | Tragende Konstruktion der Villa | Tragfähigkeit Wohnhaus | Materialnachweis/Verantwortung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_bausystem","bausystem/Stahl_Skelettbau","added_gap_50o"
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","reuse_einsatz","Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","REUSE_EINSATZ:combined_structure_labels","Stahlträger / Stahlrahmen | Stahl | Maschinentragstruktur / textile Produktion | Tragende Konstruktion der Villa | Tragfähigkeit Wohnhaus | Materialnachweis/Verantwortung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_bauweise","bauweise/Holzbauweise","bauweise","Holzbauweise","REUSE_EINSATZ:combined_structure_labels","Dachspanten / Kniespanten | Brettschichtholz / Holz | Dach-/Überdachungstragwerk | Dachaufbau / Dachform Boschgaard | Tragfähigkeit, Dauerhaftigkeit, Holzschutz | Geometrie passte erst nach Planungsabgleich; Lagerung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__001__Dachspanten_Kniespanten","has_bauweise","bauweise/Holzbauweise","added_gap_50o"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_bauweise","bauweise/Holzbauweise","bauweise","Holzbauweise","REUSE_EINSATZ:combined_structure_labels","HSB-Holz / Balken | Holz | Trag-/Ausbauholz | HSB-Wände/-Decken, Balken, Ausbau | Tragfähigkeit, Schallschutz, Holzschutz | Boktor-Risiko, Schalllecks","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_bauweise","bauweise/Holzbauweise","added_gap_50o"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_bausystem","bausystem/Holzrahmenbau","bausystem","Holzrahmenbau","REUSE_EINSATZ:combined_structure_labels","HSB-Holz / Balken | Holz | Trag-/Ausbauholz | HSB-Wände/-Decken, Balken, Ausbau | Tragfähigkeit, Schallschutz, Holzschutz | Boktor-Risiko, Schalllecks","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_bausystem","bausystem/Holzrahmenbau","added_gap_50o"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","reuse_einsatz","Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_tragwerksprinzip","tragwerksprinzip/Wandtragwerk","tragwerksprinzip","Wandtragwerk","REUSE_EINSATZ:combined_structure_labels","HSB-Holz / Balken | Holz | Trag-/Ausbauholz | HSB-Wände/-Decken, Balken, Ausbau | Tragfähigkeit, Schallschutz, Holzschutz | Boktor-Risiko, Schalllecks","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__003__HSB_Holz_Balken","has_tragwerksprinzip","tragwerksprinzip/Wandtragwerk","added_gap_50o"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_bauweise","bauweise/Stahlbauweise","bauweise","Stahlbauweise","REUSE_EINSATZ:combined_structure_labels","Stahlträger | Stahl | Trag-/Stahlprofil | Sturz für neue Öffnungen | Tragfähigkeit | Nachweis / Passung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_bauweise","bauweise/Stahlbauweise","added_gap_50o"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_bausystem","bausystem/Stahl_Skelettbau","bausystem","Stahl_Skelettbau","REUSE_EINSATZ:combined_structure_labels","Stahlträger | Stahl | Trag-/Stahlprofil | Sturz für neue Öffnungen | Tragfähigkeit | Nachweis / Passung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_bausystem","bausystem/Stahl_Skelettbau","added_gap_50o"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","REUSE_EINSATZ:combined_structure_labels","Stahlträger | Stahl | Trag-/Stahlprofil | Sturz für neue Öffnungen | Tragfähigkeit | Nachweis / Passung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__001__Stahltr_ger","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","reuse_einsatz","Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","has_bauweise","bauweise/Stahlbauweise","bauweise","Stahlbauweise","REUSE_EINSATZ:combined_structure_labels","Stahl-Treppen | Stahl | Erschließung | Erschließung | Verkehrslasten, Brandschutz, Geländer | Geometrie / Zulassung","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","has_bauweise","bauweise/Stahlbauweise","added_gap_50o"
"reuse_einsatz/gjG_House_Gentbrugge__001__gekr_mmte_Au_enwand_Schale","reuse_einsatz","gjG_House_Gentbrugge__001__gekr_mmte_Au_enwand_Schale","has_bauweise","bauweise/Massivbauweise","bauweise","Massivbauweise","REUSE_EINSATZ:combined_structure_labels","gekrümmte Außenwand / Schale | wiederverwendete Ziegel | strukturell autonome Hülle; Dachauflager | Stabilität, Dachauflager, Akustik, Witterung | Altziegelqualität, Formgenauigkeit","rule_medium","label_50o_has_konstruktion_component_label","","reuse_einsatz/gjG_House_Gentbrugge__001__gekr_mmte_Au_enwand_Schale","has_bauweise","bauweise/Massivbauweise","added_gap_50o"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","ENTITAETEN-MAPPING:Konstruktion","Modern pole barn / post-frame, Rohrtragwerk | Tragwerkslogik | verschweißte Rohrstruktur","rule_high","table_50o_has_konstruktion_case_structure","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","ENTITAETEN-MAPPING:Konstruktion","Modern pole barn / post-frame, Rohrtragwerk | Tragwerkslogik | verschweißte Rohrstruktur","rule_high","table_50o_has_konstruktion_case_structure","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","reuse_einsatz","Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","ENTITAETEN-MAPPING:Konstruktion","Modern pole barn / post-frame, Rohrtragwerk | Tragwerkslogik | verschweißte Rohrstruktur","rule_high","table_50o_has_konstruktion_case_structure","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","reuse_einsatz","Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","tragwerksprinzip","Skeletttragwerk","TECHNIK, LEISTUNG, NORMEN","Tragwerkssystem | große Holzträger aus ehemaliger Sporthalle strukturieren neue Räume | Tragfähigkeit, Brandschutz, Dauerhaftigkeit | konkrete Normen unbekannt | öffentlich unbekannt | Alt-Holz in Kita-Neubau | frühe Materialkartierung und Planung | [S1]","rule_low","table_50o_has_konstruktion_case_structure","Gebäude\Svanen_Kindergarten_Gladsaxe.md","reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_tragwerksprinzip","tragwerksprinzip/Skeletttragwerk","added_gap_50o"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","reuse_einsatz","55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilebene","bauteilebene/System","bauteilebene","System","REUSE_EINSATZ:component_scale","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilebene","bauteilebene/System","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","reuse_einsatz","55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilzustand","bauteilzustand/Geprueft","bauteilzustand","Geprueft","REUSE_EINSATZ:component_condition","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilzustand","bauteilzustand/Geprueft","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","reuse_einsatz","55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","funktionswechsel","Gleiche_Funktion","REUSE_EINSATZ:old_new_function","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_high","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","reuse_einsatz","55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","funktionswechsel","Konstruktive_Funktion","REUSE_EINSATZ:old_new_function","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","reuse_einsatz","55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilebene","bauteilebene/System","bauteilebene","System","REUSE_EINSATZ:component_scale","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilebene","bauteilebene/System","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","reuse_einsatz","55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilzustand","bauteilzustand/Geprueft","bauteilzustand","Geprueft","REUSE_EINSATZ:component_condition","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilzustand","bauteilzustand/Geprueft","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","reuse_einsatz","55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","funktionswechsel","Gleiche_Funktion","REUSE_EINSATZ:old_new_function","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_high","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","reuse_einsatz","55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","funktionswechsel","Konstruktive_Funktion","REUSE_EINSATZ:old_new_function","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","reuse_einsatz","55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilebene","bauteilebene/Materialcharge","bauteilebene","Materialcharge","REUSE_EINSATZ:component_scale","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_high","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilebene","bauteilebene/Materialcharge","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","reuse_einsatz","55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilzustand","bauteilzustand/Geprueft","bauteilzustand","Geprueft","REUSE_EINSATZ:component_condition","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilzustand","bauteilzustand/Geprueft","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","reuse_einsatz","55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_funktionswechsel","funktionswechsel/Neue_Funktion","funktionswechsel","Neue_Funktion","REUSE_EINSATZ:old_new_function","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_funktionswechsel","funktionswechsel/Neue_Funktion","added_gap_50p"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","reuse_einsatz","55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","funktionswechsel","Konstruktive_Funktion","REUSE_EINSATZ:old_new_function","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","reuse_einsatz","AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_bauteilebene","bauteilebene/Bauteilgruppe","bauteilebene","Bauteilgruppe","REUSE_EINSATZ:component_scale","Glastrennwände und Türen | Glas, Metallprofile | Behrensbau, Düsseldorf, über Concular | Büro-/Gebäudetrennwände | Trennwände und Türen im AWM-Office | 4,39 t CO₂ durch Wiederverwendung eingespart; Stückzahl unbekannt | nein | nein | Rückgewinnung, Transport, Montage | Brandschutz/Schallschutz/Sicherheit | Passung, Transport, Glaszustand","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_bauteilebene","bauteilebene/Bauteilgruppe","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","reuse_einsatz","AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","funktionswechsel","Gleiche_Funktion","REUSE_EINSATZ:old_new_function","Glastrennwände und Türen | Glas, Metallprofile | Behrensbau, Düsseldorf, über Concular | Büro-/Gebäudetrennwände | Trennwände und Türen im AWM-Office | 4,39 t CO₂ durch Wiederverwendung eingespart; Stückzahl unbekannt | nein | nein | Rückgewinnung, Transport, Montage | Brandschutz/Schallschutz/Sicherheit | Passung, Transport, Glaszustand","rule_high","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","reuse_einsatz","AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","funktionswechsel","Konstruktive_Funktion","REUSE_EINSATZ:old_new_function","Glastrennwände und Türen | Glas, Metallprofile | Behrensbau, Düsseldorf, über Concular | Büro-/Gebäudetrennwände | Trennwände und Türen im AWM-Office | 4,39 t CO₂ durch Wiederverwendung eingespart; Stückzahl unbekannt | nein | nein | Rückgewinnung, Transport, Montage | Brandschutz/Schallschutz/Sicherheit | Passung, Transport, Glaszustand","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","reuse_einsatz","AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_bauteilebene","bauteilebene/Bauteilgruppe","bauteilebene","Bauteilgruppe","REUSE_EINSATZ:component_scale","WC-Trennwände | Behrensbau, Düsseldorf | Sanitärtrennwände | WC-Trennwände | nein | nein | Rückgewinnung, Montage | Hygiene, Feuchte, Stabilität | Zustand/Passung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_bauteilebene","bauteilebene/Bauteilgruppe","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","reuse_einsatz","AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","funktionswechsel","Gleiche_Funktion","REUSE_EINSATZ:old_new_function","WC-Trennwände | Behrensbau, Düsseldorf | Sanitärtrennwände | WC-Trennwände | nein | nein | Rückgewinnung, Montage | Hygiene, Feuchte, Stabilität | Zustand/Passung","rule_high","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","reuse_einsatz","AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Technische_Funktion","funktionswechsel","Technische_Funktion","REUSE_EINSATZ:old_new_function","WC-Trennwände | Behrensbau, Düsseldorf | Sanitärtrennwände | WC-Trennwände | nein | nein | Rückgewinnung, Montage | Hygiene, Feuchte, Stabilität | Zustand/Passung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Technische_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","reuse_einsatz","AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","funktionswechsel","Konstruktive_Funktion","REUSE_EINSATZ:old_new_function","WC-Trennwände | Behrensbau, Düsseldorf | Sanitärtrennwände | WC-Trennwände | nein | nein | Rückgewinnung, Montage | Hygiene, Feuchte, Stabilität | Zustand/Passung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","added_gap_50p"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","reuse_einsatz","AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_bauteilebene","bauteilebene/Bauteilgruppe","bauteilebene","Bauteilgruppe","REUSE_EINSATZ:component_scale","Kabeltrassen und LED-Leuchten | Metall, Elektrokomponenten | ReUse-Kabeltrassen und ReUse-LED-Leuchten | Elektroleitung/Leuchten | Allgemeinbeleuchtung | nein | ja | Reaktivierung, Montage | Elektrosicherheitsprüfung unbekannt | Elektrosicherheit | Zulassung/Haftung","rule_medium","label_50p_has_bauteilprofil_component_profile","","reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_bauteilebene","bauteilebene/Bauteilgruppe","added_gap_50p"
