"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__008__vertikaler_Pflanzenfilter_B_ume","reuse_einsatz","Juch_Areal_Recyclingzentrum_Zuerich__008__vertikaler_Pflanzenfilter_B_ume","material_label","Pflanzen","material","no_confident_material_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","reuse_einsatz","Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","huerde_label","nicht öffentlich belegt","huerde","no_confident_huerde_match","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","norm_recht_label","heutige Absturzanforderungen erwähnt; Normnummer unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","huerde_label","Klebstoffe","huerde","no_confident_huerde_match","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","norm_recht_label","TEK dokumentiert; NS 3682 später relevant","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","huerde_label","zählt nicht als Direct Reuse nach Grundregel","huerde","no_confident_huerde_match","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo","norm_recht_label","Schutzstatus unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen","material_label","Substrat/Pflanzen","material","no_confident_material_match","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","norm_recht_label","japanisches Baurecht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","bauteil_label","Hotelöffnungen","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","norm_recht_label","Hotel-/Baurecht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__005__Fliesen_unter_Traufe_Regenf_nger_Rand","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__005__Fliesen_unter_Traufe_Regenf_nger_Rand","huerde_label","Materialvielfalt","huerde","no_confident_huerde_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__006__Au_enwand_Receiving_wall_Elemente","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__006__Au_enwand_Receiving_wall_Elemente","material_label","alte Rathauswandteile","material","no_confident_material_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__007__B_cherregal","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__007__B_cherregal","material_label","blaue Lagercontainer von Shiitake-Farm","material","no_confident_material_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__008__Hotelsofas_Vorh_nge_Betten","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__008__Hotelsofas_Vorh_nge_Betten","material_label","gemischte Reuse-Materialien","material","no_confident_material_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__009__Tragstruktur","reuse_einsatz","Kamikatsu_Zero_Waste_Center_Hotel_WHY__009__Tragstruktur","norm_recht_label","japanisches Baurecht unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","reuse_einsatz","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","huerde_label","Funktionswechsel","huerde","no_confident_huerde_match","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__003__Holzst_tzen","reuse_einsatz","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__003__Holzst_tzen","huerde_label","Holzschutz","huerde","no_confident_huerde_match","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__007__Brandschutzt_ren","reuse_einsatz","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__007__Brandschutzt_ren","material_label","Türblatt/Zarge, Material unbekannt","material","no_confident_material_match","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__gebrauchte_K_che","reuse_einsatz","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__gebrauchte_K_che","huerde_label","technische Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","reuse_einsatz","Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","huerde_label","zählt nicht als Direct Reuse","huerde","no_confident_huerde_match","Gebäude\Liander_Alliander_HQ_Duiven.md"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","reuse_einsatz","Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","pruefung_label","Standsicherheit unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Liander_Alliander_HQ_Duiven.md"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__004__Fassaden_H_llbauteile","reuse_einsatz","Liander_Alliander_HQ_Duiven__004__Fassaden_H_llbauteile","huerde_label","Erhalt vs. Reuse unklar","huerde","no_confident_huerde_match","Gebäude\Liander_Alliander_HQ_Duiven.md"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__006__Materialpass_dokumentierte_Materialien","reuse_einsatz","Liander_Alliander_HQ_Duiven__006__Materialpass_dokumentierte_Materialien","bauteil_label","Materialpass / dokumentierte Materialien","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Liander_Alliander_HQ_Duiven.md"
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","reuse_einsatz","Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","norm_recht_label","Denkmal-/Kontextanforderung; konkrete Norm unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Lo_Reninge_Town_Hall_Facade.md"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","reuse_einsatz","Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","norm_recht_label","EN 1168 als technischer Bezug; lokale Baugenehmigung unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","reuse_einsatz","Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","pruefung_label","Qualitätssicherung + standortspezifische Zulassung","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","material_label","Gips-Akustikpaneele","material","no_confident_material_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bibliotheksm_bel","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bibliotheksm_bel","huerde_label","nicht nach Grundregel zählen","huerde","no_confident_huerde_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bibliotheksm_bel","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bibliotheksm_bel","material_label","Möbel","material","no_confident_material_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","bauteil_label","RC-Zuschläge","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","pruefung_label","Laborversuche","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__011__Bestand_Block_6000","reuse_einsatz","Lycee_Michel_Lucius_Conversion_Luxembourg__011__Bestand_Block_6000","pruefung_label","Machbarkeitsstudie","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Maison_des_Canaux_Paris__005__Fenster","reuse_einsatz","Maison_des_Canaux_Paris__005__Fenster","huerde_label","keine Belege","huerde","no_confident_huerde_match","Gebäude\Maison_des_Canaux_Paris.md"
"reuse_einsatz/Maison_des_Canaux_Paris__007__Tragwerk_Bestand","reuse_einsatz","Maison_des_Canaux_Paris__007__Tragwerk_Bestand","huerde_label","zählt nicht als Direct Reuse","huerde","no_confident_huerde_match","Gebäude\Maison_des_Canaux_Paris.md"
"reuse_einsatz/Maison_DnA_Asse__003__innere_Box","reuse_einsatz","Maison_DnA_Asse__003__innere_Box","norm_recht_label","EPB-Kontext ohne Nummer","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Maison_DnA_Asse.md"
"reuse_einsatz/Maison_DnA_Asse__009__D_mmung","reuse_einsatz","Maison_DnA_Asse__009__D_mmung","norm_recht_label","EPB-Kontext","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Maison_DnA_Asse.md"
"reuse_einsatz/Maison_Vignette_Auderghem__002__Restliche_Ziegel","reuse_einsatz","Maison_Vignette_Auderghem__002__Restliche_Ziegel","material_label","gleicher Lot","material","no_confident_material_match","Gebäude\Maison_Vignette_Auderghem.md"
"reuse_einsatz/Maison_Vignette_Auderghem__004__Bodenfliesen","reuse_einsatz","Maison_Vignette_Auderghem__004__Bodenfliesen","material_label","Terrakotta","material","no_confident_material_match","Gebäude\Maison_Vignette_Auderghem.md"
"reuse_einsatz/Maison_Vignette_Auderghem__005__Blausteinplatten","reuse_einsatz","Maison_Vignette_Auderghem__005__Blausteinplatten","huerde_label","informelle Beschaffung","huerde","no_confident_huerde_match","Gebäude\Maison_Vignette_Auderghem.md"
"reuse_einsatz/Maison_Vignette_Auderghem__008__Strohballen","reuse_einsatz","Maison_Vignette_Auderghem__008__Strohballen","bauteil_label","Strohballen","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Maison_Vignette_Auderghem.md"
"reuse_einsatz/Maison_Vignette_Auderghem__009__Hanf_Kalk_Bl_cke","reuse_einsatz","Maison_Vignette_Auderghem__009__Hanf_Kalk_Bl_cke","material_label","Hanf/Kalk","material","no_confident_material_match","Gebäude\Maison_Vignette_Auderghem.md"
"reuse_einsatz/Mehrow_Pilot_House__003__Betonvolumen_gesamt","reuse_einsatz","Mehrow_Pilot_House__003__Betonvolumen_gesamt","bauteil_label","Betonvolumen gesamt","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Mehrow_Pilot_House.md"
"reuse_einsatz/Mehrow_Pilot_House__006__Dach","reuse_einsatz","Mehrow_Pilot_House__006__Dach","material_label","unbekannt; Flachdachhaus laut PRECS","material","no_confident_material_match","Gebäude\Mehrow_Pilot_House.md"
"reuse_einsatz/Mehrow_Pilot_House__009__D_mmung","reuse_einsatz","Mehrow_Pilot_House__009__D_mmung","material_label","unbekannt / hochwertig laut Pressekontext allgemein","material","no_confident_material_match","Gebäude\Mehrow_Pilot_House.md"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","reuse_einsatz","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","norm_recht_label","building authorities; genaue Normen unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","reuse_einsatz","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","pruefung_label","Werksprüfungen, Anforderungen erfüllt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__TGA_Durchdringungen","reuse_einsatz","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__TGA_Durchdringungen","huerde_label","Öffnungen in Bestandsplatten","huerde","no_confident_huerde_match","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","reuse_einsatz","Musee_de_Folklore_Mouscron__001__Fassadenziegel","norm_recht_label","Kunstintegration öffentlicher Bau; konkrete Norm unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__003__Cartels_Nummern","reuse_einsatz","Musee_de_Folklore_Mouscron__003__Cartels_Nummern","bauteil_label","Cartels / Nummern","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__003__Cartels_Nummern","reuse_einsatz","Musee_de_Folklore_Mouscron__003__Cartels_Nummern","material_label","Email / unbekannt","material","no_confident_material_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__003__Cartels_Nummern","reuse_einsatz","Musee_de_Folklore_Mouscron__003__Cartels_Nummern","norm_recht_label","Kunstintegration","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__004__Park_Au_enraum","reuse_einsatz","Musee_de_Folklore_Mouscron__004__Park_Au_enraum","material_label","Vegetation / Außenanlagen","material","no_confident_material_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__005__Szenografie","reuse_einsatz","Musee_de_Folklore_Mouscron__005__Szenografie","bauteil_label","Szenografie","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__005__Szenografie","reuse_einsatz","Musee_de_Folklore_Mouscron__005__Szenografie","material_label","Ausstellungsbau","material","no_confident_material_match","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__001__Betonpf_hle_concrete_elements","reuse_einsatz","Peoples_Pavilion_Eindhoven__001__Betonpf_hle_concrete_elements","pruefung_label","Arup-Berechnung belegt, Detailprüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Peoples_Pavilion_Eindhoven.md"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__003__Fassadenelemente","reuse_einsatz","Peoples_Pavilion_Eindhoven__003__Fassadenelemente","huerde_label","keine irreversible Befestigung","huerde","no_confident_huerde_match","Gebäude\Peoples_Pavilion_Eindhoven.md"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__004__Glasdach","reuse_einsatz","Peoples_Pavilion_Eindhoven__004__Glasdach","huerde_label","Verbindung ohne Bohren","huerde","no_confident_huerde_match","Gebäude\Peoples_Pavilion_Eindhoven.md"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__007__lose_M_bel","reuse_einsatz","Peoples_Pavilion_Eindhoven__007__lose_M_bel","huerde_label","zählt nicht","huerde","no_confident_huerde_match","Gebäude\Peoples_Pavilion_Eindhoven.md"
"reuse_einsatz/Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","reuse_einsatz","Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","bauteil_label","Stahllaschen, Bolzen, reversible Dübel","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","reuse_einsatz","Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","pruefung_label","Verbindungsvergleich im Vorfeld","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenpalast_Berlin__004__Plattenauflager","reuse_einsatz","Plattenpalast_Berlin__004__Plattenauflager","material_label","Gummigranulat mit Polyurethan-Bindemittel","material","no_confident_material_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenpalast_Berlin__005__St_rze_ber_ffnungen","reuse_einsatz","Plattenpalast_Berlin__005__St_rze_ber_ffnungen","huerde_label","neue Öffnungen in Altplattenkonzept","huerde","no_confident_huerde_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenpalast_Berlin__006__Fugenverschluss","reuse_einsatz","Plattenpalast_Berlin__006__Fugenverschluss","bauteil_label","Fugenverschluss","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenpalast_Berlin__007__Innend_mmung","reuse_einsatz","Plattenpalast_Berlin__007__Innend_mmung","material_label","Silikatdämmung","material","no_confident_material_match","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Plattenvereinigung_Berlin__002__Wand_Fassadenelemente","reuse_einsatz","Plattenvereinigung_Berlin__002__Wand_Fassadenelemente","huerde_label","Oberfläche, Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Plattenvereinigung_Berlin.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__001__Terrazzo_Arbeitsfl_chen_K_chenfl_chen","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__001__Terrazzo_Arbeitsfl_chen_K_chenfl_chen","material_label","Terrazzo mit Probenfragmenten","material","no_confident_material_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","bauteil_label","Materialbibliothek-Oberflächen","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","material_label","Terrazzo / Samplefragmente","material","no_confident_material_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__003__Reclaimed_marble","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__003__Reclaimed_marble","bauteil_label","Reclaimed marble","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","bauteil_label","vorhandene Elemente aus altem/neuem Studio","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","huerde_label","nicht nach Bauteilkategorien aufgeschlüsselt","huerde","no_confident_huerde_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__005__reconditioned_office_furniture","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__005__reconditioned_office_furniture","huerde_label","zählt nach Grundregel nicht","huerde","no_confident_huerde_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__006__technische_Komponenten","reuse_einsatz","PLP_London_HQ_Circular_Studio_Fitout__006__technische_Komponenten","huerde_label","nicht öffentlich belegt","huerde","no_confident_huerde_match","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","reuse_einsatz","ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","pruefung_label","FE-Modell, Lastversuch, NDT","pruefung_nachweis","no_confident_pruefung_match","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","reuse_einsatz","ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","bauteil_label","Nachspannkabel / Verbindungssystem","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","reuse_einsatz","ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","pruefung_label","Lastversuch der Gesamtstruktur","pruefung_nachweis","no_confident_pruefung_match","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md"
"reuse_einsatz/Recyclinghaus_Hannover__001__Aluminiumfenster","reuse_einsatz","Recyclinghaus_Hannover__001__Aluminiumfenster","huerde_label","energetische Anforderungen","huerde","no_confident_huerde_match","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__002__alte_Glasscheiben_aus_Fenstern","reuse_einsatz","Recyclinghaus_Hannover__002__alte_Glasscheiben_aus_Fenstern","huerde_label","Kaskadennutzung","huerde","no_confident_huerde_match","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__006__Holzleisten_alte_Saunab_nke","reuse_einsatz","Recyclinghaus_Hannover__006__Holzleisten_alte_Saunab_nke","huerde_label","Holzschutz","huerde","no_confident_huerde_match","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__012__alter_vor_Ort_gefundener_Beton_Gehwegplatten_Blo","reuse_einsatz","Recyclinghaus_Hannover__012__alter_vor_Ort_gefundener_Beton_Gehwegplatten_Blo","huerde_label","lokale Wiederverwendung","huerde","no_confident_huerde_match","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__014__Fundament_Bodenplatte","reuse_einsatz","Recyclinghaus_Hannover__014__Fundament_Bodenplatte","norm_recht_label","keine Normnummer","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","reuse_einsatz","Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","norm_recht_label","building code erwähnt, keine Normnummer","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Recypark_Demets_Anderlecht.md"
"reuse_einsatz/Recypark_Demets_Anderlecht__002__Neue_Brettschichtholzb_gen","reuse_einsatz","Recypark_Demets_Anderlecht__002__Neue_Brettschichtholzb_gen","pruefung_label","normaler Nachweis","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Recypark_Demets_Anderlecht.md"
"reuse_einsatz/Recypark_Demets_Anderlecht__004__PV_Anlage","reuse_einsatz","Recypark_Demets_Anderlecht__004__PV_Anlage","huerde_label","erhöhte Lasten auf Reuse-Bögen","huerde","no_confident_huerde_match","Gebäude\Recypark_Demets_Anderlecht.md"
"reuse_einsatz/Recypark_Demets_Anderlecht__004__PV_Anlage","reuse_einsatz","Recypark_Demets_Anderlecht__004__PV_Anlage","pruefung_label","Lastansatz","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Recypark_Demets_Anderlecht.md"
"reuse_einsatz/Recypark_Demets_Anderlecht__005__Skatepark_Fl_chen","reuse_einsatz","Recypark_Demets_Anderlecht__005__Skatepark_Fl_chen","huerde_label","Koexistenz mit Recypark","huerde","no_confident_huerde_match","Gebäude\Recypark_Demets_Anderlecht.md"
