g02_id,ep03_claim_id,r07_claim_id,element_id,from_id,to_id,rel_type,ep03_verdict,r07_verdict,basis_ref,graph_evidence_url,graph_evidence_quote,graph_review_run,graph_rel_id,origin_intake_run,origin_script_path,origin_git_head,network_json_evidence_url,network_json_evidence_quote,network_enrichment_run,enrichment_json_path,enrichment_evidence_url,enrichment_evidence_quote,r07_recovery_source,r07_notes,weak_evidence_class,provenance_notes
G02-0103,EP03-1321,R07-0267,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079955,btvz_zuerichsee_oberland,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.btvz.ch/suchliste/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.btvz.ch/portraet/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0104,EP03-1329,R07-0268,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168764367651510882,building_spares_market,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://buildingsparesmarket.co.uk/advert-category/general-building-materials,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://buildingsparesmarket.co.uk/advert-category/doors-windows-and-joinery/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0105,EP03-1332,R07-0269,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955679847,cleveland_steel_tubes,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://cleveland-steel.com/,https://cleveland-steel.com/,Worldwide supply of steel tubing | Cleveland Steel & Tubes Skip to main content X Menu Main navigation Show — Main navigation Hide — Main navigation Home Pipe and Tube Stock Search Services Case studies Sell Steel Pipe and Tube Sell Steel Section Repurposed Steel Our stock Downloads About us Contact Image REDUCE COSTS REDUCE DELIVERY TIMES REDUCE CARBON EMISSIONS View all stock We’re promoting the use of surplus steel tube The use of surplus steel tube in construction and infrastructure projects,quality_pass_q04_2026_06_06,r_deep_cleveland_steel_tubes__NUTZT_MATERIAL__mat_stahl,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.cleveland-steel.com/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0106,EP03-1333,R07-0270,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681197,concular,mat_aluminium,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0107,EP03-1334,R07-0271,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366445,concular,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0108,EP03-1335,R07-0272,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051693,concular,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0109,EP03-1336,R07-0273,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736941,concular,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,https://concular.de/urban-mining/,"Statt Ressourcen zu entsorgen, werden Bauteile wie Stahl, Holz, Fenster oder Böden erfasst, bewertet und wiederverwendet – für ein zirkuläres, ressourcenschonendes Bauen.",quality_pass_q04_2026_06_06,r_deep_concular__NUTZT_MATERIAL__mat_holz,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0110,EP03-1337,R07-0274,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422189,concular,mat_keramik,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0111,EP03-1338,R07-0275,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837792685,concular,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0112,EP03-1339,R07-0276,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024107437,concular,mat_naturstein,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://concular.de/urban-mining/,https://concular.de/urban-mining/,Jetzt anfragen Urban Mining – Erfolgsgeschichten Erfolgsgeschichten Re-use Naturstein Travertin aus dem Bestand – MOMENI Group mit David Chipperfield Architects Mehr erfahren Erfolgsgeschichten B&B HOTEL in Lübeck – Hochwertige Materialien werden durch Urban Mining im Kreislauf gehalten Mehr erfahren Pressemitteilung Zeitenwende für das Siemens Tagungszentrum in Feldafing – Mit Urban Mining in die bauliche Zukunft des Unternehmens Mehr erfahren Erfolgsgeschichten Behrens-/Väthbau in Düsseldorf M,quality_pass_q04_2026_06_06,r_deep_concular__NUTZT_MATERIAL__mat_naturstein,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0113,EP03-1345,R07-0277,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769893,cycle_zero,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://play.google.com/store/apps/details?id=com.cycle0.cycle0app,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://cyclezero.fr/particulier.html,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0114,EP03-1348,R07-0278,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769894,enviromate,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.enviromate.co.uk/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.enviromate.co.uk/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0115,EP03-1361,R07-0279,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084647,genbyg,mat_ziegel,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://genbyg.dk/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://genbyg.dk/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0116,EP03-1362,R07-0280,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955679846,heyne_tillett_steel,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://hts.uk.com/practice/,https://hts.uk.com/practice/,Practice | Heyne Tillett Steel Heyne Tillett Steel Home Low carbon toggle Low carbon mode Search toggle Menu Search Search Heyne Tillett Steel Home Projects Services Practice People News & Views Careers Contact We're hiring!,quality_pass_q04_2026_06_06,r_deeper_heyne_tillett_steel__NUTZT_MATERIAL__mat_stahl,network_json deeper node-types slice,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://ukgbc.org/resources/reused-steel-stockmatcher/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=edge_enrichment_deeper_existing_node_types_2026_06_01
G02-0117,EP03-1366,R07-0281,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714155,material_index,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://material-index.co.uk/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://specfinish.co.uk/innovation-hub/material-index-platform/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0118,EP03-1369,R07-0282,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769901,materialenbank_leuven_atelier_circuler,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://ateliercirculer.be/materialenbank/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0119,EP03-1370,R07-0283,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210455149,materialenbank_leuven_atelier_circuler,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://ateliercirculer.be/materialenbank/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0120,EP03-1379,R07-0284,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360474,new_horizon_urban_mining,mat_beton,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.circonl.nl/case/urban-mining-new-horizon/,https://www.circonl.nl/case/urban-mining-new-horizon/,"De schone materialen die het bedrijf terugwint, zoals beton, bitumen en baksteen, zijn één op één vergelijkbaar met nieuwe materialen.",quality_pass_q04_2026_06_06,r_deep_new_horizon_urban_mining__NUTZT_MATERIAL__mat_beton,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.jajo.com/en/companies/new-horizon/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0121,EP03-1380,R07-0285,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675226,new_horizon_urban_mining,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.circonl.nl/case/urban-mining-new-horizon/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.jajo.com/en/companies/new-horizon/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0122,EP03-1381,R07-0286,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837792645,opalis,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0123,EP03-1382,R07-0287,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422149,opalis,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0124,EP03-1383,R07-0288,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681157,opalis,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,https://opalis.eu/en/documentation,General contractors Interior finishers Wood workers Roofers Demolishers and dismantlers Infrastructure companies Insurance for reused building materials A selection of 11 case studies which successfully dealt with insurance issues for reused building materials.,quality_pass_q04_2026_06_06,r_deep_opalis__NUTZT_MATERIAL__mat_holz,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0125,EP03-1384,R07-0289,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051653,opalis,mat_keramik,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0126,EP03-1385,R07-0290,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736901,opalis,mat_naturstein,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0127,EP03-1386,R07-0291,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024107397,opalis,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0128,EP03-1387,R07-0292,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366405,opalis,mat_ziegel,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0129,EP03-1464,R07-0293,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024107396,rotordc,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,"Both designers are renowned for their meticulous craftsmanship and their distinctive use of high-quality, timeless materials such as solid wood, stone and steel.",quality_pass_q04_2026_06_06,r_rotordc__NUTZT_MATERIAL__mat_stahl,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://rotordc.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0130,EP03-1465,R07-0294,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051652,rotordc,mat_ziegel,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://rotordc.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0131,EP03-1466,R07-0295,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399413,salvoweb,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0132,EP03-1469,R07-0296,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769909,salvoweb,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0133,EP03-1471,R07-0297,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399415,skop_marketplace,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.skop.app/marketplace-materiaux-reemploi,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://marketplace.skop.app/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0134,EP03-1474,R07-0298,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955679886,software_concular,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://restado.de/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.kfw.de/stories/economy/start-ups/concular/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0135,EP03-1481,R07-0299,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769913,sustainability_yard,mat_beton,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://materialreuseportal.com/Marketplace-Providers,https://sustainabilityyard.com/,"0 Building Materials Breedon Double Roll Concrete Roof Tile, Antique Red New £0.96 excl.",quality_pass_q04_2026_06_06,r_deep_sustainability_yard__NUTZT_MATERIAL__mat_beton,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.sustainabilityyard.com/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0136,EP03-1485,R07-0300,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680321,symmetrys,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://symmetrys.com/about-us/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://symmetrys.com/news/pushing-boundaries-in-the-reuse-of-steelwork/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0137,EP03-1486,R07-0301,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394711,syphon_ag_bauteilboerse_biel_bruegg,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.syphon.ch/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.syphon.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0138,EP03-1487,R07-0302,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709463,syphon_ag_bauteilboerse_biel_bruegg,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.syphon.ch/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.syphon.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0139,EP03-1488,R07-0303,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079959,syphon_ag_bauteilboerse_biel_bruegg,mat_keramik,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.syphon.ch/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.syphon.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0140,EP03-1489,R07-0304,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765207,syphon_ag_bauteilboerse_biel_bruegg,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.syphon.ch/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.syphon.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
