claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
IER-C3-0135,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884868,patrick_teuffel,recreate_project,VERBUNDEN_MIT_AKTEUR,actor-network link patrick_teuffel -> recreate_project (no evidence_url/source_url on edge),web,https://cordis.europa.eu/project/id/958200,true,200,PROVEN,belegt,Reusing precast concrete for a circular economy | ReCreate | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English en Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski,ADD_SOURCE,IER-C3,prior=A06B-rel-0148; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0136,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514353,petra_jablonicka,urselmann_interior,VERBUNDEN_MIT_AKTEUR,actor-network link petra_jablonicka -> urselmann_interior (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0151; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0137,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199779,refair_bordeaux,cancan_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link refair_bordeaux -> cancan_architecture (no evidence_url/source_url on edge),web,https://www.collectifcancan.fr/project/refair/,true,200,PROVEN,belegt,REFAIR - Collectif Cancan Skip to content CANCAN Démarche Lieux Partage PROJETS CONTACT Mail Instagram LinkedIn Facebook REFAIR ÉTUDE RELATIVE À LA MISE EN PLACE D'UNE DÉMARCHE DE RÉEMPLOI DE MATÉRIAUX DE CONSTRUCTION AU SEIN DE LA FAB BORDEAUX MÉTROPOLE NATURE Assistance à Maitrise d'Ouvrage / Expe,ADD_SOURCE,IER-C3,prior=A06B-rel-0162; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0138,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885027,refair_bordeaux,orianne_scourzic,VERBUNDEN_MIT_AKTEUR,actor-network link refair_bordeaux -> orianne_scourzic (no evidence_url/source_url on edge),web,https://www.lafab-bm.fr/journal/venez-decouvrir-la-future-base-du-reemploi/,true,200,PROVEN,belegt,| La Fabrique de Bordeaux MétropoleLa Fabrique de Bordeaux Métropole la fabrique de bordeaux Métropole Habiter Entreprendre A propos Démarches Marchés Suivi photographique Implantation d’entreprises Actualités Contact Habiter Entreprendre A propos Démarches Marchés Suivi photographique Implantation ,ADD_SOURCE,IER-C3,prior=A06B-rel-0163; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0139,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570275,refair_bordeaux,tiphaine_berthome,VERBUNDEN_MIT_AKTEUR,actor-network link refair_bordeaux -> tiphaine_berthome (no evidence_url/source_url on edge),web,https://www.lafab-bm.fr/journal/reemploi-des-materiaux-la-fab-renforce-sa-demarche-refair-et-lance-un-site/,true,200,PROVEN,belegt,Réemploi des matériaux : La Fab renforce sa démarche REFAIR et lance un site | La Fabrique de Bordeaux MétropoleLa Fabrique de Bordeaux Métropole la fabrique de bordeaux Métropole Habiter Entreprendre A propos Démarches Marchés Suivi photographique Implantation d’entreprises Actualités Contact Habit,ADD_SOURCE,IER-C3,prior=A06B-rel-0164; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0140,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199507,roman_kreuzer,klingelhoefer_kroetsch,VERBUNDEN_MIT_AKTEUR,actor-network link roman_kreuzer -> klingelhoefer_kroetsch (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0166; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0141,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885024,romm_zt,thomas_romm,VERBUNDEN_MIT_AKTEUR,actor-network link romm_zt -> thomas_romm (no evidence_url/source_url on edge),web,https://www.zukunft-bau.at/projekt/bildung-gesundheit/meduni-campus-mariannengasse,true,200,PROVEN,belegt,Projektbeteiligte Demontage- und Recycling-Zentrum (DRZ) Die Kümmerei - Job-TransFair gemeinnützige GmbH forschen planen bauen Romm ZT pulswerk GmbH Erzielte Wirkung 7100 Std.,ADD_SOURCE,IER-C3,prior=A06B-rel-0167; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0142,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570180,rotordc,lionel_billiet,VERBUNDEN_MIT_AKTEUR,Lionel Billiet affiliated with RotorDC,web,https://rotordb.org/en/projects/careno-becircular,true,200,PROVEN,belegt,Details A project by Lionel Billiet and Sébastien Paulet.,ADD_SOURCE,IER-C3,prior=A02-rel-0034; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0143,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884932,rotordc,maarten_gielen,VERBUNDEN_MIT_AKTEUR,Maarten Gielen affiliated with RotorDC,web,https://rotordb.org/en,true,200,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A02-rel-0035; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0144,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514377,satu_huuhka,tampere_university,VERBUNDEN_MIT_AKTEUR,actor-network link satu_huuhka -> tampere_university (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PROVEN,belegt,"precast concrete - Recreate Home About us Project structure Project pilots Finland Sweden The Netherlands Germany The partners News Interviews Blog posts Reports explained Meetings, pilot visits Events Exhibitions H22 City Expo Lisbon Architecture Triennale 2022 Tallinn Architecture Biennale 2024 Ot",ADD_SOURCE,IER-C3,prior=A06B-rel-0171; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0145,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514263,sina_jansen,Natural_Building_Lab,VERBUNDEN_MIT_AKTEUR,actor-network link sina_jansen -> Natural_Building_Lab (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.zrs.berlin/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0172; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0146,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118197945,single_speed_design,jinhee_park,VERBUNDEN_MIT_AKTEUR,actor-network link single_speed_design -> jinhee_park (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0173; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0147,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512697,single_speed_design,john_hong,VERBUNDEN_MIT_AKTEUR,actor-network link single_speed_design -> john_hong (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0174; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0148,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931883193,single_speed_design,paul_pedini,VERBUNDEN_MIT_AKTEUR,actor-network link single_speed_design -> paul_pedini (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0175; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0149,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514187,soren_nielsen,vandkunsten,VERBUNDEN_MIT_AKTEUR,actor-network link soren_nielsen -> vandkunsten (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://vandkunsten.com/team,true,500,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0179; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0150,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514266,soren_pihlmann,pihlmann_architects,VERBUNDEN_MIT_AKTEUR,actor-network link soren_pihlmann -> pihlmann_architects (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.thoravej29.dk/en/sustainability,true,200,PROVEN,belegt,"Together with a team consisting of Pihlmann Architects , the construction company Hoffmann A/S , and ABC Consulting Engineers , The Bikuben Foundation has transformed the former industrial building into spaces and facilities designed to challenge conventional thinking.",ADD_SOURCE,IER-C3,prior=A06B-rel-0180; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0151,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199392,stefan_kroetsch,klingelhoefer_kroetsch,VERBUNDEN_MIT_AKTEUR,actor-network link stefan_kroetsch -> klingelhoefer_kroetsch (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0181; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0152,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514208,stephan_bischof,bischof_foehn_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link stephan_bischof -> bischof_foehn_architektur (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,true,200,PROVEN,belegt,"Architektur Bischof Föhn Architekten, Zürich Baumanagement Meili Partner Baumanagement, Zürich Landschaftsarchitektur Planung Re-Use: Zirkular GmbH, Zürich Bauingenieurwesen Ingenieurbureau Heierli AG, Zürich HLKS-Planung Haerter + Partner AG, Zürich Elektroplanung Schmidiger + Rosasco AG, Zürich Ba",ADD_SOURCE,IER-C3,prior=A06B-rel-0182; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0153,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514282,stephane_damsin,ouest_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link stephane_damsin -> ouest_architecture (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://rotordb.org/about-us,true,200,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0183; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0154,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514356,sven_urselmann,urselmann_interior,VERBUNDEN_MIT_AKTEUR,actor-network link sven_urselmann -> urselmann_interior (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0185; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0155,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514174,thomas_pulver,graber_pulver,VERBUNDEN_MIT_AKTEUR,actor-network link thomas_pulver -> graber_pulver (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://zirkular.net/en/project/recycling-center-juch-areal,true,200,PROVEN,belegt,Zirkular is now supporting the winning team Graber Pulver Architekten as specialist planners in the development of the project and in the coordination of the search for reused components.,ADD_SOURCE,IER-C3,prior=A06B-rel-0187; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0156,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199422,thomas_pulver,zirkular,VERBUNDEN_MIT_AKTEUR,thomas_pulver -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/recycling-center-juch-areal,true,200,PROVEN,belegt,"Zirkular Projects Recycling Center Juch Areal The new recycling center located in the Juch site in Zurich-Altstetten will include a large hall for delivery, sorting and collection of the recycled goods as well as an administration and personnel area.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0157,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884586,trnsfrm_eg,die_zusammenarbeiter,VERBUNDEN_MIT_AKTEUR,actor-network link trnsfrm_eg -> die_zusammenarbeiter (no evidence_url/source_url on edge),web,https://junge-genossenschaften.berlin/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0192; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0158,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199338,trnsfrm_eg,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link trnsfrm_eg -> lxsy_architektur (no evidence_url/source_url on edge),web,https://junge-genossenschaften.berlin/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0193; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0159,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304508818,zirkulie_bauteilboerse_triesen,re_win,VERBUNDEN_MIT_AKTEUR,actor-network link zirkulie_bauteilboerse_triesen -> re_win (no evidence_url/source_url on edge),web,https://re-win.ch/verein/ueber,true,200,PROVEN,belegt,"Martina Bischof Gründungsmitglied Architektin MSc ETH, MA Kunstgeschichte Joëlle Schmied Gründungsmitglied Architektin MSc ETH Johann Petersmann Gründungsmitglied Architekt Partner:innen in der Ukraine Dmytro Oliinyk Zakharii Hrynyshyn Netzwerk Zusammenarbeit mit Baubüro in situ , Bauen mit wiederve",ADD_SOURCE,IER-C3,prior=A06B-rel-0213; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0160,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198099,zrs_ingenieure,die_zusammenarbeiter,VERBUNDEN_MIT_AKTEUR,actor-network link zrs_ingenieure -> die_zusammenarbeiter (no evidence_url/source_url on edge),web,https://www.zrs.berlin/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0216; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0161,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931883347,zrs_ingenieure,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link zrs_ingenieure -> lxsy_architektur (no evidence_url/source_url on edge),web,https://www.zrs.berlin/en,true,200,PROVEN,belegt,"ZRS – Architekten Ingenieure Architecture Earth building Engineering Research and Laboratory Office Contact Privacy Menu EN DE Groundbreaking in Potsdam: Student Housing in Hybrid Timber Construction On 29 May 2026, the groundbreaking ceremony took place for a student housing complex in the Rote Kas",ADD_SOURCE,IER-C3,prior=A06B-rel-0217; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0162,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512851,zrs_ingenieure,trnsfrm_eg,VERBUNDEN_MIT_AKTEUR,actor-network link zrs_ingenieure -> trnsfrm_eg (no evidence_url/source_url on edge),web,https://www.zrs.berlin/about-us,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0218; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0163,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926649476593518614,ullrich_dickgiesser,gruner_reuse_platform,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link ullrich_dickgiesser -> gruner_reuse_platform (no evidence_url on edge),web,https://www.gruner.ch/de/news/alt-wird-neu-zweites-leben-fuer-gebrauchte-bauteile-mit-gruner-reuse,true,200,PROVEN,belegt,Alt wird neu: Zweites Leben für gebrauchte Bauteile mit «Gruner ReUse» | Gruner AG Über Gruner Organisation Standorte Werte & Vision Geschichte Kompetenzen Projekte Karriere Offene Stellen Professionals Studierende Lernende Darum Gruner FAQ zur Bewerbung Über Gruner Organisation Standorte Werte & Vi,ADD_SOURCE,IER-C3,prior=AG01-r-0084; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0164,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928901276407203862,nicole_daehn,gruner_reuse_platform,VERBUNDEN_MIT_AKTEUR,actor affiliation/structural link nicole_daehn -> gruner_reuse_platform (no evidence_url on edge),web,https://www.gruner.ch/de/news/alt-wird-neu-zweites-leben-fuer-gebrauchte-bauteile-mit-gruner-reuse,true,200,PROVEN,belegt,Alt wird neu: Zweites Leben für gebrauchte Bauteile mit «Gruner ReUse» | Gruner AG Über Gruner Organisation Standorte Werte & Vision Geschichte Kompetenzen Projekte Karriere Offene Stellen Professionals Studierende Lernende Darum Gruner FAQ zur Bewerbung Über Gruner Organisation Standorte Werte & Vi,ADD_SOURCE,IER-C3,prior=AG01-r-0079; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
