"legacy_path","legacy_type","title","action","target_primary","target_secondary","content_strategy","risk_flags"
"Gebäude\Thoravej_29_Copenhagen.md","","Thoravej 29, Copenhagen – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Thoravej_29_Copenhagen","projekt/Thoravej_29_Copenhagen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Timber_Square_London.md","","Timber Square, London — Fallstudie Direct Reuse / Bauteilwiederverwendung","split_into_case_graph","fallstudie/Timber_Square_London","projekt/Timber_Square_London; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\TRAE_High_Rise_Aarhus.md","","TRÆ High-Rise, Aarhus","split_into_case_graph","fallstudie/TRAE_High_Rise_Aarhus","projekt/TRAE_High_Rise_Aarhus; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Upcycle_Studios_Copenhagen.md","","Upcycle Studios, Copenhagen — Fallstudie Bauteilwiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Upcycle_Studios_Copenhagen","projekt/Upcycle_Studios_Copenhagen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Verbiest_Karreveld_Brussels.md","","Verbiest + Karreveld, Brüssel / Molenbeek","split_into_case_graph","fallstudie/Verbiest_Karreveld_Brussels","projekt/Verbiest_Karreveld_Brussels; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Villa_Welpeloo_Enschede.md","","Villa Welpeloo, Enschede — Fallstudie Direct Reuse / Bauteilwiederverwendung","split_into_case_graph","fallstudie/Villa_Welpeloo_Enschede","projekt/Villa_Welpeloo_Enschede; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Woongroep_Boschgaard_Den_Bosch.md","","Woongroep Boschgaard, Den Bosch — Fallstudie Bauteilwiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Woongroep_Boschgaard_Den_Bosch","projekt/Woongroep_Boschgaard_Den_Bosch; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","","Zinneke / FEDER Masui4ever, Brüssel — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Zinneke_Feder_Masui4ever_Brussels","projekt/Zinneke_Feder_Masui4ever_Brussels; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"huerde\Ausschreibungsproblem.md","Hürde","","move_as_knot","huerde/Ausschreibungsproblem","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Brandschutzkonflikt.md","Hürde","","move_as_knot","huerde/Brandschutzkonflikt","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Datenluecke.md","Hürde","","move_as_knot","huerde/Datenluecke","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Fehlende_Datenstandards.md","Hürde","","move_as_knot","huerde/Fehlende_Datenstandards","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Fehlende_Lagerflaeche.md","Hürde","","move_as_knot","huerde/Fehlende_Lagerflaeche","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Fehlende_Standardisierung.md","Hürde","Fehlende Standardisierung","move_as_knot","huerde/Fehlende_Standardisierung","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Gewaehrleistung.md","Hürde","Gewährleistung","move_as_knot","huerde/Gewaehrleistung","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Haftung.md","Hürde","Haftung","move_as_knot","huerde/Haftung","","Barrier knot; keep cause/effect/solution content.",""
"huerde\index.md","Hürde","Hürden – Index","merge_into_index","huerde/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"huerde\Logistikproblem.md","Hürde","","move_as_knot","huerde/Logistikproblem","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Schadstoffbelastung.md","Hürde","Schadstoffbelastung","move_as_knot","huerde/Schadstoffbelastung","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Terminunsicherheit.md","Hürde","Terminunsicherheit","move_as_knot","huerde/Terminunsicherheit","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Toleranzen.md","Hürde","","move_as_knot","huerde/Toleranzen","","Barrier knot; keep cause/effect/solution content.",""
"huerde\Verfuegbarkeitsproblem.md","Hürde","Verfügbarkeitsproblem","move_as_knot","huerde/Verfuegbarkeitsproblem","","Barrier knot; keep cause/effect/solution content.",""
"hürde.md","Type","Hürde","merge_into_index","huerde/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"interview.md","Type","Interview","merge_into_index","quelle/index","quellentyp/Interview","Root type stub; merge into target index/type vocabulary, not a content node.","old_type_stub_only"
"kennwert.md","Type","Kennwert","merge_into_index","kennwertdefinition/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"kennwert\CO2_Einsparung.md","Kennwert","CO2-Einsparung","move_as_knot","kennwertdefinition/CO2_Einsparung","","Definition only. Concrete values from cases become Datenpunkt.",""
"kennwert\Demontagegrad.md","Kennwert","Demontagegrad","move_as_knot","kennwertdefinition/Demontagegrad","","Definition only. Concrete values from cases become Datenpunkt.",""
"kennwert\Graue_Energie.md","Kennwert","Graue Energie","move_as_knot","kennwertdefinition/Graue_Energie","","Definition only. Concrete values from cases become Datenpunkt.",""
"kennwert\index.md","Kennwert","Kennwerte – Index","merge_into_index","kennwertdefinition/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"kennwert\Materialwert.md","Kennwert","Materialwert","move_as_knot","kennwertdefinition/Materialwert","","Definition only. Concrete values from cases become Datenpunkt.",""
"kennwert\Wiederverwendungsquote.md","Kennwert","Wiederverwendungsquote","move_as_knot","kennwertdefinition/Wiederverwendungsquote","","Definition only. Concrete values from cases become Datenpunkt.",""
"kerstin-müller.md","Person","Kerstin Müller","move_as_core","akteur/Kerstin_Mueller","akteurtyp/Person","Loose person profile becomes Akteur.",""
"leistungsanforderung.md","Type","Leistungsanforderung","merge_into_index","leistungsanforderung/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"leistungsanforderung\Brandschutz.md","Leistungsanforderung","Brandschutz","move_as_knot","leistungsanforderung/Brandschutz","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Dauerhaftigkeit.md","Leistungsanforderung","Dauerhaftigkeit","move_as_knot","leistungsanforderung/Dauerhaftigkeit","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Feuchteschutz.md","Leistungsanforderung","Feuchteschutz","move_as_knot","leistungsanforderung/Feuchteschutz","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\index.md","Leistungsanforderung","Leistungsanforderungen – Index","merge_into_index","leistungsanforderung/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"leistungsanforderung\Rueckbaubarkeit.md","Leistungsanforderung","Rueckbaubarkeit","move_as_knot","leistungsanforderung/Rueckbaubarkeit","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Schadstofffreiheit.md","Leistungsanforderung","Schadstofffreiheit","move_as_knot","leistungsanforderung/Schadstofffreiheit","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Schallschutz.md","Leistungsanforderung","Schallschutz","move_as_knot","leistungsanforderung/Schallschutz","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Tragfaehigkeit.md","Leistungsanforderung","Tragfaehigkeit","move_as_knot","leistungsanforderung/Tragfaehigkeit","","Requirement knot; not same as norm or proof.",""
"leistungsanforderung\Waermeschutz.md","Leistungsanforderung","Waermeschutz","move_as_knot","leistungsanforderung/Waermeschutz","","Requirement knot; not same as norm or proof.",""
"logistik.md","Type","Logistik","merge_into_index","logistik/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"logistik\index.md","Logistik","Logistik – Index","merge_into_index","logistik/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"logistik\Lagerflaeche.md","Logistik","Lagerfläche","move_as_knot","logistik/Lagerflaeche","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\Lagerung.md","Logistik","Lagerung","move_as_knot","logistik/Lagerung","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\Materialmatching.md","Logistik","Materialmatching","move_as_knot","logistik/Materialmatching","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\Materialverfuegbarkeit.md","Logistik","Materialverfügbarkeit","move_as_knot","logistik/Materialverfuegbarkeit","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\ReUse_Centre.md","Logistik","ReUse Centre","move_as_knot","bauobjektklasse/Reuse_Centre","reuse_kettenstation/Reuse_Centre","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\Transport.md","Logistik","Transport","move_as_knot","logistik/Transport","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"logistik\Zwischenlagerung.md","Logistik","Zwischenlagerung","move_as_knot","logistik/Zwischenlagerung","","Logistics knot; if it is a place/station also link to Reuse_Kettenstation/Bauobjektklasse.",""
"material.md","Type","Material","merge_into_index","material/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"material\Beton.md","Material","","move_as_knot","material/Beton","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Beton-Fertigteile_Verbindungen.md","Material","","split_into_knots","fuegung_verbindung/Beton_Fertigteile_Verbindungen","material/Beton_Fertigteile","Extract connection knowledge to Fuegung/Verbindung and keep material-specific link.","old_folder_name_hides_connection_entity"
"material\Brettschichtholz.md","Material","","move_as_knot","material/Brettschichtholz","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Brettsperrholz.md","Material","","move_as_knot","material/Brettsperrholz","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Composite_Verbindungen.md","Material","Verbindungen im Verbundbau","split_into_knots","fuegung_verbindung/Composite_Verbindungen","material/Composite","Extract connection knowledge to Fuegung/Verbindung and keep material-specific link.","old_folder_name_hides_connection_entity"
"material\Glas.md","Material","Glas","move_as_knot","material/Glas","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Holz.md","Material","","move_as_knot","material/Holz","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Holz_Verbindungen.md","Material","","split_into_knots","fuegung_verbindung/Holz_Verbindungen","material/Holz","Extract connection knowledge to Fuegung/Verbindung and keep material-specific link.","old_folder_name_hides_connection_entity"
"material\index.md","Material","Materialien – Index","merge_into_index","material/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"material\Keramik.md","Material","Keramik","move_as_knot","material/Keramik","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Lehm.md","Material","Lehm","move_as_knot","material/Lehm","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Recyclingbeton.md","Material","","move_as_knot","material/Recyclingbeton","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Sanitarkeramik.md","Material","Sanitärkeramik","move_as_knot","material/Sanitarkeramik","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Sekundaerstahl.md","Material","","move_as_knot","material/Sekundaerstahl","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Stahl.md","Material","","move_as_knot","material/Stahl","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"material\Stahl_Verbindungen.md","Material","","split_into_knots","fuegung_verbindung/Stahl_Verbindungen","material/Stahl","Extract connection knowledge to Fuegung/Verbindung and keep material-specific link.","old_folder_name_hides_connection_entity"
"material\Stroh.md","Material","Stroh","move_as_knot","material/Stroh","","Keep as material knot; preserve reuse, testing, and limitation sections.",""
"meta\Dataview_Abfragen.md","","Dataview Abfragen","keep_meta","meta/Dataview_Abfragen","","Keep outside content graph; use for migration/schema documentation.",""
"meta\Entity_Schema.md","","Entity Schema","keep_meta","meta/Entity_Schema","","Keep outside content graph; use for migration/schema documentation.",""
"meta\index.md","","index","keep_meta","meta/index","","Keep outside content graph; use for migration/schema documentation.","index_content_may_contain_unique_gaps_or_cluster_lists"
"meta\Namenskonvention.md","","Namenskonvention","keep_meta","meta/Namenskonvention","","Keep outside content graph; use for migration/schema documentation.",""
"meta\Recherche_Workflow.md","","Recherche Workflow","keep_meta","meta/Recherche_Workflow","","Keep outside content graph; use for migration/schema documentation.",""
"methode.md","Type","Methode","merge_into_index","methode/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"methode\Bauteilkatalogisierung.md","Methode","","move_as_knot","methode/Bauteilkatalogisierung","","Method knot; move if actually document/model/strategy.",""
"methode\Bestandserhalt.md","Methode","","move_as_knot","reuse_strategie/Bestandserhalt","bewertungslogik_abgrenzung/Bestandserhalt_separat","Method knot; move if actually document/model/strategy.",""
"methode\Building_Material_Scouting.md","Methode","","move_as_knot","methode/Building_Material_Scouting","","Method knot; move if actually document/model/strategy.",""
"methode\Design_for_Disassembly.md","Methode","","move_as_knot","reuse_strategie/Design_for_Disassembly","methode/Design_for_Disassembly","Method knot; move if actually document/model/strategy.",""
"methode\Form_Follows_Availability.md","Methode","","move_as_knot","methode/Form_Follows_Availability","","Method knot; move if actually document/model/strategy.",""
"methode\index.md","Methode","Methoden – Index","merge_into_index","methode/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"methode\Materialinventur.md","Methode","","move_as_knot","methode/Materialinventur","","Method knot; move if actually document/model/strategy.",""
"methode\Materialpass.md","Methode","Materialpass","semantic_move","dokumenttyp/Materialpass","datenmodell/Materialpass_Schema","Method knot; move if actually document/model/strategy.",""
"methode\ReUse_Assessment.md","Methode","","move_as_knot","methode/ReUse_Assessment","","Method knot; move if actually document/model/strategy.",""
"methode\Reversibilitaet.md","Methode","","move_as_knot","methode/Reversibilitaet","","Method knot; move if actually document/model/strategy.",""
"methode\Urban_Mining.md","Methode","","move_as_knot","methode/Urban_Mining","","Method knot; move if actually document/model/strategy.",""
"methode\Zirkulaere_Ausschreibung.md","Methode","","move_as_knot","methode/Zirkulaere_Ausschreibung","","Method knot; move if actually document/model/strategy.",""
"nachhaltiges-bauen.md","Professur","Nachhaltiges Bauen","move_as_core","akteur/Nachhaltiges_Bauen","akteurtyp/Professur; programm_kontext/Lehre_Forschung","Loose professorship/profile stub; migrate as actor only if later enriched, otherwise archive as type stub.","very_short_profile_needs_enrichment"
"norm.md","Type","Norm","merge_into_index","norm/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"norm\Brandschutzanforderung.md","Norm","Brandschutzanforderung","semantic_move","leistungsanforderung/Brandschutzanforderung","norm/linked_standard_if_named","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.","requirement_misfiled_as_norm"
"norm\DIN_18940.md","Norm","DIN 18940","move_as_knot","norm/DIN_18940","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\DIN_EN_15804.md","Norm","DIN EN 15804","move_as_knot","norm/DIN_EN_15804","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\DIN_EN_15978.md","Norm","DIN EN 15978","move_as_knot","norm/DIN_EN_15978","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\EN_15804.md","Norm","EN 15804","move_as_knot","norm/EN_15804","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\EU_Taxonomie.md","Norm","EU-Taxonomie","move_as_knot","rechtliche_bedingung/EU_Taxonomie","datenmodell/Taxonomie","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\F90.md","Norm","F90","semantic_move","leistungsanforderung/F90","norm/linked_standard_if_named","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.","requirement_misfiled_as_norm"
"norm\Feuerwiderstand.md","Norm","Feuerwiderstand","semantic_move","leistungsanforderung/Feuerwiderstand","norm/linked_standard_if_named","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.","requirement_misfiled_as_norm"
"norm\index.md","Norm","Standards und Normen – Index","merge_into_index","norm/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"norm\ISO_14040.md","Norm","ISO 14040","move_as_knot","norm/ISO_14040","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\ISO_14044.md","Norm","ISO 14044","move_as_knot","norm/ISO_14044","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\ISO_20887.md","Norm","ISO 20887","move_as_knot","norm/ISO_20887","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"norm\R90.md","Norm","R90","semantic_move","leistungsanforderung/R90","norm/linked_standard_if_named","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.","requirement_misfiled_as_norm"
"norm\REI90.md","Norm","REI90","semantic_move","leistungsanforderung/REI90","norm/linked_standard_if_named","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.","requirement_misfiled_as_norm"
"norm\Wiederverwendungskriterien.md","Norm","Wiederverwendungskriterien","move_as_knot","norm/Wiederverwendungskriterien","","Keep actual standards as Norm; move requirement-like entries to Leistungsanforderung.",""
"ort.md","Type","Ort","merge_into_index","ort/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"ort\Barcelona.md","Ort","Barcelona","move_as_knot","ort/Barcelona","","Place knot; normalize city/region/country hierarchy.",""
"ort\Basel.md","Ort","Basel","move_as_knot","ort/Basel","","Place knot; normalize city/region/country hierarchy.",""
"ort\Berlin.md","Ort","Berlin","move_as_knot","ort/Berlin","","Place knot; normalize city/region/country hierarchy.",""
"ort\Berlin_Neukoelln.md","Ort","Berlin Neukoelln","move_as_knot","ort/Berlin_Neukoelln","","Place knot; normalize city/region/country hierarchy.",""
"ort\Bruessel.md","Ort","Bruessel","move_as_knot","ort/Bruessel","","Place knot; normalize city/region/country hierarchy.",""
"ort\Deutschland.md","Ort","Deutschland","move_as_knot","ort/Deutschland","","Place knot; normalize city/region/country hierarchy.",""
"ort\Europa.md","Ort","Europa","move_as_knot","ort/Europa","","Place knot; normalize city/region/country hierarchy.",""
"ort\Evere.md","Ort","Evere","move_as_knot","ort/Evere","","Place knot; normalize city/region/country hierarchy.",""
"ort\index.md","Ort","Index","merge_into_index","ort/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"ort\Kindl_Areal_Standort.md","Ort","Kindl Areal Standort","move_as_knot","ort/Kindl_Areal_Standort","","Place knot; normalize city/region/country hierarchy.",""
"ort\Mueggelsee.md","Ort","Mueggelsee","move_as_knot","ort/Mueggelsee","","Place knot; normalize city/region/country hierarchy.",""
"ort\Scwheiz.md","Ort","Schweiz","move_as_knot","ort/Schweiz","","Normalize typo in target ID; keep legacy path as alias/evidence.","typo_source_path_Scwheiz_should_be_Schweiz"
"ort\Walkeweg.md","Ort","Walkeweg","move_as_knot","ort/Walkeweg","","Place knot; normalize city/region/country hierarchy.",""
"person.md","Type","Person","merge_into_index","akteur/index","akteurtyp/Person","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"person\1wiederverwendung_interviewkontakte_geprueft_erweitert.md","","Wiederverwendung - Interviewkontakte","archive_as_source","quelle/1wiederverwendung_interviewkontakte_geprueft_erweitert","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\A_reuse_priority_A_contacts2.md","","","archive_as_source","quelle/A_reuse_priority_A_contacts2","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\B_Wiederverwendung_Interview_Prioritaet.md","","B — Wiederverwendung / Interview-Priorität","archive_as_source","quelle/B_Wiederverwendung_Interview_Prioritaet","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\C_Wiederverwendung_Interview_Prioritaet.md","","C — Wiederverwendung / Interview-Priorität","archive_as_source","quelle/C_Wiederverwendung_Interview_Prioritaet","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\cirkla_akteure_hohe_mittlere_relevanz.md","","Wiederverwendung – zusätzliche Cirkla-Akteure mit hoher und mittlerer Relevanz","archive_as_source","quelle/cirkla_akteure_hohe_mittlere_relevanz","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\desiree_mann.md","","Désirée / Desiree Mann — relevance to reuse","move_as_core","akteur/desiree_mann","akteurtyp/Person","Person becomes Akteur with type Person.",""
"person\ellen_macarthur.md","","Dame Ellen MacArthur — relevance to reuse","move_as_core","akteur/ellen_macarthur","akteurtyp/Person","Person becomes Akteur with type Person.",""
"person\fred_mudge.md","","Fred Mudge — relevance to reuse","move_as_core","akteur/fred_mudge","akteurtyp/Person","Person becomes Akteur with type Person.",""
"person\full updated 2 wiederverwendung_akteursliste_sterne_einliste.md","","Wiederverwendung — geprüfte Akteursliste mit Sterne-Priorität","archive_as_source","quelle/full_updated_2_wiederverwendung_akteursliste_sterne_einliste","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\full updated 3 wiederverwendung_akteursliste_sterne_einliste.md","","Wiederverwendung — Akteursliste sauber sortiert","archive_as_source","quelle/full_updated_3_wiederverwendung_akteursliste_sterne_einliste","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\full updated 4 v2 wiederverwendung_akteursliste_sterne_einliste.md","","Wiederverwendung — Akteure nach Rolle","archive_as_source","quelle/full_updated_4_v2_wiederverwendung_akteursliste_sterne_einliste","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\full updated 4 wiederverwendung_akteursliste_sterne_einliste.md","","Wiederverwendung — Akteursliste sauber sortiert","archive_as_source","quelle/full_updated_4_wiederverwendung_akteursliste_sterne_einliste","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\full updated wiederverwendung_akteursliste_sterne_einliste.md","","Wiederverwendung — Akteursliste als eine Prioritätsliste","archive_as_source","quelle/full_updated_wiederverwendung_akteursliste_sterne_einliste","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\gj_bart_van_den_brink.md","","G.J. / Bart van den Brink — relevance to reuse","move_as_core","akteur/gj_bart_van_den_brink","akteurtyp/Person","Person becomes Akteur with type Person.",""
"person\interviewkontakte_entwerfen_mit_bestand.md","","Wiederverwendung - Interviewkontakte geprüft/erweitert","archive_as_source","quelle/interviewkontakte_entwerfen_mit_bestand","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\last wiederverwendung_interview_links_aktualisiert.md","","Wiederverwendung - Interviewkontakte","archive_as_source","quelle/last_wiederverwendung_interview_links_aktualisiert","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\lets wiederverwendung_must_interview_tragende_bauteile.md","","","archive_as_source","quelle/lets_wiederverwendung_must_interview_tragende_bauteile","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\patrick_teuffel.md","","Patrick Teuffel — relevance to reuse","move_as_core","akteur/patrick_teuffel","akteurtyp/Person","Person becomes Akteur with type Person.",""
"person\README.md","","Wienerberger PDF — Extracted Names","archive_as_source","quelle/README","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\wiederverwendung_must_interview_prioritaet.md","","","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\wiederverwendung_must_interview_prioritaet_direkt_reuse.md","","","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet_direkt_reuse","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\wiederverwendung_must_interview_prioritaet_erweitert.md","","","archive_as_source","quelle/wiederverwendung_must_interview_prioritaet_erweitert","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\wiederverwendung_prioritaet_kompakt.md","","","archive_as_source","quelle/wiederverwendung_prioritaet_kompakt","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"person\wiederverwendung_structural_elements_filtered.md","","Filtered actors — Wiederverwendung mit tragenden / strukturellen Bauteilen","archive_as_source","quelle/wiederverwendung_structural_elements_filtered","","Contact/interview list; extract named people later as Akteur/person nodes.","contains_many_people_do_not_import_as_one_person"
"professur.md","Type","Professur","merge_into_index","akteurtyp/Professur","programm_kontext/Lehre_Forschung","Root type stub; preserve as actor/program context vocabulary, not a content node.","old_type_stub_only"
"projekt.md","Type","Projekt","merge_into_index","projekt_and_bauaufgabe_intervention/index","bauaufgabe_intervention/index","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
"projekt\Aufstockung.md","Projekt","","semantic_move","bauaufgabe_intervention/Aufstockung","","Old project folder mostly contains project/intervention types, not concrete projects.",""
"projekt\index.md","Projekt","","merge_into_index","bauaufgabe_intervention/index","","Preserve category overview, gaps, and important links in target entity index; do not create content node.","index_content_may_contain_unique_gaps_or_cluster_lists"
"projekt\Pilotprojekt.md","Projekt","","semantic_move","kontextmerkmal/Pilotprojekt","","Old project folder mostly contains project/intervention types, not concrete projects.",""
"projekt\Temporarer_Wiedereinbau.md","Projekt","","semantic_move","reuse_einsatzstatus/Temporaer","reuse_strategie/Temporaerer_Wiedereinbau","Old project folder mostly contains project/intervention types, not concrete projects.",""
"projekt\Umbau.md","Projekt","","semantic_move","bauaufgabe_intervention/Umbau","","Old project folder mostly contains project/intervention types, not concrete projects.",""
"projekt\Umnutzung.md","Projekt","","semantic_move","bauaufgabe_intervention/Umnutzung","","Old project folder mostly contains project/intervention types, not concrete projects.",""
"prompts.md","","Prompts","archive_as_source","meta_or_90_import_rohdaten/prompts","","Loose prompt/example note; preserve, do not create content graph node.",""
"prozessphase.md","Type","Prozessphase","merge_into_index","prozessphase/index","","Root category overview/type file; merge into new target index or archive as old schema note.","old_schema_file_not_content_node"
