id;cc;von;richtung;nach;beziehungsart;beschreibung;dauer;dauer_status;dauer_begruendung;dauer_warnung;type_correction;evidence_quote;evidence_url;dauer_evidence_quote;dauer_evidence_url
FR:K033;FR;Mobius Réemploi;—;CSTB;Konsortialpartner;Arbeiteten im SPIROU-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult;https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi;le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult;https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi
FR:K034;FR;CANCAN Architecture;—;REFAIR Bordeaux;Zusammenarbeit, Art unklar;Begleitete beim Reuse-Vorhaben.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;REFAIR accompagne CANCAN Architecture sur le réemploi.;https://refair-bm.fr/le-reemploi-cest-la-base/;REFAIR accompagne CANCAN Architecture sur le réemploi.;https://refair-bm.fr/le-reemploi-cest-la-base/
FR:K035;FR;CSTB;—;Bellastock;Konsortialpartner;Arbeiteten im FCRBE-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Bellastock et le CSTB en France, Bruxelles-Environnement, Belgian Building Research Institute (BBRI) et la Confédération de la Construction en Belgique, la School of Architecture and Design de l'Université de Brighton et l'opérateur;https://lecho-circulaire.com/le-projet-fcrbe-facilite-le-reemploi-dans-la-construction/;Bellastock et le CSTB en France, Bruxelles-Environnement, Belgian Building Research Institute (BBRI) et la Confédération de la Construction en Belgique, la School of Architecture and Design de l'Université de Brighton et l'opérateur;https://lecho-circulaire.com/le-projet-fcrbe-facilite-le-reemploi-dans-la-construction/
FR:K038;FR;CSTB;—;Institut National de l'Économie Circulaire (INEC);Konsortialpartner;Arbeiteten im LIFE-Waste2Build-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Le CSTB a rejoint le consortium ... avec l'Institut National de l'Économie Circulaire.;https://www.cstb.fr/toutes-les-actualites/economie-circulaire-batiment;Le CSTB a rejoint le consortium ... avec l'Institut National de l'Économie Circulaire.;https://www.cstb.fr/toutes-les-actualites/economie-circulaire-batiment
FR:K039;FR;CSTB;—;Booster du Réemploi (A4MT);Konsortialpartner;Arbeiteten im SPIROU-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult;https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi;le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult;https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi
FR:K041;FR;Lascombes Matériaux Anciens;A→B;Lascombes Matériaux Anciens Sud-Ouest;Konzernbindung;Führt Sud- als Regionaldepot.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Lascombes Sud-Ouest est le dépôt régional secondaire de l'entreprise.;https://www.lascombes-sud-ouest.fr/p-infos-pratiques_fr.htm;Lascombes Sud-Ouest est le dépôt régional secondaire de l'entreprise.;https://www.lascombes-sud-ouest.fr/p-infos-pratiques_fr.htm
FR:K044;FR;Booster du Réemploi (A4MT);—;CD2E;Kooperationsvereinbarung;Organisieren lokalen Reuse- gemeinsam.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;le CD2E et Action for Market Transformation – A4MT joignent leurs forces pour organiser un nouveau Booster du Réemploi local;https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/;le CD2E et Action for Market Transformation – A4MT joignent leurs forces pour organiser un nouveau Booster du Réemploi local;https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/
GB:K002;GB;Gardiner & Theobald;A→B;BedZED;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;led by the Peabody Trust in partnership with Bill Dunster Architects, Ellis & Moore Consulting Engineers, BioRegional, Arup and the cost consultants Gardiner and Theobald;https://en.wikipedia.org/wiki/BedZED;led by the Peabody Trust in partnership with Bill Dunster Architects, Ellis & Moore Consulting Engineers, BioRegional, Arup and the cost consultants Gardiner and Theobald;https://en.wikipedia.org/wiki/BedZED
GB:K003;GB;Gardiner & Theobald;A→B;55 Great Suffolk Street;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Gardiner & Theobald (Project Manager – reclaimed steel initiative);https://asbp.org.uk/case-studies/55-great-suffolk-street;Gardiner & Theobald (Project Manager – reclaimed steel initiative);https://asbp.org.uk/case-studies/55-great-suffolk-street
GB:K016;GB;CascadeUp;B→A;UCL Circular Economy Lab;Forschungsbegleitung;Forschungsbegleitung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The pilot, known as CascadeUp, brings our bio-based, circular economy research to life.;https://www.ucl.ac.uk/circular-economy-lab/research/reusing-wood-demolition-mass-timber-products;The pilot, known as CascadeUp, brings our bio-based, circular economy research to life.;https://www.ucl.ac.uk/circular-economy-lab/research/reusing-wood-demolition-mass-timber-products
GB:K017;GB;CascadeUp;B→A;UK CLT;Bauteillieferung;Lieferte Reuse-Holz.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;This pilot modular building uses glulamST for its structural frame, and CLST as wall and floor panels.;https://ukclt.com/;This pilot modular building uses glulamST for its structural frame, and CLST as wall and floor panels.;https://ukclt.com/
GB:K026;GB;Whitby Wood;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;The group has been founded by Buro Happold, Civic Engineers, Elliott Wood, Heyne Tillett Steel, Webb Yates Engineers and Whitby Wood, and is supported by The Institution of Structural Engineers.;https://terc.org.uk/news_launch/;The group has been founded by Buro Happold, Civic Engineers, Elliott Wood, Heyne Tillett Steel, Webb Yates Engineers and Whitby Wood, and is supported by The Institution of Structural Engineers.;https://terc.org.uk/news_launch/
GB:K030;GB;Brighton Waste House;B→A;Studierende, Schulkinder und Freiwillige;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;70 students worked on the Waste House in their workshops and over 250 students helped in total;https://www.brighton.ac.uk/mrm/building-the-future/index.aspx;70 students worked on the Waste House in their workshops and over 250 students helped in total;https://www.brighton.ac.uk/mrm/building-the-future/index.aspx
GB:K038;GB;Hastings Pier Visitor Centre;B→A;National Lottery Heritage Fund;Förderung;Förderung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Funding: Heritage Lottery Fund (£11.4 million grant);http://drmmstudio.com/project/hastings-pier/;Funding: Heritage Lottery Fund (£11.4 million grant);http://drmmstudio.com/project/hastings-pier/
GB:K041;GB;Holbein Gardens, London;B→A;Heyne Tillett Steel / HTS;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Engineers and consultants: TFT (Sustainability Consultant) HTS (Structural Engineer);https://asbp.org.uk/case-studies/holbein-gardens;Engineers and consultants: TFT (Sustainability Consultant) HTS (Structural Engineer);https://asbp.org.uk/case-studies/holbein-gardens
GB:K042;GB;Holbein Gardens, London;B→A;Cleveland Steel & Tubes;Bauteillieferung;Lieferte Reuse-Stahl.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Steel supplier: Cleveland Steel & Tubes;https://terc.org.uk/54-2/;Steel supplier: Cleveland Steel & Tubes;https://terc.org.uk/54-2/
GB:K044;GB;Holbein Gardens, London;B→A;TFT Consultants;Reuse-Konzept;Reuse-Konzept.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Engineers and consultants: TFT (Sustainability Consultant);https://asbp.org.uk/case-studies/holbein-gardens;Engineers and consultants: TFT (Sustainability Consultant);https://asbp.org.uk/case-studies/holbein-gardens
GB:K046;GB;Heyne Tillett Steel / HTS;B→A;Cleveland Steel & Tubes;Lieferbeziehung;Liefert Reuse-Stahl.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;We work closely with Cleveland Steel & Tubes.;https://hts.uk.com/news-views/the-future-of-steel-reuse/;We work closely with Cleveland Steel & Tubes.;https://hts.uk.com/news-views/the-future-of-steel-reuse/
GB:K047;GB;Heyne Tillett Steel / HTS;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Founding members include Heyne Tillett Steel.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Heyne Tillett Steel.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/
GB:K048;GB;Cleveland Steel & Tubes;A→B;Timber Square London;Bauteillieferung;Lieferte Reuse-Stahl.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;125 tonnes of reused steel were sourced from Cleveland Steel & Tubes.;https://timberdevelopment.uk/print-and-ink-buildings-timber-square/;125 tonnes of reused steel were sourced from Cleveland Steel & Tubes.;https://timberdevelopment.uk/print-and-ink-buildings-timber-square/
GB:K049;GB;Cleveland Steel & Tubes;A→B;55 Great Suffolk Street;Bauteillieferung;Lieferte Reuse-Stahl.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;11.1 tonnes of steel were procured from Cleveland Steel & Tubes.;https://asbp.org.uk/case-studies/55-great-suffolk-street;11.1 tonnes of steel were procured from Cleveland Steel & Tubes.;https://asbp.org.uk/case-studies/55-great-suffolk-street
GB:K051;GB;Cleveland Steel & Tubes;A→B;Elliott Wood;Lieferbeziehung;Liefert Reuse-Stahl.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered;https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project;Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered;https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project
GB:K052;GB;House of Fraser;B→A;FORE Partnership;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel
GB:K053;GB;House of Fraser;B→A;Willmott Dixon;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Collaboration between supply chain partners flagged the potential to reuse steel from the demolition of the House of Fraser building on Oxford Street;https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials;Collaboration between supply chain partners flagged the potential to reuse steel from the demolition of the House of Fraser building on Oxford Street;https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials
GB:K056;GB;House of Fraser;B→A;Webb Yates Engineers;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Webb Yates, the engineer appointed to TBC London, ensured there was a smooth transition for using the recycled materials in the Thames-side design;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;Webb Yates, the engineer appointed to TBC London, ensured there was a smooth transition for using the recycled materials in the Thames-side design;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel
GB:K059;GB;House of Fraser;B→A;Civic Engineers;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Structural engineer: Civic Engineers;https://www.building.co.uk/buildings/its-mandss-oxford-street-neighbour-and-its-being-refurbished-not-demolished/5129238.article;Structural engineer: Civic Engineers;https://www.building.co.uk/buildings/its-mandss-oxford-street-neighbour-and-its-being-refurbished-not-demolished/5129238.article
GB:K060;GB;House of Fraser;B→A;Studio PDP;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Studio PDP is leading the transformation of 318 Oxford Street.;https://studiopdp.com/blog/oxford-streets-sleeping-giant-awakens;Studio PDP is leading the transformation of 318 Oxford Street.;https://studiopdp.com/blog/oxford-streets-sleeping-giant-awakens
GB:K061;GB;Webb Yates Engineers;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Founding members include Webb Yates Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Webb Yates Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/
GB:K062;GB;Civic Engineers;—;Studio PDP;Gemeinsames Bauvorhaben;Planten 318 Oxford Street gemeinsam.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Structural and Facade Engineer: Civic Engineers;https://studiopdp.com/blog/permission-granted-318-oxford-street;Structural and Facade Engineer: Civic Engineers;https://studiopdp.com/blog/permission-granted-318-oxford-street
GB:K063;GB;Civic Engineers;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Founding members include Civic Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Civic Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/
GB:K068;GB;PLP Architecture London Studio Circular Fit-out;B→A;Method;Bauausführung;Führte Ausbauarbeiten aus.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/
GB:K071;GB;PLP Architecture London Studio Circular Fit-out;B→A;Grants of Shoreditch;Bauteillieferung;Lieferte Reuse-Marmor.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/
GB:K072;GB;Method;—;PLP Architecture;Gemeinsames Bauvorhaben;Gemeinsames Bauvorhaben.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Contractor Method;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/
GB:K075;GB;Grants of Shoreditch;A→B;PLP Architecture;Lieferbeziehung;Lieferte Reuse-Marmor.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/
GB:K078;GB;Roots in the Sky;B→A;AKT II;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;collaboration from AKT II, Gardiner & Theobald and Atelier Ten;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;collaboration from AKT II, Gardiner & Theobald and Atelier Ten;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits
GB:K083;GB;AKT II;A→B;55 Great Suffolk Street;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;AKT II was involved in assessing and repurposing the steel.;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;AKT II was involved in assessing and repurposing the steel.;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits
GB:K090;GB;Timber Square London;B→A;Opera Property & Asset Management;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Opera have led the procurement and management of the professional team, programming and contractor procurement strategy for the site;https://www.operapm.co.uk/place/our-projects/timber-square-southwark;Opera have led the procurement and management of the professional team, programming and contractor procurement strategy for the site;https://www.operapm.co.uk/place/our-projects/timber-square-southwark
GB:K092;GB;Opera Property & Asset Management;A→B;55 Great Suffolk Street;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Opera (Project Manager – 55 Great Suffolk Street);https://asbp.org.uk/case-studies/55-great-suffolk-street;Opera (Project Manager – 55 Great Suffolk Street);https://asbp.org.uk/case-studies/55-great-suffolk-street
GB:K093;GB;Hawkins\Brown;A→B;55 Great Suffolk Street;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Scope: Architecture;https://www.hawkinsbrown.com/projects/55-great-suffolk-street/;Scope: Architecture;https://www.hawkinsbrown.com/projects/55-great-suffolk-street/
GB:K095;GB;The Engineers Reuse Collective (TERC);B→A;Elliott Wood;Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Founding members include Elliott Wood.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Elliott Wood.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/
NL:K007;NL;Lagemaat Heerde;A→B;lcp-circulair;Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;LCP circulair is een samenwerking tussen cepezed projects en Lagemaat;https://lcp-circulair.nl/;LCP circulair is een samenwerking tussen cepezed projects en Lagemaat;https://lcp-circulair.nl/
NL:K009;NL;cepezed;A→B;The Green House Utrecht;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The circular and highly sustainable design was made by cepezed in commission of consortium R Creators.;https://www.cepezed.com/recent/circulair-paviljoen-the-green-house-geopend/;The circular and highly sustainable design was made by cepezed in commission of consortium R Creators.;https://www.cepezed.com/recent/circulair-paviljoen-the-green-house-geopend/
NL:K010;NL;cepezed;A→B;lcp-circulair;Gründung;Gründung als Mitgründerin.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Lcp circulair, a joint venture between cepezedprojects and Lagemaat.;https://iconrealestate.com/news/landmark-for-circular-innovation-circl-dismantling-to-commence/;Lcp circulair, a joint venture between cepezedprojects and Lagemaat.;https://iconrealestate.com/news/landmark-for-circular-innovation-circl-dismantling-to-commence/
NL:K011;NL;IMd Raadgevende Ingenieurs;A→B;BioPartner 5;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Constructief ontwerp: IMd Raadgevende Ingenieurs;https://www.staalmakers.nl/projecten/biopartner-5/;Constructief ontwerp: IMd Raadgevende Ingenieurs;https://www.staalmakers.nl/projecten/biopartner-5/
NL:K012;NL;IMd Raadgevende Ingenieurs;A→B;Montessori Maassluis;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Designteam: IMd Raadgevende Ingenieurs;https://www.kraaijvanger.nl/nl/projecten/montessori-maassluis;Designteam: IMd Raadgevende Ingenieurs;https://www.kraaijvanger.nl/nl/projecten/montessori-maassluis
NL:K014;NL;BioPartner 5;B→A;Popma ter Steege Architecten / PTSA;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Architectuur: Popma ter Steege Architecten;https://www.staalmakers.nl/projecten/biopartner-5/;Architectuur: Popma ter Steege Architecten;https://www.staalmakers.nl/projecten/biopartner-5/
NL:K016;NL;BioPartner 5;B→A;Vic Obdam Staalbouw;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Staalbouw: Vic Obdam Staalbouw;https://www.staalmakers.nl/projecten/biopartner-5/;Staalbouw: Vic Obdam Staalbouw;https://www.staalmakers.nl/projecten/biopartner-5/
NL:K019;NL;BioPartner 5;B→A;Leiden University;Bauteillieferung;Lieferte Reuse-Stahl.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The same beams have also been used for the circular construction of BioPartner 5 at the Leiden Bio Science Park.;https://www.universiteitleiden.nl/en/news/2020/11/gorlaeus-highrise-lives-on-in-two-new-buildings-in-leiden;The same beams have also been used for the circular construction of BioPartner 5 at the Leiden Bio Science Park.;https://www.universiteitleiden.nl/en/news/2020/11/gorlaeus-highrise-lives-on-in-two-new-buildings-in-leiden
NL:K025;NL;Jeugdkliniek Ithaka;B→A;Rothuizen Architecten / Taco Tuinhof;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Architect - Partner Taco Tuinhof;https://rothuizen-architecten.nl/project/circulair-gebouw-voor-kind-en-jeugdkliniek/;Architect - Partner Taco Tuinhof;https://rothuizen-architecten.nl/project/circulair-gebouw-voor-kind-en-jeugdkliniek/
NL:K027;NL;Jeugdkliniek Ithaka;B→A;ABT;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Houtconstructeur - ABT en Adviesbureau Lüning ontwierpen samen de hergebruikte houten draagconstructie voor de Emergis-kliniek.;https://luning.nl/projecten/zorgkliniek-emergis-kloetinge/;Houtconstructeur - ABT en Adviesbureau Lüning ontwierpen samen de hergebruikte houten draagconstructie voor de Emergis-kliniek.;https://luning.nl/projecten/zorgkliniek-emergis-kloetinge/
NL:K029;NL;Jeugdkliniek Ithaka;B→A;Rijkswaterstaat;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Het kantoor van Rijkswaterstaat in Terneuzen...is afgebroken en zoveel mogelijk materialen zijn hergebruikt voor de nieuwbouw van deze kliniek.;https://www.burobas.nl/project/emergis-ithaka-circulariteit-duurzaamheid-healing-environment-ontwerp;Het kantoor van Rijkswaterstaat in Terneuzen...is afgebroken en zoveel mogelijk materialen zijn hergebruikt voor de nieuwbouw van deze kliniek.;https://www.burobas.nl/project/emergis-ithaka-circulariteit-duurzaamheid-healing-environment-ontwerp
NL:K031;NL;Jeugdkliniek Ithaka;B→A;DWT Groep;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Aan DWT Groep werd gevraagd dit op te pakken.;https://demakersvanmorgen.com/ithaka-kliniek-circulair-en-energieneutraal/;Aan DWT Groep werd gevraagd dit op te pakken.;https://demakersvanmorgen.com/ithaka-kliniek-circulair-en-energieneutraal/
NL:K032;NL;Liander;B→A;Alliander / Liander;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Client: Alliander - VolkerWessels;https://www.rau.eu/portfolio/liander/;Client: Alliander - VolkerWessels;https://www.rau.eu/portfolio/liander/
NL:K034;NL;Liander;B→A;Madaster / Materialpass-Kontext;Bauteilinventarisierung;Bauteilinventarisierung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;We hadden toen al enige ervaring opgedaan met het gemeentehuis in Brummen [2011-2013] en het Alliander-kantoor in Duiven [2011-2015].;https://milieudatabase.nl/en/latest/news/en-madaster-we-willen-aansluiten-bij-datgene-wat-er-al-is/;We hadden toen al enige ervaring opgedaan met het gemeentehuis in Brummen [2011-2013] en het Alliander-kantoor in Duiven [2011-2015].;https://milieudatabase.nl/en/latest/news/en-madaster-we-willen-aansluiten-bij-datgene-wat-er-al-is/
NL:K035;NL;Liander;B→A;RAU;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bij de bouw van het complex zijn grondstoffen en materialen hergebruikt en gedocumenteerd in een grondstoffenpaspoort.;https://www.rau.eu/portfolio/liander/;Bij de bouw van het complex zijn grondstoffen en materialen hergebruikt en gedocumenteerd in een grondstoffenpaspoort.;https://www.rau.eu/portfolio/liander/
NL:K036;NL;Montessori Maassluis;B→A;Kraaijvanger Architects;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Kraaijvanger Architects is collaborating on this project with the client Stichting Montessorischolen Monton, A. de Jong Groep, Anculus, Vintis Installatieadviseurs, VIA landscape, IMd Raadgevende Ingenieurs, and Van Dijk Maasland B.V.;https://www.kraaijvanger.nl/en/news/de-handtekeningen-zijn-gezet-montessorischool-maassluis;Kraaijvanger Architects is collaborating on this project with the client Stichting Montessorischolen Monton, A. de Jong Groep, Anculus, Vintis Installatieadviseurs, VIA landscape, IMd Raadgevende Ingenieurs, and Van Dijk Maasland B.V.;https://www.kraaijvanger.nl/en/news/de-handtekeningen-zijn-gezet-montessorischool-maassluis
NL:K051;NL;SUPERLOCAL Expogebouw;B→A;HEEMwonen;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/
NL:K053;NL;SUPERLOCAL Expogebouw;B→A;IBA Parkstad;Reuse-Konzept;Reuse-Konzept.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/
NL:K054;NL;SUPERLOCAL Expogebouw;B→A;Maurer United;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;De architect Maurer United is in zijn ontwerp gebonden aan deze herbruikbare elementen in plaats van nieuwe onderdelen.;https://www.superlocal.eu/superlocal/expogebouw/;De architect Maurer United is in zijn ontwerp gebonden aan deze herbruikbare elementen in plaats van nieuwe onderdelen.;https://www.superlocal.eu/superlocal/expogebouw/
