"legacy_path","top_folder","legacy_type","title","bytes","heading_count","first_headings","url_count","wikilink_count","table_line_count","content_flags","migration_action","target_primary","target_secondary","risk_flags"
"prozessphase\Transport.md","prozessphase","Prozessphase","","12836","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziele der Phase | Inputs | Outputs | Typische Akteure","11","5","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","prozessphase/Transport","",""
"prozessphase\Wiedereinbau.md","prozessphase","Prozessphase","","13653","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziele der Phase | Inputs | Outputs | Typische Akteure","11","8","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","prozessphase/Wiedereinbau","",""
"pruefung\Abbrandbemessung.md","pruefung","PrÃ¼fung","","18713","18","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Abgrenzung zum Brandnachweis | Grundprinzip | Spezifische EingangsgrÃ¶ÃŸen bei wiederverwendetem Holz | Bemessungslogik","4","8","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Abbrandbemessung","",""
"pruefung\Brandnachweis.md","pruefung","PrÃ¼fung","","19137","18","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Schutzziele und Nachweisebene | Brandverhalten und Feuerwiderstand | Nachweisarten | PrÃ¼ffragen fÃ¼r wiederverwendete Bauteile","4","15","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Brandnachweis","",""
"pruefung\Eignungspruefung_Baulehm.md","pruefung","PrÃ¼fung","","17035","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Normenlage | MaterialqualitÃ¤t | PrÃ¼fmethoden | Einsatzgrenzen","4","6","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Eignungspruefung_Baulehm","",""
"pruefung\Geometrische_Vermessung.md","pruefung","PrÃ¼fung","","13521","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel | Typischer Ablauf | Typische Methoden | Aussagekraft","5","1","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Geometrische_Vermessung","",""
"pruefung\index.md","pruefung","PrÃ¼fung","PrÃ¼fungen â€“ Index","8735","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","0","0","numeric_or_metric_terms","merge_into_index","pruefung_nachweis/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"pruefung\Materialpruefung.md","pruefung","PrÃ¼fung","","16038","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel | Typischer Ablauf | Typische Methoden nach Material | Aussagekraft","4","6","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Materialpruefung","",""
"pruefung\Schadstoffscreening.md","pruefung","PrÃ¼fung","","16088","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel | Typischer Ablauf | HÃ¤ufige Schadstoffgruppen | Aussagekraft","9","6","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Schadstoffscreening","",""
"pruefung\Schweissbarkeitspruefung.md","pruefung","PrÃ¼fung","","16971","19","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | PrÃ¼fziel | Materialidentifikation | Chemische Analyse und KohlenstoffÃ¤quivalent | Mechanische und metallurgische PrÃ¼fungen","2","7","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Schweissbarkeitspruefung","",""
"pruefung\Sichtpruefung.md","pruefung","PrÃ¼fung","","13120","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel | Typischer Ablauf | Typische Werkzeuge | Typische sichtbare Befunde","5","6","0","component_inventory;external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Sichtpruefung","",""
"pruefung\Statische_Nachweisfuehrung.md","pruefung","PrÃ¼fung","","17509","18","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Nachweisebenen | Grundnormen und Bewertungsrahmen | Beweiskette fÃ¼r Wiederverwendung | Materialbezogene Besonderheiten","5","13","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Statische_Nachweisfuehrung","",""
"pruefung\Zugversuch.md","pruefung","PrÃ¼fung","","16237","19","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Normative Grundlage | PrÃ¼fgrÃ¶ÃŸen | Probenentnahme bei SekundÃ¤rstahl | Stichproben und Statistik","3","4","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Zugversuch","",""
"pruefung\Zustandsbewertung.md","pruefung","PrÃ¼fung","","14864","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ziel | Typischer Ablauf | Bewertungsdimensionen | Aussagekraft","7","7","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","pruefung_nachweis/Zustandsbewertung","",""
"prüfung.md","prüfung.md","Type","PrÃ¼fung","88","0","","0","0","0","","merge_into_index","pruefung_nachweis/index","","old_schema_file_not_content_node"
"recht.md","recht.md","Type","Recht","73","0","","0","0","0","","merge_into_index","rechtliche_bedingung/index","","old_schema_file_not_content_node"
"recht\Bauordnungsrecht.md","recht","Recht","","20736","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | 1. Grundlogik des Bauordnungsrechts | 2. Bauprodukt, Bausatz, Bauart | 3. Technische Baubestimmungen und MVV TB | 4. CE-Kennzeichnung, Ãœ-Zeichen und nationale Nachweise","9","14","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","rechtliche_bedingung/Bauordnungsrecht","",""
"recht\Gewaehrleistung.md","recht","Recht","","17347","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | 1. GewÃ¤hrleistung nach BGB bei Bauleistungen | 2. GewÃ¤hrleistung nach VOB/B | 3. Kaufrechtliche GewÃ¤hrleistung fÃ¼r gebrauchte Bauteile | 4. Beschaffenheitsvereinbarung als zentrales Reuse-Instrument","8","7","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","rechtliche_bedingung/Gewaehrleistung","",""
"recht\index.md","recht","Recht","Recht â€“ Index","6511","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","0","0","numeric_or_metric_terms","merge_into_index","rechtliche_bedingung/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"recht\Produkthaftung.md","recht","Recht","","16925","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | 1. Grundstruktur des deutschen Produkthaftungsrechts | 2. Wer ist Hersteller? | 3. Fehlerarten bei wiederverwendeten Bauprodukten | 4. Wiederverwendung, Aufbereitung und â€žwesentliche VerÃ¤nderungâ€œ","9","7","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","rechtliche_bedingung/Produkthaftung","",""
"recht\Vergaberecht.md","recht","Recht","","17429","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | 1. Grundprinzipien | 2. Reuse in der Leistungsbeschreibung | 3. ZulÃ¤ssige Kriterien | 4. Lebenszykluskosten und Wirtschaftlichkeit","11","9","0","component_inventory;external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","rechtliche_bedingung/Vergaberecht","",""
"recht\Zulassung_im_Einzelfall.md","recht","Recht","","17061","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | 1. Systematik: allgemeiner Nachweis vor Einzelfallnachweis | 2. ZiE fÃ¼r Bauprodukte | 3. vBG fÃ¼r Bauarten | 4. ZustÃ¤ndigkeit und Landesunterschiede","11","5","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","rechtliche_bedingung/Zulassung_im_Einzelfall","",""
"reuse_strategie\Adaptives_ReUse.md","reuse_strategie","Reuse-Strategie","Adaptives ReUse","14564","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typische Einsatzsituationen | Voraussetzungen | Entwurfsprinzipien | Bewertungskriterien","7","0","0","external_urls;has_sources_section;numeric_or_metric_terms","move_as_knot","reuse_strategie/Adaptives_ReUse","",""
"reuse_strategie\Design_for_Disassembly.md","reuse_strategie","Reuse-Strategie","Design for Disassembly","15597","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzipien | Anforderungen nach GebÃ¤udeschicht | Kriterien fÃ¼r DfD-taugliche Planung | Strategische Entscheidungen","10","8","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","reuse_strategie/Design_for_Disassembly","",""
"reuse_strategie\Direkte_Wiederverwendung.md","reuse_strategie","Reuse-Strategie","Direkte Wiederverwendung","16622","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typische Einsatzsituationen | Voraussetzungen | Belastbare Kriterien fÃ¼r Eignung | Vorteile","12","9","0","component_inventory;external_urls;wikilinks;has_sources_section;platform_terms;donor_receiver_terms;numeric_or_metric_terms","move_as_knot","reuse_strategie/Direkte_Wiederverwendung","",""
"reuse_strategie\index.md","reuse_strategie","Reuse-Strategie","Reuse-Strategien â€“ Index","5995","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","3","0","wikilinks;numeric_or_metric_terms","merge_into_index","reuse_strategie/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"reuse_strategie\Refurbishment.md","reuse_strategie","Reuse-Strategie","Refurbishment","15062","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typische Einsatzsituationen | Voraussetzungen | Typische MaÃŸnahmen nach Bauteilgruppe | Vorteile","9","9","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","reuse_strategie/Refurbishment","",""
"reuse_strategie\Umnutzung.md","reuse_strategie","Reuse-Strategie","Umnutzung","14386","13","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typische Einsatzsituationen | Voraussetzungen | Belastbare Kriterien zur Bewertung | Vorteile","6","4","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","reuse_strategie/Umnutzung","",""
"reuse_strategie\Weiterbauen_im_Bestand.md","reuse_strategie","Reuse-Strategie","Weiterbauen im Bestand","14269","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typische Einsatzsituationen | Voraussetzungen | Entwurfs- und Konstruktionsprinzipien | Bewertungskriterien","12","2","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","reuse_strategie/Weiterbauen_im_Bestand","",""
"reuse-strategie.md","reuse-strategie.md","Type","Reuse-Strategie","96","0","","0","0","0","","merge_into_index","reuse_strategie/index","","old_schema_file_not_content_node"
"schadstoff.md","schadstoff.md","Type","Schadstoff","90","0","","0","0","0","","merge_into_index","schadstoff/index","","old_schema_file_not_content_node"
"schadstoff\Asbest.md","schadstoff","Schadstoff","","12865","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Erkennung und typische Vorkommen | Gesundheits- und Umweltrelevanz | RÃ¼ckbaukonsequenzen | PrÃ¼fstrategien","9","9","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","schadstoff/Asbest","",""
"schadstoff\Bleifarbe.md","schadstoff","Schadstoff","","11455","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Erkennung und typische Vorkommen | Gesundheits- und Umweltrelevanz | RÃ¼ckbaukonsequenzen | PrÃ¼fstrategien","8","6","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","schadstoff/Bleifarbe","",""
"schadstoff\Holzschutzmittel.md","schadstoff","Schadstoff","","12380","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Erkennung und typische Vorkommen | Gesundheits- und Umweltrelevanz | RÃ¼ckbaukonsequenzen | PrÃ¼fstrategien","9","7","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","schadstoff/Holzschutzmittel","",""
"schadstoff\index.md","schadstoff","Schadstoff","Schadstoffe â€“ Index","6911","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","0","0","numeric_or_metric_terms","merge_into_index","schadstoff/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"schadstoff\PAK.md","schadstoff","Schadstoff","","11475","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Erkennung und typische Vorkommen | Gesundheits- und Umweltrelevanz | RÃ¼ckbaukonsequenzen | PrÃ¼fstrategien","9","9","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","schadstoff/PAK","",""
"schadstoff\PCB.md","schadstoff","Schadstoff","","12703","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Erkennung und typische Vorkommen | Gesundheits- und Umweltrelevanz | RÃ¼ckbaukonsequenzen | PrÃ¼fstrategien","9","8","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","schadstoff/PCB","",""
"software.md","software.md","Type","Software","91","0","","0","0","0","","merge_into_index","software_digitaltool/index","tooltyp/index","old_schema_file_not_content_node"
"software\klimaschutz-konfigurator\index.md","software","Software","","131","0","","1","0","0","external_urls","move_as_core","software_digitaltool/klimaschutz_konfigurator","","nested_index_is_content_node_not_category_index"
"software\one-click-lca\index.md","software","Software","","25558","0","","42","0","0","external_urls;certification_terms;numeric_or_metric_terms","move_as_core","software_digitaltool/one_click_lca","","nested_index_is_content_node_not_category_index"
"software\Rhino.md","software","Software","","23","0","","0","0","0","","move_as_core","software_digitaltool/Rhino","",""
"software\sia-261-bezugshöhe\index.md","software","Software","","43","0","","1","0","0","external_urls","move_as_core","software_digitaltool/sia_261_bezugshoehe","","nested_index_is_content_node_not_category_index"
"tool.md","tool.md","Type","Tool","75","0","","0","0","0","","merge_into_index","software_digitaltool/index","tooltyp/index","old_type_stub_only"
"tools\mirakel.md","tools","Tool","MIRAKEL â€” Mixed Reality and AI for urban mining and reuse assessment","5164","10","Research positioning | Main reuse problem addressed | How it supports reuse | Typical data inputs | Typical outputs | Place in a reuse workflow | Relevance to circular construction research | Strengths for reuse","3","0","0","external_urls;numeric_or_metric_terms","move_as_core","software_digitaltool/mirakel","",""
"tools\recreate_studio.md","tools","Tool","ReCreate Studio","5812","10","Research positioning | Main reuse problem addressed | How it supports reuse | Typical data inputs | Typical outputs | Place in a reuse workflow | Relevance to circular construction research | Strengths for reuse","3","0","0","external_urls;donor_receiver_terms;numeric_or_metric_terms","move_as_core","software_digitaltool/recreate_studio","",""
"tragwerkssystem.md","tragwerkssystem.md","Type","Tragwerkssystem","101","0","","0","0","0","","merge_into_index","bauweise_bausystem_tragwerk/index","","old_schema_file_not_content_node"
"tragwerkssystem\Aufstockung_in_Holzbauweise.md","tragwerkssystem","Tragwerkssystem","","10466","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemlogik | FÃ¼gungsprinzipien | Demontierbarkeit und Bauteilpass | PrÃ¼f- und Nachweisfragen","6","6","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","semantic_split","bauaufgabe_intervention/Aufstockung","bauweise/Holzbauweise; tragwerkstyp/Holztragwerk","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Betonfertigteil_System.md","tragwerkssystem","Tragwerkssystem","","9805","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemtypen | FÃ¼gungs- und Demontageprinzipien | PrÃ¼f- und Nachweisfragen | ReUse-Potenziale","5","6","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","semantic_split","bausystem/Betonfertigteil_System","tragwerkstyp/Betonfertigteiltragwerk; bauteiltyp/Betonfertigteil","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Dachtragwerk_und_Fachwerk.md","tragwerkssystem","Tragwerkssystem","","8794","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typologien | FÃ¼gungsprinzipien | Demontage und Wiederverwendung | PrÃ¼f- und Schadensbilder","5","3","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","semantic_split","tragwerkstyp/Dachtragwerk","tragwerksprinzip/Fachwerk; bauteiltyp/Fachwerktraeger","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Design_for_Disassembly.md","tragwerkssystem","Tragwerkssystem","","9257","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzipien | Entwurfsregeln fÃ¼r Tragwerkssysteme | DfD auf Systemebene | Bewertungskriterien","9","5","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","semantic_split","reuse_strategie/Design_for_Disassembly","methode/Design_for_Disassembly; tragwerkstyp/Demontierbares_Tragwerk","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Holz_Skelettbau.md","tragwerkssystem","Tragwerkssystem","","8357","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemlogik | FÃ¼gungen | PrÃ¼fung und Re-Qualifizierung | ReUse-Potenziale","4","6","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","semantic_split","bausystem/Holz_Skelettbau","tragwerkstyp/Holz_Skeletttragwerk; material/Holz","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\index.md","tragwerkssystem","Tragwerkssystem","Tragwerkssysteme â€“ Index","6674","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","3","0","wikilinks;certification_terms;numeric_or_metric_terms","merge_into_index","bauweise_bausystem_tragwerk/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"tragwerkssystem\Reversible_Fuegung.md","tragwerkssystem","Tragwerkssystem","","9037","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundanforderungen | Verbindungstypen | Entwurfsprinzipien | Bewertungsfragen","7","9","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","semantic_split","fuegung_verbindung/Reversible_Fuegung","tragwerkstyp/Demontierbares_Tragwerk","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Skelettbauweise.md","tragwerkssystem","Tragwerkssystem","","8152","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemlogik | Differenzierung zu Stahl- und Holz-Skelettbau | DfD-Kriterien fÃ¼r Skelettsysteme | ReUse-Szenarien","5","11","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","semantic_split","tragwerksprinzip/Skelettbauweise","tragwerkstyp/Skeletttragwerk","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\Stahl_Skelettbau.md","tragwerkssystem","Tragwerkssystem","","8410","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemtypen | ReUse-Hierarchie | FÃ¼gungsprinzipien | PrÃ¼fung und Nachweis","6","4","0","external_urls;wikilinks;has_sources_section","semantic_split","bausystem/Stahl_Skelettbau","tragwerkstyp/Stahl_Skeletttragwerk; material/Stahl","old_type_tragwerkssystem_overgeneralized"
"tragwerkssystem\to_sort\Betonfertigteile.md","tragwerkssystem","Tragwerkssystem","","38959","9","Prompt 1 | Bericht 1: Wiederverwendung von Baukomponenten und Baumaterialien in Betonfertigteilsystemen â€“ Ein technischer und strategischer Leitfaden | 1. Executive Summary | Prompt 2 | Bericht 2: Wiederverwendung von Baukomponenten im Tragwerk â€“ Fokus Betonfertigteiltragwerke | 1. Kurzfassung | Prompt 3 | Bericht 3: Technischer Bericht â€“ Wiederverwendung von Betonfertigteilen im Tragwerk","0","0","0","source_conflict;certification_terms;donor_receiver_terms;numeric_or_metric_terms","semantic_review_split","bauteiltyp/Betonfertigteil","bausystem/Betonfertigteil_System","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Deckenplatten.md","tragwerkssystem","Tragwerkssystem","","31246","0","","0","0","0","platform_terms;numeric_or_metric_terms","semantic_review_split","bauteiltyp/Deckenplatte","tragwerkstyp/Plattentragwerk","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Holztragwerk.md","tragwerkssystem","Tragwerkssystem","","45563","12","Prompt 1 | Bericht 1: Wiederverwendung von Baukomponenten und Baumaterialien in Holztragwerken | 1. Executive Summary | Anhang | Bericht 1 (Variante 2): Wiederverwendung von Baukomponenten und Baumaterialien in Holztragwerken | 1. Executive Summary | Prompt 2 | Bericht 2: Wiederverwendung von Baukomponenten und Baumaterialien im Tragwerk â€“ Fokus auf Holztragwerke / Holzskelettbau / Holzmodulbau / Mass Timber / CLT / Brettschichtholz","0","6","0","source_conflict;wikilinks;numeric_or_metric_terms","semantic_review_split","tragwerkstyp/Holztragwerk","material/Holz","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\index.md","tragwerkssystem","Tragwerkssystem","Allgemeines Tragwerk â€“ Wiederverwendung im Bauwesen","63144","22","Inhaltsverzeichnis | Sektion 1 â€“ Ausgangslage und Relevanz | Prompt | Bericht â€“ Strategische Relevanz tragender Bestandsstrukturen fÃ¼r die Kreislaufwirtschaft | Sektion 2 â€“ Normative und rechtliche Grundlagen | Prompt | Bericht â€“ Normative und rechtliche Grundlagen der Tragwerkswiederverwendung | Sektion 3 â€“ Technische Bewertung nach Materialgruppen","0","0","62","certification_terms;platform_terms;numeric_or_metric_terms","merge_into_index","bauweise_bausystem_tragwerk/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"tragwerkssystem\to_sort\Ortbeton.md","tragwerkssystem","Tragwerkssystem","","40973","7","Prompt 1 | Bericht 1: Technischer Bericht â€“ Wiederverwendung von Baukomponenten aus Ort- und Stahlbeton | 1. Executive Summary | Anhang | Prompt 2 | Bericht 2: Wiederverwendung von Baukomponenten und Baumaterialien im Tragwerk â€“ Fokus auf Ortbeton- und Stahlbetontragwerke | 1. Kurzfassung","2","0","0","source_conflict;external_urls;platform_terms;donor_receiver_terms;numeric_or_metric_terms","semantic_review_split","bauweise/Ortbetonbauweise","tragwerkstyp/Ortbetontragwerk; material/Beton","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Tragende_Wände_Kerne.md","tragwerkssystem","Tragwerkssystem","","22889","0","","0","0","0","platform_terms;numeric_or_metric_terms","semantic_review_split","bauteiltyp/Tragende_Wand","bauteiltyp/Kern; tragwerksprinzip/Wand_Kern_Tragwerk","unsorted_content_do_not_autoload"
"tragwerkssystem\to_sort\Träger.md","tragwerkssystem","Tragwerkssystem","","25256","4","Bericht 1: ZirkulÃ¤re Tragwerksplanung â€“ Technische und regulatorische Leitlinien fÃ¼r die Wiederverwendung von TrÃ¤gern und Balken | 1. Paradigmenwechsel im Bauwesen: Von der Abfallwirtschaft zur zirkulÃ¤ren WertschÃ¶pfung | Bericht 2: Wiederverwendung von Tragwerkselementen (Stahl, Holz, Beton) und SekundÃ¤rbauteilen | 1. Definition und Abgrenzung","0","0","0","platform_terms;donor_receiver_terms;numeric_or_metric_terms","semantic_review_split","bauteiltyp/Traeger","","unsorted_content_do_not_autoload"
"tragwerkssystem\Tragende_Wand.md","tragwerkssystem","Tragwerkssystem","","8263","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Systemtypen | Umbaustrategien im Bestand | Demontierbarkeit | PrÃ¼f- und Nachweisfragen","4","5","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","semantic_split","bauteiltyp/Tragende_Wand","tragwerksprinzip/Wandtragwerk","old_type_tragwerkssystem_overgeneralized"
"verbindung.md","verbindung.md","Type","Verbindung","85","0","","0","0","0","","merge_into_index","fuegung_verbindung/index","","old_schema_file_not_content_node"
"verbindung\index.md","verbindung","Verbindung","Verbindungen â€“ Index","6047","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","0","0","numeric_or_metric_terms","merge_into_index","fuegung_verbindung/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"verbindung\Klemmverbindung.md","verbindung","Verbindung","","13541","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Wirkprinzipien | LÃ¶sbar oder nicht lÃ¶sbar | Bemessungs- und Nachweisaspekte | PrÃ¼fbarkeit","7","11","7","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","fuegung_verbindung/Klemmverbindung","",""
"verbindung\Stahlseil.md","verbindung","Verbindung","","73","0","","0","0","0","","move_as_knot","fuegung_verbindung/Stahlseil","",""
