"fallstudie","reuse_einsatz","legacy_path","bauteil","material","herkunft","menge_umfang"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Hotelöffnungen","alte Shoji-Schirme und Glastüren","alte Häuser / Spenden","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__003__Terrazzo_M_rtelboden_Reuse_Shop","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Terrazzo-/Mörtelboden Reuse Shop","Glas- und Keramikscherben, Geschirr","gespendete/gebrochene Glas- und Keramikteile","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__004__Mosaikboden_Community_Hall","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Mosaikboden Community Hall","ausrangierte Fliesen","Spenden / Rückbau unbekannt","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__005__Fliesen_unter_Traufe_Regenf_nger_Rand","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Fliesen unter Traufe / Regenfänger-Rand","alte Fliesen","von Einwohner bei Leerhausauflösung eingebracht","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__006__Au_enwand_Receiving_wall_Elemente","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Außenwand-/Receiving-wall-Elemente","alte Rathauswandteile","altes Rathaus, vor Abriss","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__007__B_cherregal","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Bücherregal","blaue Lagercontainer von Shiitake-Farm","landwirtschaftliche Container","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__008__Hotelsofas_Vorh_nge_Betten","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Hotelsofas / Vorhänge / Betten","gemischte Reuse-Materialien","alte Betten, Stoffreste etc.","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__009__Tragstruktur","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Tragstruktur","lokales Holz/Zedernholz","Kamikatsu-Wald/Region","unbekannt"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__010__TGA","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","TGA","unbekannt","unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Au_entreppe","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Außentreppe","Stahl, weitere Materialien unbekannt","Rückbauobjekt, genaue Herkunft unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Vordach / Pergola","Stahl/Holz","teils Re-Use; Stahlpergola vormals Einkaufswagendepot","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__003__Holzst_tzen","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Holzstützen","Holz","unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__004__Stahlkonstruktion_Beschattung","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Stahlkonstruktion Beschattung","Stahl","Rückbauobjekt / Einkaufswagendepot für Pergola","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__005__Gel_nder_Br_stungsgel_nder","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Geländer / Brüstungsgeländer","Metall","Rückbauobjekt unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__006__Stahltr_ger_Unterz_ge_St_tzen","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Stahlträger / Unterzüge / Stützen","Stahl","teils Re-Use; genaue Herkunft unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__007__Brandschutzt_ren","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Brandschutztüren","Türblatt/Zarge, Material unbekannt","Schulhaus Lavater","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__008__Akustikelemente_Deckenpaneele","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Akustikelemente / Deckenpaneele","unbekannt","Rückbauobjekte","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Sanitärapparate / Lavabos / Toiletten","Keramik/Metall","ehemalige Wohnungen / Rückbauquellen","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__gebrauchte_K_che","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","gebrauchte Küche","gemischt","Occasions-/Reuse-Bestand, genaue Herkunft unbekannt","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__011__Pflanztr_ge","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Pflanztröge","unbekannt","Re-Use","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__012__Garderoben","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Garderoben","unbekannt","Re-Use / Occasionslager","unbekannt"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__013__Mobiliar_Ger_te","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Mobiliar/Geräte","gemischt","städtische Occasionslager","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","Gebäude\Liander_Alliander_HQ_Duiven.md","Bestandsgebäude / Hauptstruktur","Beton/Stahl unbekannt","Bestand vor Ort","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__002__gemeinsame_berdachung_Atriumh_lle","Gebäude\Liander_Alliander_HQ_Duiven.md","gemeinsame Überdachung / Atriumhülle","Holz/Stahl/Glas/ETFE unbekannt","überwiegend neu / Materialherkunft unklar","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__003__wiederverwendete_Innenausbau_Elemente","Gebäude\Liander_Alliander_HQ_Duiven.md","wiederverwendete Innenausbau-Elemente","unbekannt","Bestand / Donor unbekannt","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__004__Fassaden_H_llbauteile","Gebäude\Liander_Alliander_HQ_Duiven.md","Fassaden-/Hüllbauteile","unbekannt","Bestand / Donor unbekannt","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__005__TGA_technische_Elemente","Gebäude\Liander_Alliander_HQ_Duiven.md","TGA / technische Elemente","unbekannt","unbekannt","unbekannt"
"Liander_Alliander_HQ_Duiven","Liander_Alliander_HQ_Duiven__006__Materialpass_dokumentierte_Materialien","Gebäude\Liander_Alliander_HQ_Duiven.md","Materialpass / dokumentierte Materialien","diverse","Projektinventar","unbekannt"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Fassadenziegel","Ziegel","unbekannt; Reuse-Ziegel, vermutlich über Reuse-Markt","205 m²"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__002__Holzstruktur","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Holzstruktur","Holz","neu / unbekannt","unbekannt"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__003__Dachziegel_Dach","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Dachziegel / Dach","Ziegel / Dachdeckung","unbekannt","unbekannt"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__004__Glasgang","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Glasgang","Glas / Metall unbekannt","neu/unbekannt","unbekannt"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__005__T_ren_Fenster","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Türen/Fenster","unbekannt","unbekannt","unbekannt"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Hohlkörperdecken","Spannbeton/Fertigbeton","Bürogebäude aus frühen 1980er Jahren, Tampere-Zentrum","27 Stück"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__002__Tr_ger_St_tzen","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Träger/Stützen","unbekannt","unbekannt","unbekannt"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__003__Fassaden","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Fassaden","unbekannt","unbekannt","unbekannt"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__004__TGA","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","TGA","unbekannt","unbekannt","unbekannt"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__005__T_ren_Fenster_Sanit_r_Beleuchtung","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Türen/Fenster/Sanitär/Beleuchtung","unbekannt","unbekannt","unbekannt"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__001__Stahlprofile","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Stahlprofile","Stahl","Block 3000, Metallrahmen","11,8 t"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__002__Blech_aus_B_den","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Blech aus Böden","Stahlblech / sheet metal","Böden Block 3000","61 m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__003__Stahlfassadenpaneele","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Stahlfassadenpaneele","Stahl, teilweise grün lackiert","Fassade Block 3000","Menge unbekannt"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Akustikpaneele","Gips-Akustikpaneele","abgehängte Decken Block 3000","419 m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__005__Metall_Deckenpaneele","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Metall-Deckenpaneele","Metall","abgehängte Decken Block 3000","12 Stück / 4,3 m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__006__Stra_enpflasterplatten","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Straßenpflasterplatten","Beton/Stein, unbekannt","unbekannt / geliefert von Landschaftsbaufirma","135 m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fertigbetonelemente_als_Rinnen","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Fertigbetonelemente als Rinnen","Betonfertigteile","Bauarbeiten / Bestand","38 Stück"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__008__Palettenholz_B_nke","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Palettenholz-Bänke","Holz","Palettenholz","unbekannt"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bibliotheksm_bel","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Bibliotheksmöbel","Möbel","gleiches Gebäude","unbekannt"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","RC-Zuschläge","Betonbruch","Rückbau Block 3000","60 % Anteil in Betonrezeptur"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__011__Bestand_Block_6000","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Bestand Block 6000","Holzbau / Bestand","Block 6000","Großteil erhalten"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__001__T_ren","Gebäude\Maison_des_Canaux_Paris.md","Türen","Holz/Metall unbekannt","Reuse-Quellen unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__002__Boden_Wandbel_ge","Gebäude\Maison_des_Canaux_Paris.md","Boden-/Wandbeläge","Holz, Fliesen, sonstige Materialien unbekannt","unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","Gebäude\Maison_des_Canaux_Paris.md","Sanitärkeramik / Sanitärteile","Keramik / Metall","unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__004__Beleuchtung_technische_Elemente","Gebäude\Maison_des_Canaux_Paris.md","Beleuchtung / technische Elemente","unbekannt","unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__005__Fenster","Gebäude\Maison_des_Canaux_Paris.md","Fenster","unbekannt","unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__006__feste_Einbauten","Gebäude\Maison_des_Canaux_Paris.md","feste Einbauten","Holz/Metall unbekannt","unbekannt","unbekannt"
"Maison_des_Canaux_Paris","Maison_des_Canaux_Paris__007__Tragwerk_Bestand","Gebäude\Maison_des_Canaux_Paris.md","Tragwerk Bestand","unbekannt","Bestand vor Ort","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__001__u_ere_Ziegelw_nde","Gebäude\Maison_DnA_Asse.md","äußere Ziegelwände","wiederverwendeter Ziegel","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__002__flaches_Dach","Gebäude\Maison_DnA_Asse.md","flaches Dach","unbekannt","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__003__innere_Box","Gebäude\Maison_DnA_Asse.md","innere Box","Holzrahmen","neu / unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__004__Decken","Gebäude\Maison_DnA_Asse.md","Decken","Holz / unbekannt","neu / unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__005__Fassaden_ffnungen_Fenster","Gebäude\Maison_DnA_Asse.md","Fassadenöffnungen / Fenster","unbekannt","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__006__T_ren","Gebäude\Maison_DnA_Asse.md","Türen","unbekannt","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__007__Treppen","Gebäude\Maison_DnA_Asse.md","Treppen","unbekannt","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__008__Innenw_nde","Gebäude\Maison_DnA_Asse.md","Innenwände","Holzrahmen / unbekannt","neu / unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__009__D_mmung","Gebäude\Maison_DnA_Asse.md","Dämmung","unbekannt","neu / unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__010__TGA","Gebäude\Maison_DnA_Asse.md","TGA","unbekannt","unbekannt","unbekannt"
"Maison_DnA_Asse","Maison_DnA_Asse__011__feste_Einbauten","Gebäude\Maison_DnA_Asse.md","feste Einbauten","unbekannt","unbekannt","unbekannt"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__001__Fassaden_Claustra_Ziegel","Gebäude\Maison_Vignette_Auderghem.md","Fassaden-Claustra-Ziegel","Large/Grote Boomse Steen, Ziegel 205 x 55 x 100 mm","Franck Bricks / lokaler Reuse-Händler","3.000 Stück / 36 m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__002__Restliche_Ziegel","Gebäude\Maison_Vignette_Auderghem.md","Restliche Ziegel","gleicher Lot","Baustellenüberschuss","Menge unbekannt"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__003__Wandfliesen","Gebäude\Maison_Vignette_Auderghem.md","Wandfliesen","Stein / geschnittene Platte, aus Solvay-Gebäude","Rotor DC","21 m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__004__Bodenfliesen","Gebäude\Maison_Vignette_Auderghem.md","Bodenfliesen","Terrakotta","Rotor DC","13,5 m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__005__Blausteinplatten","Gebäude\Maison_Vignette_Auderghem.md","Blausteinplatten","Pierre bleue / Blaustein","2emain.be Kleinanzeigen","40 m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__006__Sanit_robjekte","Gebäude\Maison_Vignette_Auderghem.md","Sanitärobjekte","Keramik/Metall unbekannt","Rotor DC","Menge nicht vollständig; SDB-Becken, Vasques, Atelierbecken"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__007__Tragstruktur","Gebäude\Maison_Vignette_Auderghem.md","Tragstruktur","Holz","neu, lokal/nachhaltig bewirtschaftet laut FCRBE","unbekannt"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__008__Strohballen","Gebäude\Maison_Vignette_Auderghem.md","Strohballen","Stroh","neu","unbekannt"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__009__Hanf_Kalk_Bl_cke","Gebäude\Maison_Vignette_Auderghem.md","Hanf-Kalk-Blöcke","Hanf/Kalk","neu","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__001__Wandplatten","Gebäude\Mehrow_Pilot_House.md","Wandplatten","Stahlbetonfertigteil / WBS70","Marzahner Plattenbau","22 Stück"
"Mehrow_Pilot_House","Mehrow_Pilot_House__002__Deckenplatten","Gebäude\Mehrow_Pilot_House.md","Deckenplatten","Stahlbetonfertigteil / WBS70","Marzahner Plattenbau","27 Stück"
"Mehrow_Pilot_House","Mehrow_Pilot_House__003__Betonvolumen_gesamt","Gebäude\Mehrow_Pilot_House.md","Betonvolumen gesamt","Stahlbeton","WBS70","118 m³"
"Mehrow_Pilot_House","Mehrow_Pilot_House__004__Fenster","Gebäude\Mehrow_Pilot_House.md","Fenster","unbekannt","unbekannt","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__005__T_ren","Gebäude\Mehrow_Pilot_House.md","Türen","unbekannt","unbekannt","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__006__Dach","Gebäude\Mehrow_Pilot_House.md","Dach","unbekannt; Flachdachhaus laut PRECS","unbekannt","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__007__Treppe","Gebäude\Mehrow_Pilot_House.md","Treppe","unbekannt","unbekannt","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__008__TGA","Gebäude\Mehrow_Pilot_House.md","TGA","unbekannt","unbekannt","unbekannt"
"Mehrow_Pilot_House","Mehrow_Pilot_House__009__D_mmung","Gebäude\Mehrow_Pilot_House.md","Dämmung","unbekannt / hochwertig laut Pressekontext allgemein","unbekannt","unbekannt"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Hohlkörperdecken","Spannbeton/Fertigbeton","Suutarila community centre, Helsinki, Baujahr 1981","64 Stück; ca. 350 m² nach YIT; fast 400 m² nach Consolis"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__W_rmed_mmung_an_slabs","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Wärmedämmung an slabs","Dämmstoff unbekannt","neu ergänzt","unbekannt"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__003__Bodenaufbau","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Bodenaufbau","unbekannt","Neubau","unbekannt"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__TGA_Durchdringungen","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","TGA-Durchdringungen","unbekannt","Neubau/Refurbishment","unbekannt"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Fassaden_Fenster_T_ren_Sanit_r","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Fassaden/Fenster/Türen/Sanitär","unbekannt","unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__001__Hohlk_rperdecken_hollow_core_slabs","Gebäude\Montessori_Maassluis.md","Hohlkörperdecken / hollow core slabs","Beton/Spannbeton vermutlich","unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__002__Holzst_tzen","Gebäude\Montessori_Maassluis.md","Holzstützen","Holz","neu/unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__003__Dach_mit_vorbereitetem_Ausbau_Gem_segarten","Gebäude\Montessori_Maassluis.md","Dach mit vorbereitetem Ausbau/Gemüsegarten","unbekannt","neu/unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__004__Sonnenschutz_awnings","Gebäude\Montessori_Maassluis.md","Sonnenschutz / awnings","unbekannt","neu/unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__005__Fassade_Fenster","Gebäude\Montessori_Maassluis.md","Fassade/Fenster","unbekannt","unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__006__Innenw_nde_Lernpl_tze","Gebäude\Montessori_Maassluis.md","Innenwände/Lernplätze","unbekannt","unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__007__TGA","Gebäude\Montessori_Maassluis.md","TGA","unbekannt","unbekannt","unbekannt"
"Montessori_Maassluis","Montessori_Maassluis__008__Sanit_r","Gebäude\Montessori_Maassluis.md","Sanitär","unbekannt","unbekannt","unbekannt"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__001__Blausteinbl_cke_Fassadenplatten","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Blausteinblöcke / Fassadenplatten","Belgischer Blaustein","ursprüngliche Fassade MULTI","82 Blöcke bzw. ca. 280 m² / 140 t in Salvage-Bericht"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__002__Blaustein_Flagstones","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Blaustein-Flagstones","Naturstein","Platz in Brügge","unbekannt"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__003__Granitboden","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Granitboden","geflammter Granit","Générale de Banque","unbekannt"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__004__Granitplatten_Terrasse","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Granitplatten Terrasse","Granit","Pariser Bürogebäude / extern","unbekannt / Cordeel nennt 400 recovered granite tiles"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__005__Aluminiumprofile","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Aluminiumprofile","Aluminium","Brouckère Tower","ca. 1.300 m"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__006__Aufzugsmotoren","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Aufzugsmotoren","Metall / Technik","Bestand MULTI","unbekannt"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__007__T_ren_W_nde_Einbauten","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Türen / Wände / Einbauten","Holz/Metall/sonstige","C-wood / Projektlieferungen","unbekannt"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__001__Fassadenziegel","Gebäude\Musee_de_Folklore_Mouscron.md","Fassadenziegel","Ziegel","acht Abbruch-/Demolitionsstandorte in Mouscron; u. a. Arbeiterhäuser, Fabriken, bürgerliches Haus, Bauernhof, Waisenhaus, Kino laut Cellule","30.000 Ziegel laut Boudvin/Cellule; 28.500 / 34 m³ laut Adokin"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__002__Neue_Ziegel","Gebäude\Musee_de_Folklore_Mouscron.md","Neue Ziegel","Ziegel","neu","Anteil ca. 75 % laut Sekundärangabe"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__003__Cartels_Nummern","Gebäude\Musee_de_Folklore_Mouscron.md","Cartels / Nummern","Email / unbekannt","neu","unbekannt"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__004__Park_Au_enraum","Gebäude\Musee_de_Folklore_Mouscron.md","Park / Außenraum","Vegetation / Außenanlagen","neu/unbekannt","10.200 m²"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__005__Szenografie","Gebäude\Musee_de_Folklore_Mouscron.md","Szenografie","Ausstellungsbau","unbekannt","unbekannt"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__001__Betonpf_hle_concrete_elements","Gebäude\Peoples_Pavilion_Eindhoven.md","Betonpfähle / concrete elements","Beton","IJB groep / Lieferanten, Details unbekannt","unbekannt"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__002__Holztr_ger","Gebäude\Peoples_Pavilion_Eindhoven.md","Holzträger","Holz","Stiho group / Lieferanten","unbekannt"
