"fallstudie","datenpunkt","legacy_path","kennwert","wert","einheit"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__wiederverwendete_Hohlk_rperdecken","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","wiederverwendete Hohlkörperdecken","64","Stück"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__wiederverwendete_Fl_che","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","wiederverwendete Fläche","ca. 350","m²"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__003__wiederverwendete_Fl_che_alternative_Quelle","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","wiederverwendete Fläche, alternative Quelle","fast 400","m²"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__Donor_Baujahr","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Donor-Baujahr","1981","Jahr"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Refurbishment","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Refurbishment","Mai–Juni 2025","Zeitraum"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__006__Einbau","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Einbau","Ende Juni 2025","Datum"
"Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__007__Fertigstellung_Schulr_ume","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","Fertigstellung Schulräume","spätes Frühjahr 2027","Datum"
"Montessori_Maassluis","Montessori_Maassluis__001__Entwurf","Gebäude\Montessori_Maassluis.md","Entwurf","2024","Jahr"
"Montessori_Maassluis","Montessori_Maassluis__002__Bauvertrag_unterzeichnet","Gebäude\Montessori_Maassluis.md","Bauvertrag unterzeichnet","02.02.2026","Datum"
"Montessori_Maassluis","Montessori_Maassluis__003__geplante_Fertigstellung","Gebäude\Montessori_Maassluis.md","geplante Fertigstellung","Ende 2026","Zeitraum"
"Montessori_Maassluis","Montessori_Maassluis__004__geplante_Nutzung","Gebäude\Montessori_Maassluis.md","geplante Nutzung","Anfang 2027","Zeitraum"
"Montessori_Maassluis","Montessori_Maassluis__005__Fl_che_laut_News","Gebäude\Montessori_Maassluis.md","Fläche laut News","ca. 1.508","m² BVO"
"Montessori_Maassluis","Montessori_Maassluis__006__Fl_che_laut_Projektseite","Gebäude\Montessori_Maassluis.md","Fläche laut Projektseite","1.534","m² GFA"
"Montessori_Maassluis","Montessori_Maassluis__007__Unterrichtsgruppen","Gebäude\Montessori_Maassluis.md","Unterrichtsgruppen","10","Anzahl"
"Montessori_Maassluis","Montessori_Maassluis__008__geplante_Lebensdauer","Gebäude\Montessori_Maassluis.md","geplante Lebensdauer","mindestens 50","Jahre"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__001__Fl_che","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Fläche","44.200","m²"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__002__Fl_che","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Fläche","45.000","m²"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__003__Fl_che","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Fläche","45.800","m²"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__004__vorhandener_Beton_erhalten","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","vorhandener Beton erhalten","89","%"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__005__Abfall_vermieden_durch_Betonerhalt","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Abfall vermieden durch Betonerhalt","20.000","t"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__006__Embodied_Carbon_durch_Betonerhalt","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Embodied Carbon durch Betonerhalt","3.259","t CO₂e"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__007__Blaustein_demontiert","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Blaustein demontiert","ca. 280 / 140","m² / t"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__008__Blausteinbl_cke","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Blausteinblöcke","82","Stück"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__009__Aluminiumprofile","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Aluminiumprofile","1.300","m"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__010__Granitfliesen_Terrasse","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","Granitfliesen Terrasse","400","Stück"
"Multi_Brussels_Reuse_in_MULTI","Multi_Brussels_Reuse_in_MULTI__011__externer_Reuse_Urban_Mining_Anteil","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","externer Reuse-/Urban-Mining-Anteil","2 bzw. 3","%"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__001__wiederverwendete_Ziegel","Gebäude\Musee_de_Folklore_Mouscron.md","wiederverwendete Ziegel","30.000","Stück"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__002__wiederverwendete_Ziegel_alternative_Angabe","Gebäude\Musee_de_Folklore_Mouscron.md","wiederverwendete Ziegel alternative Angabe","28.500","Stück"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__003__wiederverwendetes_Ziegelvolumen","Gebäude\Musee_de_Folklore_Mouscron.md","wiederverwendetes Ziegelvolumen","ca. 34","m³"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__004__Herkunftsquellen","Gebäude\Musee_de_Folklore_Mouscron.md","Herkunftsquellen","8","Abbruchorte"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__005__Reuse_Ziegelanteil","Gebäude\Musee_de_Folklore_Mouscron.md","Reuse-Ziegelanteil","25","%"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__006__Extension","Gebäude\Musee_de_Folklore_Mouscron.md","Extension","1.470","m²"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__007__Renovation","Gebäude\Musee_de_Folklore_Mouscron.md","Renovation","430","m²"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__008__Park","Gebäude\Musee_de_Folklore_Mouscron.md","Park","10.200","m²"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__009__Gesamtfl_che_alternative_Quelle","Gebäude\Musee_de_Folklore_Mouscron.md","Gesamtfläche alternative Quelle","1.560","m²"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__010__Architektur_Budget","Gebäude\Musee_de_Folklore_Mouscron.md","Architektur-Budget","2.976.107","€"
"Musee_de_Folklore_Mouscron","Musee_de_Folklore_Mouscron__011__Kunstintervention_Budget","Gebäude\Musee_de_Folklore_Mouscron.md","Kunstintervention Budget","55.788","€"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__001__Fl_che","Gebäude\Peoples_Pavilion_Eindhoven.md","Fläche","250","m²"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__002__Standzeit","Gebäude\Peoples_Pavilion_Eindhoven.md","Standzeit","9","Tage"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__003__borrowed_materials","Gebäude\Peoples_Pavilion_Eindhoven.md","borrowed materials","100","%"
"Peoples_Pavilion_Eindhoven","Peoples_Pavilion_Eindhoven__004__Kunststoffschindeln","Gebäude\Peoples_Pavilion_Eindhoven.md","Kunststoffschindeln","9,500","Stück"
"Plattenpalast_Berlin","Plattenpalast_Berlin__001__wiederverwendete_Betonplatten","Gebäude\Plattenpalast_Berlin.md","wiederverwendete Betonplatten","13","Stück"
"Plattenpalast_Berlin","Plattenpalast_Berlin__002__Fl_che","Gebäude\Plattenpalast_Berlin.md","Fläche","30 / 35 / 39","m²"
"Plattenpalast_Berlin","Plattenpalast_Berlin__003__Einzelgewicht_Betonplatte","Gebäude\Plattenpalast_Berlin.md","Einzelgewicht Betonplatte","5,4","t je Platte laut Beschreibung mehrerer Platten"
"Plattenpalast_Berlin","Plattenpalast_Berlin__004__Montagezeit_Plattenaufbau","Gebäude\Plattenpalast_Berlin.md","Montagezeit Plattenaufbau","2","Tage"
"Plattenpalast_Berlin","Plattenpalast_Berlin__005__wiederverwendete_Fensterrahmen","Gebäude\Plattenpalast_Berlin.md","wiederverwendete Fensterrahmen","12","Stück"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__001__Bauteilherk_nfte","Gebäude\Plattenvereinigung_Berlin.md","Bauteilherkünfte","Olympisches Dorf München; PH12-Punkthochhaus Frankfurt/Oder","Orte/Donorquellen"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__002__Entwicklung_in_Peter_Behrens_Halle","Gebäude\Plattenvereinigung_Berlin.md","Entwicklung in Peter-Behrens-Halle","Jan 2010–Mai 2011","Zeitraum"
"Plattenvereinigung_Berlin","Plattenvereinigung_Berlin__003__Umsetzung_Tempelhofer_Feld","Gebäude\Plattenvereinigung_Berlin.md","Umsetzung Tempelhofer Feld","Mai 2011","Datum/Monat"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__001__Fl_che","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Fläche","22,850 / 2,122","sq ft / m²"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__002__Reused_donated_materials","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Reused/donated materials","92","%"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__003__Recycled_materials","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Recycled materials","7","%"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__004__Embodied_carbon_reduction","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Embodied-carbon reduction","75.4","%"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__005__CO_diverted_from_landfill","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","CO₂ „diverted from landfill“","175.78","t CO₂"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__006__Kosten","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Kosten","64","£/sq ft"
"PLP_London_HQ_Circular_Studio_Fitout","PLP_London_HQ_Circular_Studio_Fitout__007__Kostenreduktion","Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","Kostenreduktion","68","%"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__001__Anzahl_Betonbl_cke","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Anzahl Betonblöcke","25","Stück"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__002__Spannweite","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Spannweite","10","m"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__003__Stich_rise","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Stich / rise","1,20","m"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__004__Breite","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Breite","1,20","m"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__005__ffnungswinkel","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Öffnungswinkel","26","Grad"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__006__Global_Warming_Potential_gegen_ber_Recyclingbeto","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Global Warming Potential gegenüber Recyclingbeton-Alternative","−71","%"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__007__Global_Warming_Potential_gegen_ber_Stahl_Alterna","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Global Warming Potential gegenüber Stahl-Alternative","−74","%"
"ReCrete_footbridge_reused_concrete_blocks","ReCrete_footbridge_reused_concrete_blocks__008__Global_Warming_Potential_gegen_ber_Holz_Alternat","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","Global Warming Potential gegenüber Holz-Alternative","+9","%"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__001__Fertigstellung_Bezug","Gebäude\Recyclinghaus_Hannover.md","Fertigstellung/Bezug","2019","Jahr"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__002__BGF","Gebäude\Recyclinghaus_Hannover.md","BGF","285","m²"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__003__Wohnfl_che","Gebäude\Recyclinghaus_Hannover.md","Wohnfläche","160","m²"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__004__Anteil_wiederverwendeter_Fassadenmaterialien","Gebäude\Recyclinghaus_Hannover.md","Anteil wiederverwendeter Fassadenmaterialien","90","%"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__005__Anteil_Altmaterial_im_Recyclingbeton","Gebäude\Recyclinghaus_Hannover.md","Anteil Altmaterial im Recyclingbeton","42","%"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__006__gebundener_CO_Anteil","Gebäude\Recyclinghaus_Hannover.md","gebundener CO₂-Anteil","ca. 100","t CO₂"
"Recyclinghaus_Hannover","Recyclinghaus_Hannover__007__Anteil_Innenmaterialien_aus_recycelten_gebraucht","Gebäude\Recyclinghaus_Hannover.md","Anteil Innenmaterialien aus recycelten/gebrauchten Beständen",">50","%"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__001__wiederverwendete_B_gen","Gebäude\Recypark_Demets_Anderlecht.md","wiederverwendete Bögen","20","Stück"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__002__urspr_ngliche_Spannweite_Breite_der_B_gen","Gebäude\Recypark_Demets_Anderlecht.md","ursprüngliche Spannweite/Breite der Bögen","26","m"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__003__built_surface","Gebäude\Recypark_Demets_Anderlecht.md","built surface","5.000","m²"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__004__Designzeitraum","Gebäude\Recypark_Demets_Anderlecht.md","Designzeitraum","2016–2019","Jahre"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__005__Bauzeitraum","Gebäude\Recypark_Demets_Anderlecht.md","Bauzeitraum","2021–2024","Jahre"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__006__Fertigstellung","Gebäude\Recypark_Demets_Anderlecht.md","Fertigstellung","2024","Jahr"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__007__Kosten_Gesamt","Gebäude\Recypark_Demets_Anderlecht.md","Kosten Gesamt","8,11 Mio.","€ excl. VAT"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__008__Kosten_Hallenteil","Gebäude\Recypark_Demets_Anderlecht.md","Kosten Hallenteil","728.000","€"
"Recypark_Demets_Anderlecht","Recypark_Demets_Anderlecht__013__Lebensdauer","Gebäude\Recypark_Demets_Anderlecht.md","Lebensdauer","„über traditionelle Standards hinaus“ qualitativ erwähnt","—"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__001__Fl_che","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Fläche","1.883","m² SHON / Nettofläche"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__002__Baukosten","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Baukosten","3.072.000","€"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__003__Baukosten_alternative","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Baukosten alternative","3.100.000","€ HT"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__004__Kosten_m","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Kosten/m²","1.631,44","€/m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__005__Prim_renergie","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Primärenergie","100","kWhep/m²·a"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__006__Geb_udemasse_ohne_Fundamente_und_Bodenplatte","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Gebäudemasse ohne Fundamente und Bodenplatte","570,1","t"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__007__Masse_Reuse_Material","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Masse Reuse-Material","72,24","t"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__008__Reuse_Anteil","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Reuse-Anteil","12,67","%"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__009__einfache_Holzfenster_reused","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","einfache Holzfenster reused","450","m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__010__doppelte_Holzfenster_reused","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","doppelte Holzfenster reused","60","m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__011__mobile_Trennwand","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","mobile Trennwand","11","m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__012__Glast_ren","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Glastüren","14","Stück"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__013__Radiatoren","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Radiatoren","42","Stück"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__014__Sanit_r","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Sanitär","14","Stück"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__015__Leuchten","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Leuchten","60","Stück"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__016__BTC","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","BTC","6.000 / 125","Stück / m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__017__Solivage_Reste","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Solivage-Reste","140","ml"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__018__Granitpflaster","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Granitpflaster","140","m²"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__019__CO_e_vermieden","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","CO₂e vermieden","69,22","t CO₂e"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__020__Wasser_vermieden","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Wasser vermieden","763,3","m³"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__021__Abfall_vermieden","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Abfall vermieden","88","t"
"Resilience_La_Ferme_des_Possibles_Stains","Resilience_La_Ferme_des_Possibles_Stains__023__Einsparung_vs_neu","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","Einsparung vs. neu","107.000","€"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__001__wiederverwendete_Stahlmenge","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","wiederverwendete Stahlmenge","30","t"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__002__CO_e_Einsparung_durch_30_t_Stahl","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","CO₂e-Einsparung durch 30 t Stahl","74","t CO₂e"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__003__gekaufter_salvaged_steel","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","gekaufter / salvaged steel","139","t"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__004__Upfront_carbon_Roots","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Upfront carbon Roots","767","kgCO₂e/m²"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__005__Whole_life_carbon_Roots","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Whole life carbon Roots","1.266","kgCO₂e/m²"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__006__Projektfl_che_Roots","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Projektfläche Roots","385.000 / 430.000","sq ft"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__007__Rooftop_Forest","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Rooftop Forest","125 Bäume / 10.000 Pflanzen / 1.000 t Boden","Anzahl / t"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__008__iQ_Nachfolgeprojekt","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","iQ-Nachfolgeprojekt","600 Studentenzimmer + 71 Sozialwohnungen","Anzahl"
"Roots_in_the_Sky_Blackfriars_Crown_Court","Roots_in_the_Sky_Blackfriars_Crown_Court__009__Kosten_Roots","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","Kosten Roots","180","Mio. £"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__003__Fl_che","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Fläche","2.340","ft²"
"Saxum_Vineyard_Equipment_Barn_Paso_Robles","Saxum_Vineyard_Equipment_Barn_Paso_Robles__009__Energiebedarf_Erzeugung","Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","Energiebedarf / Erzeugung","ca. 87.000–88.700","kWh/a"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__001__Reuse_Anteil","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Reuse-Anteil","95","%"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__002__Reuse_Anteil_alternative_Quelle","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Reuse-Anteil alternative Quelle","100","%"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__003__Fertigstellung_Lieferung","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Fertigstellung/Lieferung","22.02.2018","Datum"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__004__Gro_e_Betonunits","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Große Betonunits","3","Stück"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__005__Gewicht_Betonunits","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Gewicht Betonunits","ca. 45 / ca. 40","t je Element"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__006__Kranh_he","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Kranhöhe","52","m"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__007__Donor_Alter","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Donor-Alter","ca. 50","Jahre"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__011__Transportdistanz","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Transportdistanz","lokal, genaue km unbekannt","km"
"Superlocal_Expogebouw_Bleijerheide","Superlocal_Expogebouw_Bleijerheide__012__Materialdatenmodell","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","Materialdatenmodell","Track-and-trace, STABU-/QR-Code, Materialpass","—"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__001__Fl_che_Lendager","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Fläche Lendager","1.436","m²"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__002__Fl_che_Sweco","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Fläche Sweco","1.270","m²"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__003__Zeitraum","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Zeitraum","2019–2022","Jahre"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__004__ffnung","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Öffnung","April 2022","Monat/Jahr"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__005__Materialeinsparung","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Materialeinsparung","6.278","t"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__006__CO_Einsparung","Gebäude\Svanen_Kindergarten_Gladsaxe.md","CO₂-Einsparung","177.668 kg / ca. 178 t","kg / t CO₂"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__007__zerkleinerter_Beton","Gebäude\Svanen_Kindergarten_Gladsaxe.md","zerkleinerter Beton","6.000","t"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__008__Recyclingbeton_Zuschlag","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Recyclingbeton-Zuschlag","600","t"
"Svanen_Kindergarten_Gladsaxe","Svanen_Kindergarten_Gladsaxe__011__Transportdistanz","Gebäude\Svanen_Kindergarten_Gladsaxe.md","Transportdistanz","sehr gering / same-site, exakte Distanz unbekannt","—"
"The_Green_House_Utrecht","The_Green_House_Utrecht__004__Gew_chshausfl_che","Gebäude\The_Green_House_Utrecht.md","Gewächshausfläche","80","m²"
"The_Green_House_Utrecht","The_Green_House_Utrecht__005__geplante_Standortnutzungsdauer","Gebäude\The_Green_House_Utrecht.md","geplante Standortnutzungsdauer","15","Jahre"
